County,Predicted Turnout
"('decatur', 'georgia')",0.43652682733313497
"('hunterdon', 'new jersey')",0.4197249754442361
"('bullitt', 'kentucky')",0.46647093459159816
"('canyon', 'colorado')",0.5506320408907427
"('stearns', 'minnesota')",0.46707380307656854
"('madison', 'colorado')",0.43652682733313497
"('talladega', 'alabama')",0.3626147515036404
"('isle of wight', 'virginia')",0.44104535904756775
"('fountain', 'indiana')",0.4604412725536513
"('limestone', 'texas')",0.3626147515036404
"('district 10', 'alaska')",0.47611216637133547
"('pinal', 'arizona')",0.5670995670995671
"('chilton', 'alabama')",0.4712314939434724
"('randolph', 'georgia')",0.3626147515036404
"('kay', 'oklahoma')",0.4171413775245987
"('osage', 'missouri')",0.5148954775888351
"('trego', 'kansas')",0.4879335764724141
"('dickinson', 'michigan')",0.46851306126441034
"('coffey', 'kansas')",0.40354046242774566
"('king', 'texas')",0.21952318512337585
"('rolette', 'north dakota')",0.36151746211051494
"('gove', 'kansas')",0.4802752526213026
"('crawford', 'kansas')",0.3763378089122397
"('lauderdale', 'alabama')",0.519927987667096
"('santa rosa', 'florida')",0.40764922225596384
"('jeff davis', 'georgia')",0.48502679203316146
"('mason', 'washington')",0.4602297841966885
"('sedgwick', 'colorado')",0.49591347330299024
"('tulare', 'california')",0.553537544049878
"('outagamie', 'wisconsin')",0.46028102506927254
"('ozaukee', 'wisconsin')",0.49375561545372865
"('sanilac', 'michigan')",0.5539701733172108
"('telfair', 'georgia')",0.47297297297297297
"('cassia', 'idaho')",0.45736952781494933
"('sauk', 'wisconsin')",0.3590142361526498
"('stark', 'michigan')",0.46842457985359315
"('clermont', 'ohio')",0.3606960321485701
"('tallapoosa', 'alabama')",0.3626147515036404
"('nobles', 'minnesota')",0.5293249360362133
"('clarke', 'georgia')",0.4712314939434724
"(""st. mary's"", 'maryland')",0.4522206303724928
"('christian', 'illinois')",0.2522994890671435
"('lamar', 'mississippi')",0.42859605769783343
"('noble', 'indiana')",0.4171413775245987
"('lagrange', 'indiana')",0.4647681899246915
"('wilkin', 'minnesota')",0.581929181929182
"('gates', 'north carolina')",0.44104535904756775
