state,county,candidate,candidate votes,total votes
missouri,dade,Donald Trump,3184,11853
missouri,dallas,Donald Trump,5895,22359
missouri,daviess,Donald Trump,2767,10779
missouri,dekalb,Donald Trump,3540,13782
missouri,dent,Donald Trump,5600,20373
missouri,douglas,Donald Trump,5486,19998
missouri,dunklin,Donald Trump,8026,31734
missouri,franklin,Donald Trump,35430,150339
missouri,gasconade,Donald Trump,5670,22335
missouri,gentry,Donald Trump,2304,9129
missouri,greene,Donald Trump,78035,387693
missouri,grundy,Donald Trump,3462,12930
missouri,harrison,Donald Trump,2965,11067
missouri,henry,Donald Trump,7075,29598
missouri,hickory,Donald Trump,3542,14172
missouri,holt,Donald Trump,1926,7065
missouri,howard,Donald Trump,3277,14604
missouri,howell,Donald Trump,13893,52365
missouri,iron,Donald Trump,3173,12807
missouri,jackson,Donald Trump,91557,519825
missouri,jasper,Donald Trump,35070,144978
missouri,jefferson,Donald Trump,69036,318714
missouri,johnson,Donald Trump,13719,63396
missouri,knox,Donald Trump,1416,5610
missouri,laclede,Donald Trump,12881,48153
missouri,lafayette,Donald Trump,10988,47628
missouri,lawrence,Donald Trump,13089,50145
missouri,lewis,Donald Trump,3344,13368
missouri,lincoln,Donald Trump,18159,74886
missouri,linn,Donald Trump,4088,16761
missouri,livingston,Donald Trump,4879,19263
missouri,macon,Donald Trump,5798,22863
missouri,madison,Donald Trump,4102,15963
missouri,maries,Donald Trump,3561,13500
missouri,marion,Donald Trump,9419,38814
missouri,mcdonald,Donald Trump,6599,24726
missouri,mercer,Donald Trump,1486,5235
missouri,miller,Donald Trump,9285,34248
missouri,mississippi,Donald Trump,3600,15507
missouri,moniteau,Donald Trump,5347,20490
missouri,monroe,Donald Trump,3159,12468
missouri,montgomery,Donald Trump,4127,16287
missouri,morgan,Donald Trump,6760,26463
missouri,new madrid,Donald Trump,5270,22071
missouri,newton,Donald Trump,20553,79818
missouri,nodaway,Donald Trump,6380,28374
missouri,oregon,Donald Trump,3671,14004
missouri,osage,Donald Trump,5856,21270
missouri,ozark,Donald Trump,3639,13515
missouri,pemiscot,Donald Trump,3964,18081
missouri,perry,Donald Trump,6908,26220
missouri,pettis,Donald Trump,12810,54333
missouri,phelps,Donald Trump,12709,55659
missouri,pike,Donald Trump,5274,22146
missouri,platte,Donald Trump,25933,146655
missouri,polk,Donald Trump,10438,41289
missouri,pulaski,Donald Trump,9876,40464
missouri,putnam,Donald Trump,1936,7038
missouri,ralls,Donald Trump,3969,15798
missouri,randolph,Donald Trump,7529,30927
missouri,ray,Donald Trump,7104,32607
missouri,reynolds,Donald Trump,2406,9114
missouri,ripley,Donald Trump,4522,16572
missouri,saline,Donald Trump,5977,27822
missouri,schuyler,Donald Trump,1505,5808
missouri,scotland,Donald Trump,1525,5904
missouri,scott,Donald Trump,13168,51768
missouri,shannon,Donald Trump,2966,11712
missouri,shelby,Donald Trump,2524,9765
missouri,st. charles,Donald Trump,121650,603015
missouri,st. clair,Donald Trump,3501,13890
missouri,st. francois,Donald Trump,17468,74184
missouri,st. louis city,Hillary Clinton,104235,393573
missouri,st. louis county,Hillary Clinton,286704,1544574
missouri,ste. genevieve,Donald Trump,5496,25407
missouri,stoddard,Donald Trump,11079,39873
missouri,stone,Donald Trump,13158,49701
missouri,sullivan,Donald Trump,1884,7458
missouri,taney,Donald Trump,18276,70545
missouri,texas,Donald Trump,8875,32868
missouri,vernon,Donald Trump,6533,25797
missouri,warren,Donald Trump,11111,47352
missouri,washington,Donald Trump,7048,27846
missouri,wayne,Donald Trump,4658,16965
missouri,webster,Donald Trump,12840,50229
missouri,worth,Donald Trump,808,3138
missouri,wright,Donald Trump,6707,24357
montana,beaverhead,Donald Trump,3353,14547
montana,big horn,Hillary Clinton,2094,12711
montana,blaine,Donald Trump,1268,8052
montana,broadwater,Donald Trump,2348,9399
montana,carbon,Donald Trump,3748,17973
montana,carter,Donald Trump,678,2358
montana,cascade,Donald Trump,19632,103713
montana,chouteau,Donald Trump,1679,7809
montana,custer,Donald Trump,3657,15555
montana,daniels,Donald Trump,730,2886
montana,dawson,Donald Trump,3320,13122
montana,deer lodge,Hillary Clinton,2058,12618
montana,fallon,Donald Trump,1279,4452
montana,fergus,Donald Trump,4269,17520
montana,flathead,Donald Trump,30240,139713
montana,gallatin,Hillary Clinton,24246,161457
montana,garfield,Donald Trump,653,2154
montana,glacier,Hillary Clinton,3121,15225
montana,golden valley,Donald Trump,365,1422
montana,granite,Donald Trump,1192,5331
montana,hill,Donald Trump,3478,19335
montana,jefferson,Donald Trump,4177,20142
montana,judith basin,Donald Trump,872,3624
montana,lake,Donald Trump,7530,39543
montana,lewis and clark,Donald Trump,16895,103434
montana,liberty,Donald Trump,698,2883
montana,lincoln,Donald Trump,6729,27990
montana,madison,Donald Trump,3297,14334
montana,mccone,Donald Trump,862,3180
montana,meagher,Donald Trump,729,2931
montana,mineral,Donald Trump,1330,6036
montana,missoula,Hillary Clinton,31543,177609
montana,musselshell,Donald Trump,1967,7323
montana,park,Donald Trump,4980,28077
montana,petroleum,Donald Trump,278,966
montana,phillips,Donald Trump,1723,6513
montana,pondera,Donald Trump,1799,8169
montana,powder river,Donald Trump,884,3159
montana,powell,Donald Trump,2029,8382
montana,prairie,Donald Trump,556,2067
montana,ravalli,Donald Trump,14810,67668
montana,richland,Donald Trump,3908,14613
montana,roosevelt,Donald Trump,1797,10956
montana,rosebud,Donald Trump,2253,10359
montana,sanders,Donald Trump,4286,17859
montana,sheridan,Donald Trump,1241,5505
montana,silver bow,Hillary Clinton,8619,49356
montana,stillwater,Donald Trump,3661,14619
montana,sweet grass,Donald Trump,1595,6321
montana,teton,Donald Trump,2170,9564
montana,toole,Donald Trump,1497,6111
montana,treasure,Donald Trump,351,1329
montana,valley,Donald Trump,2698,11682
montana,wheatland,Donald Trump,702,2838
montana,wibaux,Donald Trump,463,1623
montana,yellowstone,Donald Trump,40920,207324
nebraska,adams,Donald Trump,9287,40539
nebraska,antelope,Donald Trump,2732,9843
nebraska,arthur,Donald Trump,244,819
nebraska,banner,Donald Trump,357,1206
nebraska,blaine,Donald Trump,276,951
nebraska,boone,Donald Trump,2299,8715
nebraska,box butte,Donald Trump,3617,14772
nebraska,boyd,Donald Trump,983,3468
nebraska,brown,Donald Trump,1385,4791
nebraska,buffalo,Donald Trump,14569,63387
nebraska,burt,Donald Trump,2367,10674
nebraska,butler,Donald Trump,3079,11943
nebraska,cass,Donald Trump,8452,38799
nebraska,cedar,Donald Trump,3532,13260
nebraska,chase,Donald Trump,1648,5694
nebraska,cherry,Donald Trump,2623,9354
nebraska,cheyenne,Donald Trump,3665,14133
nebraska,clay,Donald Trump,2422,9195
nebraska,colfax,Donald Trump,2171,9642
nebraska,cuming,Donald Trump,3122,12222
nebraska,custer,Donald Trump,4695,16956
nebraska,dakota,Donald Trump,3616,18837
nebraska,dawes,Donald Trump,2632,11028
nebraska,dawson,Donald Trump,5984,25905
nebraska,deuel,Donald Trump,809,2952
nebraska,dixon,Donald Trump,2041,8346
nebraska,dodge,Donald Trump,9933,46587
nebraska,douglas,Hillary Clinton,113798,721299
nebraska,dundy,Donald Trump,823,2859
nebraska,fillmore,Donald Trump,2130,8823
nebraska,franklin,Donald Trump,1347,5019
nebraska,frontier,Donald Trump,1110,3984
nebraska,furnas,Donald Trump,1921,7020
nebraska,gage,Donald Trump,6380,30144
nebraska,garden,Donald Trump,869,3225
nebraska,garfield,Donald Trump,821,2940
nebraska,gosper,Donald Trump,794,3030
nebraska,grant,Donald Trump,367,1215
nebraska,greeley,Donald Trump,912,3525
nebraska,hall,Donald Trump,14408,66180
nebraska,hamilton,Donald Trump,3783,15012
nebraska,harlan,Donald Trump,1496,5496
nebraska,hayes,Donald Trump,472,1542
nebraska,hitchcock,Donald Trump,1232,4404
nebraska,holt,Donald Trump,4354,15354
nebraska,hooker,Donald Trump,355,1251
nebraska,howard,Donald Trump,2284,8982
nebraska,jefferson,Donald Trump,2399,10482
nebraska,johnson,Donald Trump,1355,6267
nebraska,kearney,Donald Trump,2531,9888
nebraska,keith,Donald Trump,3235,12102
nebraska,keya paha,Donald Trump,460,1437
nebraska,kimball,Donald Trump,1330,5031
nebraska,knox,Donald Trump,3188,12345
nebraska,lancaster,Hillary Clinton,61898,408669
nebraska,lincoln,Donald Trump,12164,48393
nebraska,logan,Donald Trump,400,1359
nebraska,loup,Donald Trump,323,1155
nebraska,madison,Donald Trump,10628,43029
nebraska,mcpherson,Donald Trump,257,861
nebraska,merrick,Donald Trump,2926,11364
nebraska,morrill,Donald Trump,1802,6627
nebraska,nance,Donald Trump,1261,4863
nebraska,nemaha,Donald Trump,2116,9483
nebraska,nuckolls,Donald Trump,1726,6615
nebraska,otoe,Donald Trump,4860,22371
nebraska,pawnee,Donald Trump,974,3981
nebraska,perkins,Donald Trump,1217,4365
nebraska,phelps,Donald Trump,3849,14085
nebraska,pierce,Donald Trump,3052,10890
nebraska,platte,Donald Trump,10965,43299
nebraska,polk,Donald Trump,2028,7746
nebraska,red willow,Donald Trump,4258,15510
nebraska,richardson,Donald Trump,2769,11415
nebraska,rock,Donald Trump,687,2394
nebraska,saline,Donald Trump,3004,15408
nebraska,sarpy,Donald Trump,45143,241740
nebraska,saunders,Donald Trump,7555,32580
nebraska,scotts bluff,Donald Trump,10076,42951
nebraska,seward,Donald Trump,5454,23766
nebraska,sheridan,Donald Trump,2211,7824
nebraska,sherman,Donald Trump,1150,4719
nebraska,sioux,Donald Trump,616,2208
nebraska,stanton,Donald Trump,2187,8403
nebraska,thayer,Donald Trump,2051,8070
nebraska,thomas,Donald Trump,344,1179
nebraska,thurston,Donald Trump,1043,6264
nebraska,valley,Donald Trump,1780,6615
nebraska,washington,Donald Trump,7424,32496
nebraska,wayne,Donald Trump,2693,11328
nebraska,webster,Donald Trump,1330,5124
nebraska,wheeler,Donald Trump,377,1395
nebraska,york,Donald Trump,4700,19143
nevada,carson city,Donald Trump,13125,75048
nevada,churchill,Donald Trump,7830,32814
nevada,clark,Hillary Clinton,402227,2301468
nevada,douglas,Donald Trump,17415,83655
nevada,elko,Donald Trump,13551,55677
nevada,esmeralda,Donald Trump,329,1269
nevada,eureka,Donald Trump,723,2562
nevada,humboldt,Donald Trump,4521,19299
nevada,lander,Donald Trump,1828,7239
nevada,lincoln,Donald Trump,1671,6396
nevada,lyon,Donald Trump,16005,71286
nevada,mineral,Donald Trump,1179,5991
nevada,nye,Donald Trump,13324,58785
nevada,pershing,Donald Trump,1403,5946
nevada,storey,Donald Trump,1616,7674
nevada,washoe,Hillary Clinton,97379,629727
nevada,white pine,Donald Trump,2723,11319
new hampshire,carroll,Donald Trump,14635,88848
new hampshire,grafton,Hillary Clinton,28510,153573
new hampshire,hillsborough,Donald Trump,100013,642471
new hampshire,merrimack,Hillary Clinton,40198,250944
new hampshire,strafford,Hillary Clinton,34894,207000
new hampshire,sullivan,Donald Trump,10796,68049
new jersey,atlantic,Hillary Clinton,60924,351873
new jersey,bergen,Hillary Clinton,231211,1257888
new jersey,burlington,Hillary Clinton,121725,656829
new jersey,camden,Hillary Clinton,146717,679776
new jersey,cape may,Donald Trump,28446,146166
new jersey,cumberland,Hillary Clinton,27771,162012
new jersey,essex,Hillary Clinton,240837,932802
new jersey,gloucester,Donald Trump,67544,418626
new jersey,hudson,Hillary Clinton,163917,658125
new jersey,hunterdon,Donald Trump,38712,212508
new jersey,mercer,Hillary Clinton,104775,469587
new jersey,middlesex,Hillary Clinton,193044,978306
new jersey,monmouth,Donald Trump,166723,943131
new jersey,morris,Donald Trump,126071,751248
new jersey,ocean,Donald Trump,179079,823086
new jersey,passaic,Hillary Clinton,116759,584406
new jersey,salem,Donald Trump,16381,88482
new jersey,somerset,Hillary Clinton,85689,471276
new jersey,sussex,Donald Trump,46658,222378
new jersey,union,Hillary Clinton,147414,665925
new jersey,warren,Donald Trump,29858,147708
new mexico,bernalillo,Hillary Clinton,143417,823986
new mexico,catron,Donald Trump,1464,6147
new mexico,chaves,Donald Trump,12872,60813
new mexico,cibola,Hillary Clinton,3741,24189
new mexico,colfax,Donald Trump,2585,15996
new mexico,curry,Donald Trump,9035,40110
new mexico,dona ana,Hillary Clinton,37947,211944
new mexico,eddy,Donald Trump,13147,59001
new mexico,grant,Hillary Clinton,6276,38433
new mexico,guadalupe,Hillary Clinton,970,5481
new mexico,harding,Donald Trump,311,1581
new mexico,hidalgo,Donald Trump,910,5616
new mexico,lea,Donald Trump,12495,53136
new mexico,lincoln,Donald Trump,5896,26706
new mexico,los alamos,Hillary Clinton,5562,32655
new mexico,luna,Donald Trump,3478,21885
new mexico,mckinley,Hillary Clinton,13576,65109
new mexico,mora,Hillary Clinton,1536,7323
new mexico,otero,Donald Trump,11887,60180
new mexico,quay,Donald Trump,2212,10716
new mexico,rio arriba,Hillary Clinton,9592,44634
new mexico,roosevelt,Donald Trump,3884,17850
new mexico,san juan,Donald Trump,27946,138330
new mexico,san miguel,Hillary Clinton,7285,32253
new mexico,sandoval,Hillary Clinton,27707,185070
new mexico,santa fe,Hillary Clinton,50793,214302
new mexico,sierra,Donald Trump,3010,15543
new mexico,socorro,Hillary Clinton,3313,20604
new mexico,taos,Hillary Clinton,10668,45780
new mexico,torrance,Donald Trump,3714,18972
new mexico,union,Donald Trump,1216,5106
new mexico,valencia,Donald Trump,13215,82776
new york,albany,Hillary Clinton,83077,419490
new york,allegany,Donald Trump,12525,56076
new york,bronx,Hillary Clinton,353646,1198566
new york,broome,Donald Trump,40943,258216
new york,cattaraugus,Donald Trump,19692,93483
new york,cayuga,Donald Trump,17384,99516
new york,chautauqua,Donald Trump,31594,162702
new york,chemung,Donald Trump,20097,108357
new york,chenango,Donald Trump,11921,60480
new york,clinton,Hillary Clinton,15059,96315
new york,columbia,Hillary Clinton,15284,92706
new york,cortland,Donald Trump,9900,60732
new york,delaware,Donald Trump,11942,59376
new york,dutchess,Hillary Clinton,62261,392802
new york,erie,Hillary Clinton,215456,1270875
new york,essex,Donald Trump,7958,51654
new york,franklin,Donald Trump,8221,50856
new york,fulton,Donald Trump,13462,63642
new york,genesee,Donald Trump,16915,79296
new york,greene,Donald Trump,13073,66150
new york,hamilton,Donald Trump,2064,9675
new york,herkimer,Donald Trump,16699,78765
new york,jefferson,Donald Trump,21763,114708
new york,lewis,Donald Trump,7400,33975
new york,livingston,Donald Trump,17290,90093
new york,madison,Donald Trump,15936,90192
new york,monroe,Hillary Clinton,188592,1043370
new york,montgomery,Donald Trump,11301,57162
new york,nassau,Hillary Clinton,326088,1910901
new york,niagara,Donald Trump,51961,277206
new york,oneida,Donald Trump,51437,273027
new york,onondaga,Hillary Clinton,112337,625320
new york,ontario,Donald Trump,26029,156774
new york,orange,Donald Trump,76645,456063
new york,orleans,Donald Trump,10936,49140
new york,oswego,Donald Trump,27688,144540
new york,otsego,Donald Trump,13308,77004
new york,putnam,Donald Trump,27024,145689
new york,queens,Hillary Clinton,517220,2059179
new york,rensselaer,Donald Trump,33726,214686
new york,rockland,Hillary Clinton,69342,405261
new york,saratoga,Donald Trump,54575,342282
new york,schenectady,Hillary Clinton,33747,201840
new york,schoharie,Donald Trump,8831,42150
new york,schuyler,Donald Trump,5050,26316
new york,seneca,Donald Trump,7236,41940
new york,steuben,Donald Trump,26831,126006
new york,suffolk,Donald Trump,350570,2043762
new york,sullivan,Donald Trump,15931,89865
new york,tioga,Donald Trump,13260,66897
new york,tompkins,Hillary Clinton,28890,128034
new york,ulster,Hillary Clinton,42101,244065
new york,warren,Donald Trump,15751,94224
new york,washington,Donald Trump,13610,73584
new york,wayne,Donald Trump,23380,119061
new york,westchester,Hillary Clinton,272926,1261965
new york,wyoming,Donald Trump,12442,51894
new york,yates,Donald Trump,5660,30198
north carolina,alamance,Donald Trump,38815,213471
north carolina,alexander,Donald Trump,13893,54813
north carolina,alleghany,Donald Trump,3814,15945
north carolina,anson,Hillary Clinton,5859,31635
north carolina,ashe,Donald Trump,9412,40272
north carolina,avery,Donald Trump,6298,24747
north carolina,beaufort,Donald Trump,14543,71814
north carolina,bertie,Hillary Clinton,5778,28041
north carolina,bladen,Donald Trump,8550,47691
north carolina,brunswick,Donald Trump,42720,205053
north carolina,buncombe,Hillary Clinton,75452,416841
north carolina,burke,Donald Trump,26238,116760
north carolina,cabarrus,Donald Trump,53819,279867
north carolina,caldwell,Donald Trump,26621,108960
north carolina,camden,Donald Trump,3546,15018
north carolina,carteret,Donald Trump,26569,113343
north carolina,caswell,Donald Trump,6026,33210
north carolina,catawba,Donald Trump,48324,217053
north carolina,chatham,Hillary Clinton,21065,119547
north carolina,cherokee,Donald Trump,10844,42543
north carolina,chowan,Donald Trump,4014,21684
north carolina,clay,Donald Trump,4437,18030
north carolina,cleveland,Donald Trump,28479,134019
north carolina,columbus,Donald Trump,14272,71196
north carolina,craven,Donald Trump,27731,141003
north carolina,cumberland,Hillary Clinton,71605,382518
north carolina,currituck,Donald Trump,9163,38007
north carolina,dare,Donald Trump,11460,58827
north carolina,davidson,Donald Trump,54317,224568
north carolina,davie,Donald Trump,15602,65268
north carolina,duplin,Donald Trump,12217,62568
north carolina,durham,Hillary Clinton,121250,468402
north carolina,edgecombe,Hillary Clinton,16224,74658
north carolina,forsyth,Hillary Clinton,94464,534936
north carolina,franklin,Donald Trump,16368,91104
north carolina,gaston,Donald Trump,61798,289293
north carolina,gates,Donald Trump,2874,16176
north carolina,graham,Donald Trump,3283,12504
north carolina,granville,Donald Trump,13591,82059
north carolina,greene,Donald Trump,4374,24285
north carolina,guilford,Hillary Clinton,149248,772215
north carolina,halifax,Hillary Clinton,15748,75501
north carolina,harnett,Donald Trump,27614,138195
north carolina,haywood,Donald Trump,18929,92181
north carolina,henderson,Donald Trump,35809,174528
north carolina,hertford,Hillary Clinton,6910,30558
north carolina,hoke,Hillary Clinton,9726,54690
north carolina,hyde,Donald Trump,1288,6912
north carolina,iredell,Donald Trump,54754,247701
north carolina,jackson,Donald Trump,9870,56139
north carolina,johnston,Donald Trump,54372,257727
north carolina,jones,Donald Trump,2974,15405
north carolina,lee,Donald Trump,13712,75252
north carolina,lenoir,Donald Trump,13613,80421
north carolina,lincoln,Donald Trump,28806,120069
north carolina,macon,Donald Trump,12127,53202
north carolina,madison,Donald Trump,6783,33807
north carolina,martin,Donald Trump,5897,35892
north carolina,mcdowell,Donald Trump,14568,59625
north carolina,mecklenburg,Hillary Clinton,294562,1418571
north carolina,mitchell,Donald Trump,6282,24288
north carolina,montgomery,Donald Trump,7130,34620
north carolina,moore,Donald Trump,30490,146076
north carolina,nash,Donald Trump,23319,142995
north carolina,new hanover,Donald Trump,55344,335715
north carolina,northampton,Hillary Clinton,6144,29544
north carolina,onslow,Donald Trump,37122,171405
north carolina,orange,Hillary Clinton,59923,247020
north carolina,pamlico,Donald Trump,4258,20610
north carolina,pasquotank,Hillary Clinton,8615,52173
north carolina,pender,Donald Trump,17639,83655
north carolina,perquimans,Donald Trump,4177,20124
north carolina,person,Donald Trump,11185,58845
north carolina,pitt,Hillary Clinton,41824,241581
north carolina,polk,Donald Trump,6768,32802
north carolina,randolph,Donald Trump,49430,193725
north carolina,richmond,Donald Trump,10383,57984
north carolina,robeson,Donald Trump,20762,122574
north carolina,rockingham,Donald Trump,26830,126834
north carolina,rowan,Donald Trump,42810,193107
north carolina,rutherford,Donald Trump,21871,90921
north carolina,sampson,Donald Trump,14838,77784
north carolina,scotland,Hillary Clinton,7319,41784
north carolina,stanly,Donald Trump,21964,89751
north carolina,stokes,Donald Trump,17116,67650
north carolina,surry,Donald Trump,23671,96588
north carolina,swain,Donald Trump,3565,18372
north carolina,transylvania,Donald Trump,10520,53607
north carolina,tyrrell,Donald Trump,975,5217
north carolina,union,Donald Trump,66707,317130
north carolina,vance,Hillary Clinton,12229,59931
north carolina,wake,Hillary Clinton,302736,1582872
north carolina,warren,Hillary Clinton,6413,29526
north carolina,washington,Hillary Clinton,3510,18495
north carolina,watauga,Hillary Clinton,14138,89955
north carolina,wayne,Donald Trump,27540,152067
north carolina,wilkes,Donald Trump,23752,93888
north carolina,wilson,Hillary Clinton,19663,114405
north carolina,yadkin,Donald Trump,13880,52872
north carolina,yancey,Donald Trump,6385,29880
north dakota,adams,Donald Trump,909,3654
north dakota,barnes,Donald Trump,3160,16032
north dakota,benson,Donald Trump,929,6033
north dakota,billings,Donald Trump,495,1815
north dakota,bottineau,Donald Trump,2494,10482
north dakota,bowman,Donald Trump,1446,5361
north dakota,burke,Donald Trump,895,3156
north dakota,burleigh,Donald Trump,32532,143937
north dakota,cass,Donald Trump,39816,242463
north dakota,cavalier,Donald Trump,1357,6018
north dakota,dickey,Donald Trump,1667,7221
north dakota,divide,Donald Trump,867,3657
north dakota,dunn,Donald Trump,1771,6729
north dakota,eddy,Donald Trump,791,3693
north dakota,emmons,Donald Trump,1677,5943
north dakota,foster,Donald Trump,1241,5157
north dakota,golden valley,Donald Trump,796,2871
north dakota,grand forks,Donald Trump,16340,91095
north dakota,grant,Donald Trump,1108,4143
north dakota,griggs,Donald Trump,847,3795
north dakota,hettinger,Donald Trump,1050,3888
north dakota,kidder,Donald Trump,1111,4128
north dakota,lamoure,Donald Trump,1481,6453
north dakota,logan,Donald Trump,888,3201
north dakota,mchenry,Donald Trump,2050,8460
north dakota,mcintosh,Donald Trump,1100,4338
north dakota,mckenzie,Donald Trump,3670,14016
north dakota,mclean,Donald Trump,3860,15945
north dakota,mercer,Donald Trump,3759,14046
north dakota,morton,Donald Trump,11336,47496
north dakota,mountrail,Donald Trump,2582,12318
north dakota,nelson,Donald Trump,1025,5151
north dakota,oliver,Donald Trump,830,3051
north dakota,pembina,Donald Trump,2208,9459
north dakota,pierce,Donald Trump,1437,6213
north dakota,ramsey,Donald Trump,3217,15915
north dakota,ransom,Donald Trump,1210,7077
north dakota,renville,Donald Trump,993,3879
north dakota,richland,Donald Trump,4767,22776
north dakota,rolette,Hillary Clinton,2099,11265
north dakota,sargent,Donald Trump,1088,5991
north dakota,sheridan,Donald Trump,650,2361
north dakota,sioux,Hillary Clinton,758,3696
north dakota,slope,Donald Trump,362,1290
north dakota,stark,Donald Trump,9755,36966
north dakota,steele,Donald Trump,538,2997
north dakota,stutsman,Donald Trump,6718,30465
north dakota,towner,Donald Trump,733,3471
north dakota,traill,Donald Trump,2265,11799
north dakota,walsh,Donald Trump,2995,13908
north dakota,ward,Donald Trump,18636,82236
north dakota,wells,Donald Trump,1796,7149
north dakota,williams,Donald Trump,10069,38421
ohio,adams,Donald Trump,8659,34077
ohio,allen,Donald Trump,30487,137682
ohio,ashland,Donald Trump,17493,73770
ohio,ashtabula,Donald Trump,23318,122601
ohio,athens,Hillary Clinton,16370,88329
ohio,auglaize,Donald Trump,18658,70881
ohio,belmont,Donald Trump,21108,93366
ohio,brown,Donald Trump,14573,58821
ohio,butler,Donald Trump,106976,521517
ohio,carroll,Donald Trump,9254,39222
ohio,champaign,Donald Trump,12631,54312
ohio,clark,Donald Trump,35205,184287
ohio,clermont,Donald Trump,67518,297363
ohio,clinton,Donald Trump,13838,56025
ohio,columbiana,Donald Trump,31676,138603
ohio,coshocton,Donald Trump,10785,46656
ohio,crawford,Donald Trump,13611,57711
ohio,cuyahoga,Hillary Clinton,398271,1811466
ohio,darke,Donald Trump,20012,76452
ohio,defiance,Donald Trump,11688,54576
ohio,delaware,Donald Trump,57568,311580
ohio,erie,Donald Trump,19648,112734
ohio,fairfield,Donald Trump,44314,218739
ohio,fayette,Donald Trump,7995,33486
ohio,franklin,Hillary Clinton,351198,1743420
ohio,fulton,Donald Trump,13709,63675
ohio,gallia,Donald Trump,9822,38793
ohio,geauga,Donald Trump,30227,149823
ohio,greene,Donald Trump,48540,245574
ohio,guernsey,Donald Trump,11445,49671
ohio,hamilton,Hillary Clinton,215719,1227327
ohio,hancock,Donald Trump,24183,108069
ohio,hardin,Donald Trump,8717,36882
ohio,harrison,Donald Trump,5098,21237
ohio,henry,Donald Trump,9301,41796
ohio,highland,Donald Trump,14020,55503
ohio,hocking,Donald Trump,8497,38514
ohio,holmes,Donald Trump,8720,33162
ohio,huron,Donald Trump,16226,74502
ohio,jackson,Donald Trump,9949,41079
ohio,jefferson,Donald Trump,21117,96603
ohio,knox,Donald Trump,19131,86061
ohio,lake,Donald Trump,64255,348738
ohio,lawrence,Donald Trump,18689,79821
ohio,licking,Donald Trump,51241,248283
ohio,logan,Donald Trump,15957,64713
ohio,lorain,Hillary Clinton,66949,421686
ohio,lucas,Hillary Clinton,110833,592668
ohio,madison,Donald Trump,11631,51870
ohio,mahoning,Hillary Clinton,57381,345216
ohio,marion,Donald Trump,16961,78966
ohio,medina,Donald Trump,54810,274119
ohio,meigs,Donald Trump,7309,29955
ohio,mercer,Donald Trump,17506,65178
ohio,miami,Donald Trump,37079,158202
ohio,monroe,Donald Trump,4868,20385
ohio,montgomery,Donald Trump,123909,774903
ohio,morgan,Donald Trump,4431,19329
ohio,morrow,Donald Trump,11948,49644
ohio,muskingum,Donald Trump,24056,110973
ohio,noble,Donald Trump,4549,18039
ohio,ottawa,Donald Trump,12653,66654
ohio,paulding,Donald Trump,6500,27141
ohio,perry,Donald Trump,10228,44985
ohio,pickaway,Donald Trump,17076,74235
ohio,pike,Donald Trump,7902,35637
ohio,portage,Donald Trump,39971,228417
ohio,preble,Donald Trump,15446,61695
ohio,putnam,Donald Trump,14961,56301
ohio,richland,Donald Trump,36590,165642
ohio,ross,Donald Trump,18652,91140
ohio,sandusky,Donald Trump,16316,84132
ohio,scioto,Donald Trump,20550,92352
ohio,seneca,Donald Trump,14825,71961
ohio,shelby,Donald Trump,18590,71220
ohio,stark,Donald Trump,98388,525717
ohio,summit,Hillary Clinton,134256,773937
ohio,trumbull,Donald Trump,49024,288087
ohio,tuscarawas,Donald Trump,26918,123867
ohio,union,Donald Trump,18096,82287
ohio,van wert,Donald Trump,10469,41310
ohio,vinton,Donald Trump,3883,16506
ohio,warren,Donald Trump,77643,351801
ohio,washington,Donald Trump,20514,89520
ohio,wayne,Donald Trump,32270,149559
ohio,williams,Donald Trump,11939,51924
ohio,wood,Donald Trump,32498,193023
ohio,wyandot,Donald Trump,7468,31776
oklahoma,adair,Donald Trump,4787,19539
oklahoma,alfalfa,Donald Trump,1933,6774
oklahoma,atoka,Donald Trump,4084,15054
oklahoma,beaver,Donald Trump,1993,6729
oklahoma,beckham,Donald Trump,6308,22656
oklahoma,blaine,Donald Trump,2884,11379
oklahoma,bryan,Donald Trump,10478,41454
oklahoma,caddo,Donald Trump,6482,28044
oklahoma,canadian,Donald Trump,39986,165834
oklahoma,carter,Donald Trump,13752,55602
oklahoma,cherokee,Donald Trump,9994,49470
oklahoma,choctaw,Donald Trump,4206,16278
oklahoma,cimarron,Donald Trump,963,3237
oklahoma,cleveland,Donald Trump,62538,328350
oklahoma,coal,Donald Trump,1898,7197
oklahoma,comanche,Donald Trump,19183,97692
oklahoma,cotton,Donald Trump,2054,7806
oklahoma,craig,Donald Trump,4283,17355
oklahoma,creek,Donald Trump,21575,86490
oklahoma,custer,Donald Trump,7826,31623
oklahoma,delaware,Donald Trump,11826,47148
oklahoma,dewey,Donald Trump,1965,6744
oklahoma,ellis,Donald Trump,1611,5481
oklahoma,garfield,Donald Trump,16009,65130
oklahoma,garvin,Donald Trump,8253,31638
oklahoma,grady,Donald Trump,17316,66858
oklahoma,grant,Donald Trump,1827,6603
oklahoma,greer,Donald Trump,1482,5688
oklahoma,harmon,Donald Trump,715,2931
oklahoma,harper,Donald Trump,1318,4497
oklahoma,haskell,Donald Trump,3701,14214
oklahoma,hughes,Donald Trump,3388,13578
oklahoma,jackson,Donald Trump,5969,23418
oklahoma,jefferson,Donald Trump,1910,7050
oklahoma,johnston,Donald Trump,3093,12054
