state,county,candidate,candidate votes,total votes
iowa,muscatine,Donald Trump,9584,58302
iowa,o'brien,Donald Trump,5752,22218
iowa,osceola,Donald Trump,2531,9639
iowa,page,Donald Trump,4893,21132
iowa,palo alto,Donald Trump,3081,14109
iowa,plymouth,Donald Trump,9680,39570
iowa,pocahontas,Donald Trump,2702,11595
iowa,polk,Hillary Clinton,119804,694665
iowa,pottawattamie,Donald Trump,24447,128040
iowa,poweshiek,Donald Trump,4946,29499
iowa,ringgold,Donald Trump,1824,8121
iowa,sac,Donald Trump,3703,15636
iowa,scott,Hillary Clinton,40440,258660
iowa,shelby,Donald Trump,4362,19110
iowa,sioux,Donald Trump,14785,54582
iowa,story,Hillary Clinton,25709,152001
iowa,tama,Donald Trump,4971,26256
iowa,taylor,Donald Trump,2111,9087
iowa,union,Donald Trump,3525,17496
iowa,van buren,Donald Trump,2527,10683
iowa,wapello,Donald Trump,8715,45447
iowa,warren,Donald Trump,14814,81900
iowa,washington,Donald Trump,6173,32787
iowa,wayne,Donald Trump,2069,8820
iowa,webster,Donald Trump,10056,52290
iowa,winnebago,Donald Trump,3447,17361
iowa,winneshiek,Donald Trump,5344,34086
iowa,woodbury,Donald Trump,24727,131154
iowa,worth,Donald Trump,2453,12771
iowa,wright,Donald Trump,3800,18078
kansas,allen,Donald Trump,3651,16362
kansas,anderson,Donald Trump,2435,10050
kansas,atchison,Donald Trump,4049,19725
kansas,barber,Donald Trump,1850,6756
kansas,barton,Donald Trump,7888,30807
kansas,bourbon,Donald Trump,4424,18279
kansas,brown,Donald Trump,2906,12108
kansas,butler,Donald Trump,19073,82971
kansas,chase,Donald Trump,969,4107
kansas,chautauqua,Donald Trump,1236,4443
kansas,cherokee,Donald Trump,6182,25860
kansas,cheyenne,Donald Trump,1173,4221
kansas,clark,Donald Trump,825,3015
kansas,clay,Donald Trump,2891,11460
kansas,cloud,Donald Trump,2919,11790
kansas,coffey,Donald Trump,3050,12204
kansas,comanche,Donald Trump,715,2601
kansas,cowley,Donald Trump,8270,37863
kansas,crawford,Donald Trump,8624,44673
kansas,decatur,Donald Trump,1210,4356
kansas,dickinson,Donald Trump,6029,24630
kansas,doniphan,Donald Trump,2606,10134
kansas,douglas,Hillary Clinton,31195,150261
kansas,edwards,Donald Trump,1037,3957
kansas,elk,Donald Trump,1048,3777
kansas,ellis,Donald Trump,8466,35841
kansas,ellsworth,Donald Trump,1969,8037
kansas,finney,Donald Trump,6350,30477
kansas,ford,Donald Trump,5114,23154
kansas,franklin,Donald Trump,7185,32895
kansas,geary,Donald Trump,4274,22512
kansas,gove,Donald Trump,1140,4029
kansas,graham,Donald Trump,1025,3852
kansas,grant,Donald Trump,1804,7167
kansas,gray,Donald Trump,1698,6198
kansas,greeley,Donald Trump,534,1950
kansas,greenwood,Donald Trump,2160,8520
kansas,hamilton,Donald Trump,705,2628
kansas,harper,Donald Trump,1996,7734
kansas,harvey,Donald Trump,8668,44748
kansas,haskell,Donald Trump,1040,4062
kansas,hodgeman,Donald Trump,855,3051
kansas,jackson,Donald Trump,3939,17454
kansas,jefferson,Donald Trump,5213,25011
kansas,jewell,Donald Trump,1223,4482
kansas,johnson,Donald Trump,137490,870270
kansas,kearny,Donald Trump,1075,3948
kansas,kingman,Donald Trump,2530,10002
kansas,kiowa,Donald Trump,900,3237
kansas,labette,Donald Trump,5335,24321
kansas,lane,Donald Trump,718,2613
kansas,leavenworth,Donald Trump,17638,90903
kansas,lincoln,Donald Trump,1179,4392
kansas,linn,Donald Trump,3484,13281
kansas,logan,Donald Trump,1132,4071
kansas,lyon,Donald Trump,6552,36864
kansas,marion,Donald Trump,4003,16872
kansas,marshall,Donald Trump,3307,14019
kansas,mcpherson,Donald Trump,8549,38226
kansas,meade,Donald Trump,1415,5160
kansas,miami,Donald Trump,10003,45066
kansas,mitchell,Donald Trump,2308,8826
kansas,montgomery,Donald Trump,8679,36012
kansas,morris,Donald Trump,1820,7872
kansas,morton,Donald Trump,995,3576
kansas,nemaha,Donald Trump,4124,15366
kansas,neosho,Donald Trump,4431,18942
kansas,ness,Donald Trump,1228,4362
kansas,norton,Donald Trump,1840,6702
kansas,osage,Donald Trump,4826,21138
kansas,osborne,Donald Trump,1460,5364
kansas,ottawa,Donald Trump,2283,8709
kansas,pawnee,Donald Trump,1904,7983
kansas,phillips,Donald Trump,2233,7992
kansas,pottawatomie,Donald Trump,7612,32079
kansas,pratt,Donald Trump,2838,11526
kansas,rawlins,Donald Trump,1220,4416
kansas,reno,Donald Trump,15513,72630
kansas,republic,Donald Trump,2024,7587
kansas,rice,Donald Trump,2837,11412
kansas,riley,Donald Trump,10107,64596
kansas,rooks,Donald Trump,2031,7257
kansas,rush,Donald Trump,1197,4509
kansas,russell,Donald Trump,2574,9579
kansas,saline,Donald Trump,13828,66192
kansas,scott,Donald Trump,1865,6606
kansas,sedgwick,Donald Trump,104353,566349
kansas,seward,Donald Trump,3159,15114
kansas,shawnee,Donald Trump,35934,226218
kansas,sheridan,Donald Trump,1197,4122
kansas,sherman,Donald Trump,2089,7836
kansas,smith,Donald Trump,1661,6126
kansas,stafford,Donald Trump,1490,5688
kansas,stanton,Donald Trump,492,1911
kansas,stevens,Donald Trump,1599,5673
kansas,sumner,Donald Trump,6984,29166
kansas,thomas,Donald Trump,2908,10728
kansas,trego,Donald Trump,1227,4446
kansas,wabaunsee,Donald Trump,2372,10140
kansas,wallace,Donald Trump,721,2394
kansas,washington,Donald Trump,2194,8295
kansas,wichita,Donald Trump,769,2868
kansas,wilson,Donald Trump,2788,10773
kansas,woodson,Donald Trump,1082,4329
kansas,wyandotte,Hillary Clinton,30146,146343
kentucky,adair,Donald Trump,6637,24699
kentucky,allen,Donald Trump,6466,24288
kentucky,anderson,Donald Trump,8242,34266
kentucky,ballard,Donald Trump,3161,12303
kentucky,barren,Donald Trump,13483,55464
kentucky,bath,Donald Trump,3082,13761
kentucky,bell,Donald Trump,7764,29154
kentucky,boone,Donald Trump,39082,172854
kentucky,bourbon,Donald Trump,5569,26409
kentucky,boyd,Donald Trump,13591,61362
kentucky,boyle,Donald Trump,8040,38838
kentucky,bracken,Donald Trump,2711,10581
kentucky,breathitt,Donald Trump,3991,17214
kentucky,breckinridge,Donald Trump,6484,26322
kentucky,bullitt,Donald Trump,26210,108207
kentucky,butler,Donald Trump,4428,16728
kentucky,caldwell,Donald Trump,4507,17925
kentucky,calloway,Donald Trump,10367,48147
kentucky,campbell,Donald Trump,25050,127530
kentucky,carlisle,Donald Trump,2094,7803
kentucky,carroll,Donald Trump,2588,11565
kentucky,carter,Donald Trump,7587,30834
kentucky,casey,Donald Trump,5482,19317
kentucky,christian,Donald Trump,14108,66249
kentucky,clark,Donald Trump,10710,48615
kentucky,clay,Donald Trump,5861,20301
kentucky,clinton,Donald Trump,3809,13386
kentucky,crittenden,Donald Trump,3290,12111
kentucky,cumberland,Donald Trump,2502,9198
kentucky,daviess,Donald Trump,28907,137421
kentucky,edmonson,Donald Trump,4135,15732
kentucky,elliott,Donald Trump,2000,8565
kentucky,estill,Donald Trump,4236,16635
kentucky,fayette,Hillary Clinton,69778,408945
kentucky,fleming,Donald Trump,4722,18780
kentucky,floyd,Donald Trump,11993,49620
kentucky,franklin,Donald Trump,11819,71595
kentucky,fulton,Donald Trump,1549,7146
kentucky,gallatin,Donald Trump,2443,10014
kentucky,garrard,Donald Trump,5904,22869
kentucky,grant,Donald Trump,7268,28677
kentucky,graves,Donald Trump,12671,49818
kentucky,grayson,Donald Trump,8219,31728
kentucky,green,Donald Trump,4372,15999
kentucky,greenup,Donald Trump,11546,48831
kentucky,hancock,Donald Trump,2788,12885
kentucky,hardin,Donald Trump,26971,129468
kentucky,harlan,Donald Trump,9129,32271
kentucky,harrison,Donald Trump,5435,23343
kentucky,hart,Donald Trump,5320,21792
kentucky,henderson,Donald Trump,12159,59130
kentucky,henry,Donald Trump,4944,21447
kentucky,hickman,Donald Trump,1657,6471
kentucky,hopkins,Donald Trump,15277,61035
kentucky,jackson,Donald Trump,4889,16503
kentucky,jefferson,Hillary Clinton,190836,1059297
kentucky,jessamine,Donald Trump,15474,69978
kentucky,johnson,Donald Trump,8043,28716
kentucky,kenton,Donald Trump,42958,215994
kentucky,knott,Donald Trump,4357,17289
kentucky,knox,Donald Trump,9885,36036
kentucky,larue,Donald Trump,4799,19101
kentucky,laurel,Donald Trump,20592,74499
kentucky,lawrence,Donald Trump,4816,18126
kentucky,lee,Donald Trump,2151,8001
kentucky,leslie,Donald Trump,4015,13476
kentucky,letcher,Donald Trump,7293,27402
kentucky,lewis,Donald Trump,4363,15894
kentucky,lincoln,Donald Trump,7338,28683
kentucky,livingston,Donald Trump,3570,13935
kentucky,logan,Donald Trump,7778,32697
kentucky,lyon,Donald Trump,2789,11886
kentucky,madison,Donald Trump,23431,112113
kentucky,magoffin,Donald Trump,3824,15348
kentucky,marion,Donald Trump,5122,24333
kentucky,marshall,Donald Trump,12322,50094
kentucky,martin,Donald Trump,3503,11859
kentucky,mason,Donald Trump,4944,21657
kentucky,mccracken,Donald Trump,20774,93921
kentucky,mccreary,Donald Trump,5012,17328
kentucky,mclean,Donald Trump,3381,13698
kentucky,meade,Donald Trump,8660,36693
kentucky,menifee,Donald Trump,2010,8337
kentucky,mercer,Donald Trump,7740,31755
kentucky,metcalfe,Donald Trump,3491,13860
kentucky,monroe,Donald Trump,4278,14973
kentucky,montgomery,Donald Trump,7856,34356
kentucky,morgan,Donald Trump,3628,14325
kentucky,muhlenberg,Donald Trump,9393,39180
kentucky,nelson,Donald Trump,13431,62406
kentucky,nicholas,Donald Trump,1957,8523
kentucky,ohio,Donald Trump,7942,31194
kentucky,oldham,Donald Trump,20469,98559
kentucky,owen,Donald Trump,3745,15003
kentucky,owsley,Donald Trump,1474,5277
kentucky,pendleton,Donald Trump,4604,18021
kentucky,perry,Donald Trump,8158,31716
kentucky,pike,Donald Trump,19747,73995
kentucky,powell,Donald Trump,3513,14871
kentucky,pulaski,Donald Trump,22902,84123
kentucky,robertson,Donald Trump,759,3039
kentucky,rockcastle,Donald Trump,5609,20073
kentucky,rowan,Donald Trump,5174,26544
kentucky,russell,Donald Trump,6863,24522
kentucky,scott,Donald Trump,15052,72600
kentucky,shelby,Donald Trump,13196,61740
kentucky,simpson,Donald Trump,5077,22593
kentucky,spencer,Donald Trump,7196,28545
kentucky,taylor,Donald Trump,8320,33918
kentucky,todd,Donald Trump,3612,14337
kentucky,trigg,Donald Trump,4931,20253
kentucky,trimble,Donald Trump,2771,11394
kentucky,union,Donald Trump,4701,18633
kentucky,warren,Donald Trump,28673,145362
kentucky,washington,Donald Trump,4013,16908
kentucky,wayne,Donald Trump,6371,23976
kentucky,webster,Donald Trump,4397,17415
kentucky,whitley,Donald Trump,11312,41322
kentucky,wolfe,Donald Trump,1804,7905
kentucky,woodford,Donald Trump,7697,40689
louisiana,acadia,Donald Trump,21162,82167
louisiana,allen,Donald Trump,6867,27735
louisiana,ascension,Donald Trump,36143,164034
louisiana,assumption,Donald Trump,6714,32712
louisiana,avoyelles,Donald Trump,11165,49758
louisiana,beauregard,Donald Trump,12238,45234
louisiana,bienville,Donald Trump,3756,21015
louisiana,bossier,Donald Trump,35474,149544
louisiana,caddo,Hillary Clinton,53483,317412
louisiana,calcasieu,Donald Trump,54191,251355
louisiana,caldwell,Donald Trump,3822,14076
louisiana,cameron,Donald Trump,3256,11076
louisiana,catahoula,Donald Trump,3479,14568
louisiana,claiborne,Donald Trump,3585,19263
louisiana,concordia,Donald Trump,5477,26616
louisiana,east baton rouge,Hillary Clinton,102828,589473
louisiana,east carroll,Hillary Clinton,1838,8817
louisiana,east feliciana,Donald Trump,5569,30126
louisiana,evangeline,Donald Trump,10360,44646
louisiana,franklin,Donald Trump,6514,27486
louisiana,grant,Donald Trump,7408,26463
louisiana,iberia,Donald Trump,20903,97362
louisiana,iberville,Hillary Clinton,8324,48129
louisiana,jackson,Donald Trump,5169,22392
louisiana,jefferson,Donald Trump,100398,544917
louisiana,lafayette,Donald Trump,68195,316809
louisiana,lafourche,Donald Trump,31959,124935
louisiana,lincoln,Donald Trump,10761,56007
louisiana,livingston,Donald Trump,48824,173190
louisiana,madison,Hillary Clinton,2744,14196
louisiana,morehouse,Donald Trump,6502,35556
louisiana,natchitoches,Donald Trump,8968,49863
louisiana,orleans,Hillary Clinton,133996,497436
louisiana,ouachita,Donald Trump,41734,204051
louisiana,plaquemines,Donald Trump,6900,31719
louisiana,pointe coupee,Donald Trump,6789,35283
louisiana,rapides,Donald Trump,36816,170532
louisiana,red river,Donald Trump,2391,13266
louisiana,richland,Donald Trump,6287,28791
louisiana,sabine,Donald Trump,7879,29361
louisiana,st. bernard,Donald Trump,10237,47445
louisiana,st. charles,Donald Trump,16621,78576
louisiana,st. helena,Hillary Clinton,3353,17892
louisiana,st. james,Hillary Clinton,6418,36255
louisiana,st. john the baptist,Hillary Clinton,12661,62229
louisiana,st. landry,Donald Trump,21971,119931
louisiana,st. martin,Donald Trump,16873,77250
louisiana,st. mary,Donald Trump,14359,68631
louisiana,st. tammany,Donald Trump,90915,373176
louisiana,tangipahoa,Donald Trump,33959,157248
louisiana,tensas,Hillary Clinton,1332,7644
louisiana,terrebonne,Donald Trump,31902,131688
louisiana,union,Donald Trump,7972,32682
louisiana,vermilion,Donald Trump,20063,76896
louisiana,vernon,Donald Trump,13471,49899
louisiana,washington,Donald Trump,12556,55884
louisiana,webster,Donald Trump,11542,54435
louisiana,west baton rouge,Donald Trump,6927,38136
louisiana,west carroll,Donald Trump,3970,14277
louisiana,west feliciana,Donald Trump,3390,17397
louisiana,winn,Donald Trump,4608,19116
maine,cumberland,Hillary Clinton,102981,515454
maine,franklin,Donald Trump,7918,49464
maine,hancock,Hillary Clinton,16117,96390
maine,knox,Hillary Clinton,12443,69441
maine,lincoln,Hillary Clinton,10241,64509
maine,oxford,Donald Trump,16210,93603
maine,penobscot,Donald Trump,41622,241620
maine,waldo,Hillary Clinton,10440,68121
maine,washington,Donald Trump,9093,49095
maine,york,Hillary Clinton,55844,342822
maryland,allegany,Donald Trump,21270,91962
maryland,anne arundel,Hillary Clinton,128419,810243
maryland,baltimore,Hillary Clinton,218412,1172046
maryland,baltimore city,Hillary Clinton,202673,718206
maryland,calvert,Donald Trump,26176,142224
maryland,caroline,Donald Trump,9368,42339
maryland,carroll,Donald Trump,58215,275544
maryland,cecil,Donald Trump,28868,135807
maryland,charles,Hillary Clinton,49341,234909
maryland,dorchester,Donald Trump,8413,45675
maryland,frederick,Donald Trump,59522,377031
maryland,garrett,Donald Trump,10776,42033
maryland,harford,Donald Trump,77860,401016
maryland,howard,Hillary Clinton,102597,486579
maryland,kent,Donald Trump,4876,30063
maryland,montgomery,Hillary Clinton,357837,1436619
maryland,prince george's,Hillary Clinton,344049,1171155
maryland,queen anne's,Donald Trump,16993,79569
maryland,somerset,Donald Trump,5341,29700
maryland,st. mary's,Donald Trump,28663,149526
maryland,talbot,Donald Trump,10724,61659
maryland,washington,Donald Trump,40998,197973
maryland,wicomico,Donald Trump,22198,127641
maryland,worcester,Donald Trump,17210,84819
massachusetts,barnstable,Hillary Clinton,72430,401586
massachusetts,essex,Hillary Clinton,222310,1139604
massachusetts,franklin,Hillary Clinton,24478,114531
massachusetts,hampden,Hillary Clinton,112590,609351
massachusetts,nantucket,Hillary Clinton,4146,19218
massachusetts,norfolk,Hillary Clinton,221819,1084686
massachusetts,plymouth,Hillary Clinton,135513,800589
massachusetts,worcester,Hillary Clinton,198778,1151115
michigan,alcona,Donald Trump,4201,18594
michigan,alger,Donald Trump,2585,13554
michigan,allegan,Donald Trump,34183,167358
michigan,alpena,Donald Trump,9090,44094
michigan,antrim,Donald Trump,8469,40746
michigan,arenac,Donald Trump,4950,23088
michigan,baraga,Donald Trump,2158,10470
michigan,barry,Donald Trump,19202,90987
michigan,bay,Donald Trump,28328,158931
michigan,benzie,Donald Trump,5539,30684
michigan,berrien,Donald Trump,38647,216093
michigan,branch,Donald Trump,11786,52989
michigan,calhoun,Donald Trump,31494,176706
michigan,cass,Donald Trump,14243,67785
michigan,charlevoix,Donald Trump,8674,43767
michigan,cheboygan,Donald Trump,8683,41016
michigan,chippewa,Donald Trump,9122,46368
michigan,clare,Donald Trump,8505,40167
michigan,clinton,Donald Trump,21636,121965
michigan,crawford,Donald Trump,4354,20532
michigan,delta,Donald Trump,11121,55476
michigan,dickinson,Donald Trump,8580,39495
michigan,eaton,Donald Trump,27609,168663
michigan,emmet,Donald Trump,10616,56406
michigan,genesee,Hillary Clinton,102751,588888
michigan,gladwin,Donald Trump,8124,37416
michigan,gogebic,Donald Trump,4018,21987
michigan,grand traverse,Donald Trump,27413,154767
michigan,gratiot,Donald Trump,9880,49395
michigan,hillsdale,Donald Trump,14095,59820
michigan,houghton,Donald Trump,8475,46872
michigan,huron,Donald Trump,10692,47751
michigan,ingham,Hillary Clinton,79110,393414
michigan,ionia,Donald Trump,16635,80562
michigan,iosco,Donald Trump,8345,40083
michigan,iron,Donald Trump,3675,17730
michigan,isabella,Donald Trump,12338,76176
michigan,jackson,Donald Trump,39793,209031
michigan,kalamazoo,Hillary Clinton,67148,378897
michigan,kalkaska,Donald Trump,6116,26499
michigan,kent,Donald Trump,148180,924552
michigan,keweenaw,Donald Trump,814,4302
michigan,lake,Donald Trump,3159,15984
michigan,lapeer,Donald Trump,30037,135549
michigan,leelanau,Donald Trump,7239,44271
michigan,lenawee,Donald Trump,26430,137817
michigan,livingston,Donald Trump,65680,317598
michigan,luce,Donald Trump,1756,7737
michigan,mackinac,Donald Trump,3744,18291
michigan,macomb,Donald Trump,224665,1257936
michigan,manistee,Donald Trump,6915,37797
michigan,marquette,Hillary Clinton,16042,98928
michigan,mason,Donald Trump,8505,44055
michigan,mecosta,Donald Trump,10305,51504
michigan,menominee,Donald Trump,6702,32304
michigan,midland,Donald Trump,23846,127518
michigan,missaukee,Donald Trump,5386,21951
michigan,monroe,Donald Trump,43261,222654
michigan,montcalm,Donald Trump,16907,79827
michigan,montmorency,Donald Trump,3498,15027
michigan,muskegon,Hillary Clinton,37304,234264
michigan,newaygo,Donald Trump,15173,67920
michigan,oakland,Hillary Clinton,343070,1993842
michigan,oceana,Donald Trump,7228,35790
michigan,ogemaw,Donald Trump,6827,31161
michigan,ontonagon,Donald Trump,2066,10278
michigan,osceola,Donald Trump,7336,31827
michigan,oscoda,Donald Trump,2843,12219
michigan,otsego,Donald Trump,8266,37614
michigan,ottawa,Donald Trump,88467,428202
michigan,presque isle,Donald Trump,4488,21654
michigan,roscommon,Donald Trump,8141,39123
michigan,saginaw,Donald Trump,45469,282960
michigan,sanilac,Donald Trump,13446,57747
michigan,schoolcraft,Donald Trump,2556,12462
michigan,shiawassee,Donald Trump,19230,102333
michigan,st. clair,Donald Trump,49051,234009
michigan,st. joseph,Donald Trump,14884,71271
michigan,tuscola,Donald Trump,17102,77388
michigan,van buren,Donald Trump,17890,99822
michigan,washtenaw,Hillary Clinton,128483,565734
michigan,wayne,Hillary Clinton,519444,2333514
michigan,wexford,Donald Trump,10000,45894
minnesota,aitkin,Donald Trump,5516,27693
minnesota,anoka,Donald Trump,93339,557274
minnesota,becker,Donald Trump,10880,51666
minnesota,beltrami,Donald Trump,10783,64692
minnesota,benton,Donald Trump,12872,60174
minnesota,big stone,Donald Trump,1608,8265
minnesota,blue earth,Donald Trump,15667,100779
minnesota,brown,Donald Trump,8708,41337
minnesota,carlton,Hillary Clinton,8460,54633
minnesota,carver,Donald Trump,29056,167088
minnesota,cass,Donald Trump,9982,47997
minnesota,chippewa,Donald Trump,3764,18666
minnesota,chisago,Donald Trump,18441,90684
minnesota,clay,Donald Trump,13543,88194
minnesota,clearwater,Donald Trump,2925,12735
minnesota,cook,Hillary Clinton,1912,10185
minnesota,cottonwood,Donald Trump,3679,17163
minnesota,crow wing,Donald Trump,22287,107526
minnesota,dakota,Hillary Clinton,110483,694320
minnesota,dodge,Donald Trump,6527,31962
minnesota,douglas,Donald Trump,13966,65355
minnesota,faribault,Donald Trump,4659,22236
minnesota,fillmore,Donald Trump,6271,33165
minnesota,freeborn,Donald Trump,8808,48153
minnesota,goodhue,Donald Trump,14041,77151
minnesota,grant,Donald Trump,2063,10419
minnesota,hennepin,Hillary Clinton,429288,2039931
minnesota,houston,Donald Trump,5616,31812
minnesota,hubbard,Donald Trump,7261,34515
minnesota,isanti,Donald Trump,13635,63048
minnesota,itasca,Donald Trump,12920,71640
minnesota,jackson,Donald Trump,3609,16452
minnesota,kanabec,Donald Trump,5230,24531
minnesota,kandiyohi,Donald Trump,12785,65316
minnesota,kittson,Donald Trump,1349,7155
minnesota,koochiching,Donald Trump,3569,19089
minnesota,lac qui parle,Donald Trump,2293,11580
minnesota,lake,Hillary Clinton,3077,19563
minnesota,lake of the woods,Donald Trump,1540,6726
minnesota,le sueur,Donald Trump,9182,44913
minnesota,lincoln,Donald Trump,1931,9057
minnesota,lyon,Donald Trump,7256,36645
minnesota,mahnomen,Donald Trump,991,6264
minnesota,marshall,Donald Trump,3208,14451
minnesota,martin,Donald Trump,7062,31593
minnesota,mcleod,Donald Trump,12155,56421
minnesota,meeker,Donald Trump,8104,36846
minnesota,mille lacs,Donald Trump,8340,39051
minnesota,morrison,Donald Trump,12925,52842
minnesota,mower,Donald Trump,8823,53145
minnesota,murray,Donald Trump,2974,14004
minnesota,nicollet,Donald Trump,8437,54291
minnesota,nobles,Donald Trump,5299,25896
minnesota,norman,Donald Trump,1699,9783
minnesota,olmsted,Hillary Clinton,36268,240387
minnesota,otter tail,Donald Trump,20939,97500
minnesota,pennington,Donald Trump,4000,20145
minnesota,pine,Donald Trump,8191,41433
minnesota,pipestone,Donald Trump,3338,14424
minnesota,polk,Donald Trump,8979,44388
minnesota,pope,Donald Trump,3793,18957
minnesota,ramsey,Hillary Clinton,177738,819429
minnesota,red lake,Donald Trump,1141,5643
minnesota,redwood,Donald Trump,5137,22833
minnesota,renville,Donald Trump,4890,22818
minnesota,rice,Donald Trump,15429,97329
minnesota,rock,Donald Trump,3091,14517
minnesota,roseau,Donald Trump,5451,23412
minnesota,scott,Donald Trump,39948,225087
minnesota,sherburne,Donald Trump,31053,144849
minnesota,sibley,Donald Trump,5193,23322
minnesota,stearns,Donald Trump,47617,238776
minnesota,steele,Donald Trump,11198,57537
minnesota,stevens,Donald Trump,2799,16194
minnesota,swift,Donald Trump,2963,14982
minnesota,todd,Donald Trump,8485,35979
minnesota,traverse,Donald Trump,1049,5394
minnesota,wabasha,Donald Trump,6989,35496
minnesota,wadena,Donald Trump,4837,20802
minnesota,waseca,Donald Trump,5967,28959
minnesota,washington,Hillary Clinton,67086,432705
minnesota,watonwan,Donald Trump,2768,14994
minnesota,wilkin,Donald Trump,2129,9906
minnesota,winona,Donald Trump,12122,78222
minnesota,wright,Donald Trump,43274,208854
minnesota,yellow medicine,Donald Trump,3382,15828
mississippi,adams,Hillary Clinton,7757,41508
mississippi,alcorn,Donald Trump,11819,44349
mississippi,amite,Donald Trump,4289,21150
mississippi,attala,Donald Trump,4897,24768
mississippi,benton,Donald Trump,2251,12039
mississippi,bolivar,Hillary Clinton,9046,41472
mississippi,calhoun,Donald Trump,4390,19188
mississippi,carroll,Donald Trump,3799,16584
mississippi,chickasaw,Donald Trump,4127,23670
mississippi,choctaw,Donald Trump,2788,12195
mississippi,claiborne,Hillary Clinton,3708,12816
mississippi,clarke,Donald Trump,5137,23373
mississippi,clay,Hillary Clinton,5722,30009
mississippi,coahoma,Hillary Clinton,6378,26736
mississippi,copiah,Hillary Clinton,6741,38946
mississippi,covington,Donald Trump,5435,26433
mississippi,desoto,Donald Trump,43089,197085
mississippi,forrest,Donald Trump,15461,84192
mississippi,franklin,Donald Trump,2721,12870
mississippi,george,Donald Trump,8696,29673
mississippi,greene,Donald Trump,4335,16107
mississippi,grenada,Donald Trump,5970,31539
mississippi,hancock,Donald Trump,13811,52911
mississippi,harrison,Donald Trump,40354,189939
mississippi,hinds,Hillary Clinton,67594,284043
mississippi,holmes,Hillary Clinton,6689,24228
mississippi,humphreys,Hillary Clinton,3071,12759
mississippi,issaquena,Hillary Clinton,395,2097
mississippi,itawamba,Donald Trump,8470,29211
mississippi,jackson,Donald Trump,33629,148701
mississippi,jasper,Hillary Clinton,4368,25425
mississippi,jefferson,Hillary Clinton,3337,11580
mississippi,jones,Donald Trump,20133,85056
mississippi,kemper,Hillary Clinton,2827,13917
mississippi,lafayette,Donald Trump,10872,58929
mississippi,lamar,Donald Trump,18751,73776
mississippi,lauderdale,Donald Trump,17741,88518
mississippi,lawrence,Donald Trump,4091,19092
mississippi,leake,Donald Trump,4782,25347
mississippi,lee,Donald Trump,22220,98739
mississippi,leflore,Hillary Clinton,7787,33420
mississippi,lincoln,Donald Trump,10550,45579
mississippi,lowndes,Donald Trump,13271,76725
mississippi,madison,Donald Trump,28265,149406
mississippi,marion,Donald Trump,7836,35079
mississippi,marshall,Hillary Clinton,8023,44517
mississippi,monroe,Donald Trump,10167,47652
mississippi,montgomery,Donald Trump,2818,14988
mississippi,neshoba,Donald Trump,7679,31659
mississippi,newton,Donald Trump,6548,28314
mississippi,noxubee,Hillary Clinton,4347,16722
mississippi,oktibbeha,Hillary Clinton,8859,54372
mississippi,panola,Donald Trump,7449,45192
mississippi,pearl river,Donald Trump,17782,65649
mississippi,perry,Donald Trump,4135,16296
mississippi,pike,Hillary Clinton,8043,48930
mississippi,pontotoc,Donald Trump,10336,38952
mississippi,prentiss,Donald Trump,7648,29616
mississippi,quitman,Hillary Clinton,2312,10095
mississippi,rankin,Donald Trump,47178,188304
mississippi,scott,Donald Trump,6122,31566
mississippi,sharkey,Hillary Clinton,1479,6570
mississippi,simpson,Donald Trump,7393,34257
mississippi,smith,Donald Trump,5928,22881
mississippi,stone,Donald Trump,5306,21135
mississippi,sunflower,Hillary Clinton,6725,28794
mississippi,tallahatchie,Hillary Clinton,3337,17610
mississippi,tate,Donald Trump,7495,34881
mississippi,tippah,Donald Trump,7240,27705
mississippi,tishomingo,Donald Trump,7166,25113
mississippi,tunica,Hillary Clinton,2667,10701
mississippi,union,Donald Trump,9235,34488
mississippi,walthall,Donald Trump,4056,20757
mississippi,warren,Donald Trump,9767,58248
mississippi,washington,Hillary Clinton,11380,50475
mississippi,wayne,Donald Trump,5990,28797
mississippi,webster,Donald Trump,3976,15207
mississippi,wilkinson,Hillary Clinton,2857,12654
mississippi,winston,Donald Trump,4910,26643
mississippi,yalobusha,Donald Trump,3376,18231
mississippi,yazoo,Hillary Clinton,5369,30210
missouri,adair,Donald Trump,6030,30678
missouri,andrew,Donald Trump,6665,27420
missouri,atchison,Donald Trump,2060,8172
missouri,audrain,Donald Trump,6981,30183
missouri,barry,Donald Trump,11428,43815
missouri,barton,Donald Trump,4959,17817
missouri,bates,Donald Trump,6001,24069
missouri,benton,Donald Trump,7213,27936
missouri,bollinger,Donald Trump,4827,17028
missouri,boone,Hillary Clinton,41125,251604
missouri,buchanan,Donald Trump,21320,106977
missouri,butler,Donald Trump,13650,51777
missouri,caldwell,Donald Trump,3232,12936
missouri,callaway,Donald Trump,13057,57579
missouri,camden,Donald Trump,16944,67542
missouri,cape girardeau,Donald Trump,27017,111114
missouri,carroll,Donald Trump,3480,13083
missouri,carter,Donald Trump,2324,8532
missouri,cass,Donald Trump,33098,152970
missouri,cedar,Donald Trump,5021,18864
missouri,chariton,Donald Trump,2950,11907
missouri,christian,Donald Trump,30946,124593
missouri,clark,Donald Trump,2458,9645
missouri,clay,Donald Trump,57476,330528
missouri,clinton,Donald Trump,7067,30624
missouri,cole,Donald Trump,24616,112122
missouri,cooper,Donald Trump,5624,23958
missouri,crawford,Donald Trump,7724,29088
