County,Margin,2016 margin,Est. votes reported,Total votes,Absentee
New Castle,Biden +37,D+29.4,100%,"287,633",
Sussex,Trump +11,R+21.9,100%,"129,352",
Kent,Biden +4,R+4.9,100%,"87,025",
