state,county,candidate,total votes,turnout rate
georgia,telfair,Donald Trump,4334,0.27326607818411097
georgia,terrell,Joe Biden,4416,0.5176415426093073
georgia,thomas,Donald Trump,21872,0.49204742300510673
georgia,tift,Donald Trump,16279,0.40052652298002167
georgia,toombs,Donald Trump,10914,0.40678345136041744
georgia,towns,Donald Trump,7979,0.6628728088394118
georgia,treutlen,Donald Trump,3077,0.4458774090711491
georgia,troup,Donald Trump,30047,0.4297216898830125
georgia,turner,Donald Trump,3791,0.47476518472135254
georgia,twiggs,Donald Trump,4444,0.5472906403940887
georgia,union,Donald Trump,15558,0.6347354249112643
georgia,upson,Donald Trump,12905,0.4903115501519757
georgia,walker,Donald Trump,29354,0.4207795186422213
georgia,walton,Donald Trump,51093,0.5401351051346294
georgia,ware,Donald Trump,14189,0.39707281580567527
georgia,warren,Joe Biden,2650,0.5043776170536733
georgia,washington,Joe Biden,9477,0.46515166388534407
georgia,wayne,Donald Trump,12779,0.4270057139038327
georgia,webster,Donald Trump,1391,0.5335634829305715
georgia,wheeler,Donald Trump,2285,0.29089751750477405
georgia,white,Donald Trump,14816,0.481070199363595
georgia,whitfield,Donald Trump,36766,0.3513973314982605
georgia,wilcox,Donald Trump,3279,0.37973364215402433
georgia,wilkes,Donald Trump,5030,0.5144727421499438
georgia,wilkinson,Donald Trump,4770,0.5327228054500782
georgia,worth,Donald Trump,9285,0.45858645725292635
hawaii,hawaii,Joe Biden,87814,0.4357733744224938
hawaii,honolulu,Joe Biden,382114,0.3920875305136764
hawaii,kauai,Joe Biden,33497,0.46335053186338926
hawaii,maui,Joe Biden,71044,0.424353560271657
idaho,ada,Donald Trump,259700,0.5392587424494432
idaho,adams,Donald Trump,2586,0.6022356776897997
idaho,bannock,Donald Trump,39587,0.4508359147230321
idaho,bear lake,Donald Trump,3316,0.5413877551020408
idaho,benewah,Donald Trump,4975,0.5350613035061303
idaho,bingham,Donald Trump,19996,0.42716455533955694
idaho,blaine,Joe Biden,13288,0.5772121106815516
idaho,boise,Donald Trump,4822,0.6157578853275444
idaho,bonner,Donald Trump,27352,0.598001705328057
idaho,bonneville,Donald Trump,54034,0.45383077724210913
idaho,boundary,Donald Trump,6317,0.5158840342997142
idaho,butte,Donald Trump,1415,0.5448594532152483
idaho,camas,Donald Trump,754,0.6817359855334539
idaho,canyon,Donald Trump,90457,0.3935496782670362
idaho,caribou,Donald Trump,3416,0.4774283717679944
idaho,cassia,Donald Trump,9632,0.4008322929671244
idaho,clark,Donald Trump,311,0.3680473372781065
idaho,clearwater,Donald Trump,4419,0.504682503426222
idaho,custer,Donald Trump,2739,0.6347624565469293
idaho,elmore,Donald Trump,10213,0.37123332485187743
idaho,franklin,Donald Trump,6664,0.4802536754107812
idaho,fremont,Donald Trump,6721,0.5130926024887396
idaho,gem,Donald Trump,9960,0.5499116607773852
idaho,gooding,Donald Trump,6052,0.3987087423413927
idaho,jefferson,Donald Trump,14180,0.4747079106826019
idaho,jerome,Donald Trump,7815,0.3201294445354744
idaho,kootenai,Donald Trump,89511,0.5402089355872466
idaho,latah,Joe Biden,20610,0.513862571058143
idaho,lemhi,Donald Trump,4739,0.5903824592001993
idaho,lewis,Donald Trump,1870,0.48723293381969773
idaho,lincoln,Donald Trump,1941,0.36172195303764443
idaho,madison,Donald Trump,17137,0.4294234094269176
idaho,minidoka,Donald Trump,7993,0.3799134939873568
idaho,nez perce,Donald Trump,20985,0.5193278558701248
idaho,oneida,Donald Trump,2452,0.5411608916354006
idaho,owyhee,Donald Trump,4743,0.4011672164425273
idaho,payette,Donald Trump,11293,0.47150432132270054
idaho,power,Donald Trump,3076,0.40046868897279
idaho,shoshone,Donald Trump,6049,0.4695699425555038
idaho,teton,Joe Biden,6362,0.5239663976280678
idaho,twin falls,Donald Trump,36512,0.4202675015539032
idaho,valley,Donald Trump,7063,0.6199964887640449
idaho,washington,Donald Trump,5346,0.5244261330194232
illinois,adams,Donald Trump,33527,0.5123710552456636
illinois,alexander,Donald Trump,2618,0.45443499392466585
illinois,bond,Donald Trump,8145,0.4958602215999026
illinois,boone,Donald Trump,24979,0.4665135215897206
illinois,brown,Donald Trump,2521,0.3832471875950137
illinois,bureau,Donald Trump,17434,0.5343263454701483
illinois,calhoun,Donald Trump,2772,0.5849335302806499
illinois,carroll,Donald Trump,8024,0.5609227542817197
illinois,cass,Donald Trump,5317,0.43772124804478474
illinois,champaign,Joe Biden,95142,0.4537290940392677
illinois,christian,Donald Trump,16204,0.5016097077761268
illinois,clark,Donald Trump,8356,0.5411566608380286
illinois,clay,Donald Trump,6886,0.5222997572815534
illinois,clinton,Donald Trump,19170,0.5103562110643736
illinois,coles,Donald Trump,22606,0.44657355642915
illinois,cook,Joe Biden,2325405,0.4515145237118398
illinois,crawford,Donald Trump,9425,0.504901698183961
illinois,cumberland,Donald Trump,5832,0.5417053687534832
illinois,dekalb,Joe Biden,47825,0.4559234296500377
illinois,douglas,Donald Trump,8738,0.4489082969432314
illinois,dupage,Joe Biden,485104,0.5256181189939334
illinois,edgar,Donald Trump,8196,0.4775945457723909
illinois,edwards,Donald Trump,3366,0.5263487099296326
illinois,effingham,Donald Trump,19049,0.5601329099035521
illinois,fayette,Donald Trump,10056,0.47131608548931386
illinois,ford,Donald Trump,6953,0.536455520407376
illinois,franklin,Donald Trump,18626,0.48418206867867636
illinois,fulton,Donald Trump,16678,0.4856726849155504
illinois,gallatin,Donald Trump,2674,0.5538525269262634
illinois,greene,Donald Trump,6227,0.4801449610609916
illinois,grundy,Donald Trump,26691,0.5227993888823599
illinois,hamilton,Donald Trump,4315,0.5316658452439625
illinois,hancock,Donald Trump,9383,0.5298735035012424
illinois,hardin,Donald Trump,2162,0.565820465846637
illinois,henderson,Donald Trump,3647,0.5487511284983448
illinois,henry,Donald Trump,25635,0.5240937991944882
illinois,iroquois,Donald Trump,14025,0.5172604558530648
illinois,jackson,Joe Biden,22643,0.39899559471365637
illinois,jasper,Donald Trump,5576,0.5802289281997919
illinois,jefferson,Donald Trump,17404,0.4618405689417259
illinois,jersey,Donald Trump,11937,0.5482478298810454
illinois,johnson,Donald Trump,6437,0.5184021905452203
illinois,kane,Joe Biden,231876,0.4355272227992705
illinois,kankakee,Donald Trump,49902,0.45422439059911524
illinois,kendall,Joe Biden,63974,0.4959609272036592
illinois,knox,Donald Trump,23143,0.4656632930240045
illinois,lake,Joe Biden,334177,0.4797705786500319
illinois,lasalle,Donald Trump,53591,0.4931581223716055
illinois,lawrence,Donald Trump,6411,0.40891695369307307
illinois,lee,Donald Trump,16397,0.48090685124354765
illinois,livingston,Donald Trump,17174,0.481766157989228
illinois,logan,Donald Trump,13294,0.4645328115172269
illinois,macon,Donald Trump,49390,0.4748627522618235
illinois,macoupin,Donald Trump,24022,0.5347015091483773
illinois,madison,Donald Trump,137139,0.5215084839865229
illinois,marion,Donald Trump,17458,0.46923800564440266
illinois,marshall,Donald Trump,6334,0.5537681412834412
illinois,mason,Donald Trump,6766,0.5064750355565536
illinois,massac,Donald Trump,6813,0.4946993900668022
illinois,mcdonough,Donald Trump,12285,0.41388720436628257
illinois,mchenry,Donald Trump,163879,0.5324653804414928
illinois,mclean,Joe Biden,87002,0.5072500102030703
illinois,menard,Donald Trump,6928,0.5680551000327977
illinois,mercer,Donald Trump,8893,0.576083435900758
illinois,monroe,Donald Trump,21148,0.6105609608222421
illinois,montgomery,Donald Trump,13727,0.4831069191243753
illinois,morgan,Donald Trump,15309,0.4548398597658803
illinois,moultrie,Donald Trump,6744,0.46507137438797325
illinois,ogle,Donald Trump,26272,0.5187686353494066
illinois,peoria,Joe Biden,83973,0.4686542507771558
illinois,perry,Donald Trump,10053,0.4806368330464716
illinois,piatt,Donald Trump,9822,0.6009544787077826
illinois,pike,Donald Trump,7949,0.5108283529336161
illinois,pope,Donald Trump,2175,0.5207086425664352
illinois,pulaski,Donald Trump,2624,0.491846298031865
illinois,putnam,Donald Trump,3390,0.5906952430737062
illinois,randolph,Donald Trump,14891,0.46853564910955886
illinois,richland,Donald Trump,8063,0.5197576226390769
illinois,rock island,Joe Biden,66758,0.4705277031836988
illinois,saline,Donald Trump,11066,0.4710740283512835
illinois,sangamon,Donald Trump,104752,0.5380948467165283
illinois,schuyler,Donald Trump,3906,0.5771276595744681
illinois,scott,Donald Trump,2737,0.5528176126035145
illinois,shelby,Donald Trump,12097,0.5591661273920681
illinois,st. clair,Joe Biden,128091,0.4932533906333033
illinois,stark,Donald Trump,2883,0.5396855110445526
illinois,stephenson,Donald Trump,22048,0.4954829430536204
illinois,tazewell,Donald Trump,69052,0.5239030978050575
illinois,union,Donald Trump,8886,0.5335975499909926
illinois,vermilion,Donald Trump,31584,0.41690646532379416
illinois,wabash,Donald Trump,5593,0.48550347222222223
illinois,warren,Donald Trump,7909,0.4695440512942294
illinois,washington,Donald Trump,7902,0.5690213869086196
illinois,wayne,Donald Trump,8486,0.5233425840271354
illinois,white,Donald Trump,7421,0.5482012262687449
illinois,whiteside,Donald Trump,27375,0.49614861803352966
illinois,will,Joe Biden,345105,0.4996141835675497
illinois,williamson,Donald Trump,33653,0.5053230626004175
illinois,winnebago,Joe Biden,127709,0.451952068853248
illinois,woodford,Donald Trump,21432,0.5572687797394628
indiana,adams,Donald Trump,14209,0.39715459652849594
indiana,allen,Donald Trump,169082,0.4457749690877118
indiana,bartholomew,Donald Trump,36235,0.4325069528163382
indiana,benton,Donald Trump,4114,0.4702789208962048
indiana,blackford,Donald Trump,5350,0.45500935533253956
indiana,boone,Donald Trump,38520,0.5677814955116961
indiana,brown,Donald Trump,8981,0.5950834879406308
indiana,carroll,Donald Trump,9495,0.4687268598509157
indiana,cass,Donald Trump,15198,0.40324763193504737
indiana,clark,Donald Trump,57869,0.4891633277543913
indiana,clay,Donald Trump,12267,0.46775977121067686
indiana,clinton,Donald Trump,12949,0.39967282940831506
indiana,crawford,Donald Trump,4944,0.467429327786707
indiana,daviess,Donald Trump,11954,0.358430032082996
indiana,dearborn,Donald Trump,25383,0.5132233410166201
indiana,decatur,Donald Trump,12287,0.4626303701193569
indiana,dekalb,Donald Trump,19628,0.451477860839563
indiana,delaware,Donald Trump,48191,0.42222806325842205
indiana,dubois,Donald Trump,21770,0.5094065892923999
indiana,elkhart,Donald Trump,74387,0.36050518316766905
indiana,fayette,Donald Trump,10136,0.4387498917842611
indiana,floyd,Donald Trump,41802,0.5323603576067854
indiana,fountain,Donald Trump,7986,0.48855989232839836
indiana,franklin,Donald Trump,12000,0.5272871078302136
indiana,fulton,Donald Trump,9147,0.45794532892760587
indiana,gibson,Donald Trump,16161,0.4801390415639205
indiana,grant,Donald Trump,27159,0.4129453085800301
indiana,greene,Donald Trump,14784,0.4631288766368022
indiana,hamilton,Donald Trump,193999,0.5739428598477564
indiana,hancock,Donald Trump,42911,0.5489586531573022
indiana,harrison,Donald Trump,20236,0.4994693323460447
indiana,hendricks,Donald Trump,88505,0.5196669622044378
indiana,henry,Donald Trump,21030,0.4383807220878846
indiana,howard,Donald Trump,40630,0.4922223299088971
indiana,huntington,Donald Trump,17829,0.48819824753559693
indiana,jackson,Donald Trump,19238,0.43494381768442947
indiana,jasper,Donald Trump,15475,0.4610869435671295
indiana,jay,Donald Trump,8461,0.4140242708944999
indiana,jefferson,Donald Trump,14697,0.45490281044942427
indiana,jennings,Donald Trump,12251,0.44171624301424195
indiana,johnson,Donald Trump,77618,0.4907344768504176
indiana,knox,Donald Trump,16011,0.43753074274471226
indiana,kosciusko,Donald Trump,35787,0.4504002215062424
indiana,lagrange,Donald Trump,10633,0.2684152067450901
indiana,lake,Joe Biden,219956,0.4530569956724402
indiana,laporte,Donald Trump,49392,0.44947582993593477
indiana,lawrence,Donald Trump,21025,0.4634119462199691
indiana,madison,Donald Trump,51793,0.39973296081624465
indiana,marion,Joe Biden,389619,0.4039252235683436
indiana,marshall,Donald Trump,19927,0.4307795408361797
indiana,martin,Donald Trump,5144,0.5016089712335446
indiana,miami,Donald Trump,14473,0.4075064759544994
indiana,monroe,Joe Biden,63151,0.42545694632522857
indiana,montgomery,Donald Trump,17198,0.4485888674422244
indiana,morgan,Donald Trump,36159,0.5129736554639731
indiana,newton,Donald Trump,6591,0.47132437070938216
indiana,noble,Donald Trump,19190,0.4019353217158177
indiana,ohio,Donald Trump,3164,0.5385531914893616
indiana,orange,Donald Trump,8832,0.4495571617632088
indiana,owen,Donald Trump,9904,0.4761767392663109
indiana,parke,Donald Trump,7013,0.41406388380468795
indiana,perry,Donald Trump,8722,0.45500547759403204
indiana,pike,Donald Trump,6220,0.5020582775042376
indiana,porter,Donald Trump,86509,0.5077146998925987
indiana,posey,Donald Trump,13236,0.5205490226924135
indiana,pulaski,Donald Trump,5806,0.470007285679592
indiana,putnam,Donald Trump,16597,0.4416915052160954
indiana,randolph,Donald Trump,11070,0.44881410906142305
indiana,ripley,Donald Trump,14271,0.5038483265075554
indiana,rush,Donald Trump,7932,0.4783788673783246
indiana,scott,Donald Trump,10167,0.42587860763205293
indiana,shelby,Donald Trump,19991,0.4469359923092401
indiana,spencer,Donald Trump,10769,0.5310943433446762
indiana,st. joseph,Joe Biden,115238,0.42394031476017746
indiana,starke,Donald Trump,10290,0.4474885844748858
indiana,steuben,Donald Trump,16162,0.4671908423426028
indiana,sullivan,Donald Trump,8994,0.43514441917847985
indiana,switzerland,Donald Trump,4154,0.38638266207794625
indiana,tippecanoe,Joe Biden,71448,0.3650297345349764
indiana,tipton,Donald Trump,8116,0.5357803010298389
indiana,union,Donald Trump,3483,0.49376240430961155
indiana,vanderburgh,Donald Trump,77662,0.42800535681809415
indiana,vermillion,Donald Trump,7481,0.4827074461220803
indiana,vigo,Donald Trump,43594,0.40727592070105945
indiana,wabash,Donald Trump,14573,0.4701574396696348
indiana,warren,Donald Trump,4472,0.5410768300060496
indiana,warrick,Donald Trump,33829,0.5369853011206704
indiana,washington,Donald Trump,12139,0.4329790269653303
indiana,wayne,Donald Trump,27679,0.42011717564203754
indiana,wells,Donald Trump,14050,0.49653661294882667
indiana,white,Donald Trump,11166,0.46328105551406523
indiana,whitley,Donald Trump,17556,0.5169002473206925
iowa,adair,Donald Trump,4177,0.5840324384787472
iowa,adams,Donald Trump,2160,0.5996668517490283
iowa,allamakee,Donald Trump,7422,0.5422663841601519
iowa,appanoose,Donald Trump,6516,0.5243843553838725
iowa,audubon,Donald Trump,3420,0.6222707423580786
iowa,benton,Donald Trump,14642,0.5709495028270618
iowa,black hawk,Joe Biden,66593,0.5074602981071112
iowa,boone,Donald Trump,15340,0.5847373637264618
iowa,bremer,Donald Trump,14546,0.5804006064958902
iowa,buchanan,Donald Trump,10774,0.5088075560802834
iowa,buena vista,Donald Trump,8167,0.41625891946992866
iowa,butler,Donald Trump,8098,0.5608421635847358
iowa,calhoun,Donald Trump,5258,0.5438560198593297
iowa,carroll,Donald Trump,11335,0.5621125712868832
iowa,cass,Donald Trump,7276,0.5668432533499532
iowa,cedar,Donald Trump,10703,0.5745960165351371
iowa,cerro gordo,Donald Trump,23801,0.5606831566548881
iowa,cherokee,Donald Trump,6518,0.5801513128615933
iowa,chickasaw,Donald Trump,6631,0.55568591301433
iowa,clarke,Donald Trump,4670,0.4970729111229377
iowa,clay,Donald Trump,8969,0.5600024975024975
iowa,clayton,Donald Trump,9594,0.5466978175394609
iowa,clinton,Donald Trump,24687,0.5317150918606905
iowa,crawford,Donald Trump,7154,0.4253269916765755
iowa,dallas,Donald Trump,56022,0.5994671118102147
iowa,davis,Donald Trump,4102,0.4557777777777778
iowa,decatur,Donald Trump,3804,0.4833545108005083
iowa,delaware,Donald Trump,10003,0.588031273881606
iowa,des moines,Donald Trump,19956,0.5121256447763493
iowa,dickinson,Donald Trump,11244,0.6515239309305829
iowa,dubuque,Donald Trump,53926,0.5541614000472711
iowa,emmet,Donald Trump,4853,0.5270417028670721
iowa,fayette,Donald Trump,10186,0.5183715012722646
iowa,floyd,Donald Trump,8032,0.5134893236159059
iowa,franklin,Donald Trump,5130,0.5094339622641509
iowa,fremont,Donald Trump,3857,0.5541666666666667
iowa,greene,Donald Trump,5057,0.568969396939694
iowa,grundy,Donald Trump,7276,0.5948332243296272
iowa,guthrie,Donald Trump,6371,0.596033305267097
iowa,hamilton,Donald Trump,7943,0.5376700737832533
iowa,hancock,Donald Trump,6172,0.580620884289746
iowa,hardin,Donald Trump,8989,0.5335984803514188
iowa,harrison,Donald Trump,8155,0.580468360737419
iowa,henry,Donald Trump,9982,0.5002505763255488
iowa,howard,Donald Trump,4958,0.5413845817864162
iowa,humboldt,Donald Trump,5327,0.5573341703285206
iowa,ida,Donald Trump,3849,0.5610787172011662
iowa,iowa,Donald Trump,9742,0.601952545724172
iowa,jackson,Donald Trump,11135,0.5728175317660373
iowa,jasper,Donald Trump,20184,0.5427995159338443
iowa,jefferson,Donald Trump,8959,0.4896966384257994
iowa,johnson,Joe Biden,83851,0.5547902606854572
iowa,jones,Donald Trump,10989,0.5313572844640008
iowa,keokuk,Donald Trump,5303,0.517567831348819
iowa,kossuth,Donald Trump,9090,0.6136501721460879
iowa,lee,Donald Trump,16734,0.4971922631250557
iowa,linn,Joe Biden,127458,0.5622171446719539
iowa,louisa,Donald Trump,5332,0.48318985047575896
iowa,lucas,Donald Trump,4630,0.5383720930232558
iowa,lyon,Donald Trump,6863,0.5838366652488303
iowa,madison,Donald Trump,9824,0.601297588444118
iowa,mahaska,Donald Trump,11404,0.5161348721430188
iowa,marion,Donald Trump,19232,0.5783538327368959
iowa,marshall,Donald Trump,18136,0.4606670222764104
iowa,mills,Donald Trump,8268,0.5472235091667218
iowa,mitchell,Donald Trump,5822,0.5499716606839221
iowa,monona,Donald Trump,4728,0.5488102147417295
iowa,monroe,Donald Trump,4088,0.5304268846503178
iowa,montgomery,Donald Trump,5327,0.5371584148431986
iowa,muscatine,Donald Trump,20671,0.48450684417776113
iowa,o'brien,Donald Trump,7551,0.5490438449792773
iowa,osceola,Donald Trump,3328,0.5585767035918093
iowa,page,Donald Trump,7528,0.4983120407757993
iowa,palo alto,Donald Trump,4958,0.557956335809138
iowa,plymouth,Donald Trump,14188,0.5635302061405251
iowa,pocahontas,Donald Trump,3823,0.5775796948179484
iowa,polk,Joe Biden,258755,0.5278979763791897
iowa,pottawattamie,Donald Trump,45744,0.49078385511662337
iowa,poweshiek,Donald Trump,10140,0.5479896238651103
iowa,ringgold,Donald Trump,2714,0.5545565999182672
iowa,sac,Donald Trump,5535,0.5693858656516819
iowa,scott,Joe Biden,92599,0.5354307488594509
iowa,shelby,Donald Trump,6795,0.5932425353588267
iowa,sioux,Donald Trump,19051,0.5465786831157653
iowa,story,Joe Biden,51038,0.5255310604734496
iowa,tama,Donald Trump,9048,0.5368458526165896
iowa,taylor,Donald Trump,3249,0.5307956216304526
iowa,union,Donald Trump,6185,0.5052691773547913
iowa,van buren,Donald Trump,3791,0.5381885292447472
iowa,wapello,Donald Trump,15633,0.4470531041779862
iowa,warren,Donald Trump,31039,0.6030971903781137
iowa,washington,Donald Trump,11765,0.535624857728204
iowa,wayne,Donald Trump,3109,0.4826890234435647
iowa,webster,Donald Trump,17822,0.49637923351158647
iowa,winnebago,Donald Trump,5970,0.5765887579679351
iowa,winneshiek,Donald Trump,12064,0.6034715622029914
iowa,woodbury,Donald Trump,45362,0.4399507307942235
iowa,worth,Donald Trump,4418,0.5985638802330308
iowa,wright,Donald Trump,6254,0.49785066072281486
kansas,allen,Donald Trump,5918,0.47845420001616945
kansas,anderson,Donald Trump,3792,0.48256553830491217
kansas,atchison,Donald Trump,7440,0.4628880731661793
kansas,barber,Donald Trump,2342,0.5290264287327762
kansas,barton,Donald Trump,11130,0.43174677062725475
kansas,bourbon,Donald Trump,6701,0.4610568322554011
kansas,brown,Donald Trump,4471,0.4674822250104559
kansas,butler,Donald Trump,32520,0.48601874131308753
kansas,chase,Donald Trump,1491,0.5630664652567976
kansas,chautauqua,Donald Trump,1639,0.5043076923076923
kansas,cherokee,Donald Trump,9128,0.45779627864988215
kansas,cheyenne,Donald Trump,1429,0.5378246142265714
kansas,clark,Donald Trump,1067,0.5351053159478435
kansas,clay,Donald Trump,4196,0.5243689077730568
kansas,cloud,Donald Trump,4263,0.48520373321192806
kansas,coffey,Donald Trump,4573,0.5591148062110283
kansas,comanche,Donald Trump,921,0.5417647058823529
kansas,cowley,Donald Trump,14231,0.40767159390397617
kansas,crawford,Donald Trump,16718,0.4306764902880107
kansas,decatur,Donald Trump,1498,0.5298903431199151
kansas,dickinson,Donald Trump,9349,0.5062818152279865
kansas,doniphan,Donald Trump,3709,0.4880263157894737
kansas,douglas,Joe Biden,59495,0.48663084108327403
kansas,edwards,Donald Trump,1431,0.5114367405289493
kansas,elk,Donald Trump,1361,0.5379446640316206
kansas,ellis,Donald Trump,13800,0.483311736069765
kansas,ellsworth,Donald Trump,2853,0.46755162241887904
kansas,finney,Donald Trump,11800,0.3235802232155099
kansas,ford,Donald Trump,8915,0.2651774294297867
kansas,franklin,Donald Trump,12477,0.4884512997181334
kansas,geary,Donald Trump,9603,0.3032207136090938
kansas,gove,Donald Trump,1471,0.5580424886191199
kansas,graham,Donald Trump,1337,0.5386784850926672
kansas,grant,Donald Trump,2501,0.3497902097902098
kansas,gray,Donald Trump,2288,0.38209752839011357
kansas,greeley,Donald Trump,642,0.5211038961038961
kansas,greenwood,Donald Trump,3077,0.5143764627214978
kansas,hamilton,Donald Trump,859,0.33832217408428517
kansas,harper,Donald Trump,2678,0.4926416482707873
kansas,harvey,Donald Trump,17309,0.5027447791106335
kansas,haskell,Donald Trump,1410,0.3553427419354839
kansas,hodgeman,Donald Trump,1045,0.5824972129319955
kansas,jackson,Donald Trump,6584,0.4998861134310227
kansas,jefferson,Donald Trump,9819,0.5156225384655779
kansas,jewell,Donald Trump,1628,0.5654741229593608
kansas,johnson,Joe Biden,349386,0.5799890770433648
kansas,kearny,Donald Trump,1455,0.3791036998436686
kansas,kingman,Donald Trump,3968,0.5548098434004475
kansas,kiowa,Donald Trump,1165,0.4707070707070707
kansas,labette,Donald Trump,8563,0.4364868997859109
kansas,lane,Donald Trump,895,0.5830618892508144
kansas,leavenworth,Donald Trump,36490,0.44631717997015585
kansas,lincoln,Donald Trump,1579,0.5330857528696826
kansas,linn,Donald Trump,5046,0.5200453467999587
kansas,logan,Donald Trump,1458,0.521832498210451
kansas,lyon,Donald Trump,13988,0.4213887633679771
kansas,marion,Donald Trump,6111,0.5142208010770785
kansas,marshall,Donald Trump,5114,0.526836303698362
kansas,mcpherson,Donald Trump,14438,0.505851026557354
kansas,meade,Donald Trump,1825,0.45251673692040667
kansas,miami,Donald Trump,17937,0.5239068843648684
kansas,mitchell,Donald Trump,3101,0.5186486034453922
kansas,montgomery,Donald Trump,13426,0.42181658236199693
kansas,morris,Donald Trump,2899,0.5158362989323844
kansas,morton,Donald Trump,1198,0.4630846540394279
kansas,nemaha,Donald Trump,5684,0.5555664157951324
kansas,neosho,Donald Trump,6877,0.42962453926407196
kansas,ness,Donald Trump,1513,0.5501818181818182
kansas,norton,Donald Trump,2423,0.4519679164335012
kansas,osage,Donald Trump,8050,0.5047338391121701
kansas,osborne,Donald Trump,1945,0.5685472084185911
kansas,ottawa,Donald Trump,3191,0.5594319775596073
kansas,pawnee,Donald Trump,2739,0.42703461178671653
kansas,phillips,Donald Trump,2781,0.5313335880779518
kansas,pottawatomie,Donald Trump,13083,0.5365623590206291
kansas,pratt,Donald Trump,4137,0.45144041903099086
kansas,rawlins,Donald Trump,1504,0.5944664031620553
kansas,reno,Donald Trump,28057,0.45254685635020486
kansas,republic,Donald Trump,2657,0.573123382226057
kansas,rice,Donald Trump,4319,0.4528677781272937
kansas,riley,Joe Biden,25171,0.339085569565686
kansas,rooks,Donald Trump,2699,0.5485772357723577
kansas,rush,Donald Trump,1677,0.5523715415019763
kansas,russell,Donald Trump,3467,0.5056884480746792
kansas,saline,Donald Trump,24531,0.4524011507819416
kansas,scott,Donald Trump,2354,0.488077959776073
kansas,sedgwick,Donald Trump,223688,0.43346859364160284
kansas,seward,Donald Trump,5294,0.24705992159790927
kansas,shawnee,Joe Biden,86122,0.4869088339222615
kansas,sheridan,Donald Trump,1445,0.5731852439508132
kansas,sherman,Donald Trump,2732,0.46172046645259424
kansas,smith,Donald Trump,2129,0.5941948088194251
kansas,stafford,Donald Trump,2034,0.48941289701636187
kansas,stanton,Donald Trump,776,0.386839481555334
kansas,stevens,Donald Trump,2031,0.37028258887876025
kansas,sumner,Donald Trump,10928,0.47854265195305656
kansas,thomas,Donald Trump,3822,0.49144914491449143
kansas,trego,Donald Trump,1630,0.5815198002140564
kansas,wabaunsee,Donald Trump,3902,0.5629779252633098
kansas,wallace,Donald Trump,825,0.5434782608695652
kansas,washington,Donald Trump,2883,0.5332963374028857
kansas,wichita,Donald Trump,968,0.45681925436526666
kansas,wilson,Donald Trump,3954,0.4638123167155425
kansas,woodson,Donald Trump,1546,0.4926704907584449
kansas,wyandotte,Joe Biden,56785,0.3432590416432427
kentucky,adair,Donald Trump,8768,0.4566191021768566
kentucky,allen,Donald Trump,9364,0.43931503635937136
kentucky,anderson,Donald Trump,13254,0.5826702422297446
kentucky,ballard,Donald Trump,4225,0.5356237322515213
kentucky,barren,Donald Trump,20064,0.4534339759090601
kentucky,bath,Donald Trump,5627,0.45016
kentucky,bell,Donald Trump,10044,0.3858328211432084
kentucky,boone,Donald Trump,66998,0.5015533646252087
kentucky,bourbon,Donald Trump,9648,0.48756822316555487
kentucky,boyd,Donald Trump,21751,0.46558071835266923
kentucky,boyle,Donald Trump,14478,0.4816367265469062
kentucky,bracken,Donald Trump,4246,0.5113814283993737
kentucky,breathitt,Donald Trump,5661,0.4482185273159145
kentucky,breckinridge,Donald Trump,10201,0.4981686770523026
kentucky,bullitt,Donald Trump,41998,0.5142024584945394
kentucky,butler,Donald Trump,6125,0.47558040220514014
kentucky,caldwell,Donald Trump,6434,0.5047462147956382
kentucky,calloway,Donald Trump,17457,0.44760390759211305
kentucky,campbell,Donald Trump,48878,0.5222901350658232
kentucky,carlisle,Donald Trump,2638,0.5542016806722689
kentucky,carroll,Donald Trump,4136,0.3890508889097921
kentucky,carter,Donald Trump,11586,0.43236183154830765
kentucky,casey,Donald Trump,7171,0.44377746147657654
kentucky,christian,Donald Trump,23863,0.338669618654291
kentucky,clark,Donald Trump,18139,0.5002068223809393
kentucky,clay,Donald Trump,7591,0.38143811868750316
kentucky,clinton,Donald Trump,4932,0.48267762771579564
kentucky,crittenden,Donald Trump,4242,0.48171701112877585
kentucky,cumberland,Donald Trump,3309,0.5003023888720896
kentucky,daviess,Donald Trump,49287,0.48553358749298103
kentucky,edmonson,Donald Trump,6132,0.5046913580246913
kentucky,elliott,Donald Trump,2995,0.39843022482373286
kentucky,estill,Donald Trump,6540,0.4636324968098681
kentucky,fayette,Joe Biden,152912,0.47318908748824084
kentucky,fleming,Donald Trump,7068,0.48474041560935466
kentucky,floyd,Donald Trump,16353,0.4594959116580966
kentucky,franklin,Donald Trump,26072,0.5113059167304034
kentucky,fulton,Donald Trump,2426,0.4064332383983917
kentucky,gallatin,Donald Trump,3849,0.43398353816664786
kentucky,garrard,Donald Trump,8706,0.492811049473565
kentucky,grant,Donald Trump,11108,0.44309705213610434
kentucky,graves,Donald Trump,17019,0.45668974400257606
kentucky,grayson,Donald Trump,11985,0.453513452151209
kentucky,green,Donald Trump,5812,0.5312128690247692
kentucky,greenup,Donald Trump,18176,0.5178642657701293
kentucky,hancock,Donald Trump,4587,0.5259114881907819
kentucky,hardin,Donald Trump,48941,0.4410768038356856
kentucky,harlan,Donald Trump,10971,0.42179930795847753
kentucky,harrison,Donald Trump,8859,0.4690776236365562
kentucky,hart,Donald Trump,8370,0.4397163120567376
