state,county,candidate,total votes,turnout rate
alaska,district 32,Donald Trump,8361,N/A
alaska,district 33,Joe Biden,11016,N/A
alaska,district 34,Joe Biden,10794,N/A
alaska,district 35,Joe Biden,10149,N/A
alaska,district 36,Donald Trump,9292,N/A
alaska,district 37,Joe Biden,5168,N/A
alaska,district 38,Joe Biden,5299,N/A
alaska,district 39,Joe Biden,5930,N/A
alaska,district 4,Joe Biden,10587,N/A
alaska,district 40,Joe Biden,4628,N/A
alaska,district 5,Joe Biden,8706,N/A
alaska,district 6,Donald Trump,9518,N/A
alaska,district 7,Donald Trump,9664,N/A
alaska,district 8,Donald Trump,9957,N/A
alaska,district 9,Donald Trump,11047,N/A
arizona,apache,Joe Biden,35183,0.4894208966850752
arizona,cochise,Donald Trump,60473,0.48024173694826955
arizona,coconino,Joe Biden,73346,0.5112074493295046
arizona,gila,Donald Trump,27678,0.5123847606353438
arizona,graham,Donald Trump,14996,0.3861266318201715
arizona,greenlee,Donald Trump,3688,0.38829227205727523
arizona,la paz,Donald Trump,7460,0.35342050407428466
arizona,maricopa,Joe Biden,2069475,0.46137881586850177
arizona,mohave,Donald Trump,104705,0.493470197614301
arizona,navajo,Donald Trump,51783,0.46683314701958095
arizona,pima,Joe Biden,520735,0.49722662251415334
arizona,pinal,Donald Trump,185037,0.3998301601809896
arizona,santa cruz,Joe Biden,19561,0.42068476063486604
arizona,yavapai,Donald Trump,143280,0.6094453825835073
arizona,yuma,Donald Trump,69926,0.3270825634860866
arkansas,arkansas,Donald Trump,6292,0.35983072172023334
arkansas,ashley,Donald Trump,7926,0.40321513964491024
arkansas,baxter,Donald Trump,21007,0.5009777735381093
arkansas,benton,Donald Trump,119912,0.42957501764341316
arkansas,boone,Donald Trump,17114,0.45720239367386195
arkansas,bradley,Donald Trump,3654,0.3394964229304097
arkansas,calhoun,Donald Trump,2182,0.4205049142416651
arkansas,carroll,Donald Trump,11797,0.4156800563777308
arkansas,chicot,Joe Biden,4103,0.40551492389800353
arkansas,clark,Donald Trump,8395,0.37612007168458783
arkansas,clay,Donald Trump,5183,0.3561954504845028
arkansas,cleburne,Donald Trump,12680,0.5088486696897949
arkansas,cleveland,Donald Trump,3600,0.45248868778280543
arkansas,columbia,Donald Trump,8616,0.36731039774907276
arkansas,conway,Donald Trump,8685,0.4166266909718891
arkansas,craighead,Donald Trump,38511,0.3490465141572708
arkansas,crawford,Donald Trump,24091,0.38084322683655564
arkansas,crittenden,Joe Biden,16367,0.3412991346053592
arkansas,cross,Donald Trump,6942,0.42280285035629456
arkansas,dallas,Donald Trump,2649,0.3779426451704951
arkansas,desha,Joe Biden,4164,0.3665170319514127
arkansas,drew,Donald Trump,6908,0.37916460837587135
arkansas,faulkner,Donald Trump,54428,0.43194425706508366
arkansas,franklin,Donald Trump,7129,0.40242732147897264
arkansas,fulton,Donald Trump,5119,0.41027490582672116
arkansas,garland,Donald Trump,44199,0.4447205843881432
arkansas,grant,Donald Trump,8200,0.44894607172187245
arkansas,greene,Donald Trump,16100,0.3552123552123552
arkansas,hempstead,Donald Trump,6848,0.3180382686234442
arkansas,hot spring,Donald Trump,12557,0.3718278996772379
arkansas,howard,Donald Trump,4834,0.36615664293288896
arkansas,independence,Donald Trump,14512,0.38366159947124917
arkansas,izard,Donald Trump,5810,0.4262968669748331
arkansas,jackson,Donald Trump,5091,0.30450385788623724
arkansas,jefferson,Joe Biden,25158,0.3764815036513827
arkansas,johnson,Donald Trump,9498,0.35736323274889004
arkansas,lafayette,Donald Trump,2679,0.40443840579710144
arkansas,lawrence,Donald Trump,5857,0.3570035352919664
arkansas,lee,Joe Biden,2848,0.32155357344473295
arkansas,lincoln,Donald Trump,3875,0.29752764127764125
arkansas,little river,Donald Trump,5177,0.4223019822171466
arkansas,logan,Donald Trump,8225,0.3831640734184291
arkansas,lonoke,Donald Trump,30662,0.4182569670845326
arkansas,madison,Donald Trump,7351,0.44347249034749037
arkansas,marion,Donald Trump,7503,0.4494429136216605
arkansas,miller,Donald Trump,16529,0.3821115657581432
arkansas,mississippi,Donald Trump,12342,0.30360876731199726
arkansas,monroe,Donald Trump,2816,0.4202357857036263
arkansas,montgomery,Donald Trump,3873,0.4310037836634765
arkansas,nevada,Donald Trump,3358,0.4069316529326224
arkansas,newton,Donald Trump,3998,0.5156713530246356
arkansas,ouachita,Donald Trump,9629,0.4118125053459926
arkansas,perry,Donald Trump,4627,0.4425633668101387
arkansas,phillips,Joe Biden,6242,0.3510291305814869
arkansas,pike,Donald Trump,4246,0.3961559992535921
arkansas,poinsett,Donald Trump,7521,0.319661679700782
arkansas,polk,Donald Trump,8490,0.4252654778601483
arkansas,pope,Donald Trump,24432,0.38132101385940814
arkansas,prairie,Donald Trump,3495,0.43351525676010916
arkansas,pulaski,Joe Biden,169956,0.4336596829382181
arkansas,randolph,Donald Trump,6812,0.37932954672012476
arkansas,saline,Donald Trump,56959,0.46521067977817165
arkansas,scott,Donald Trump,3551,0.345394416885517
arkansas,searcy,Donald Trump,4019,0.5099606648902424
arkansas,sebastian,Donald Trump,47140,0.3687796787846073
arkansas,sevier,Donald Trump,5202,0.3058740518609984
arkansas,sharp,Donald Trump,7566,0.433780529755762
arkansas,stone,Donald Trump,5938,0.47481209019670556
arkansas,union,Donald Trump,16607,0.4293211312755287
arkansas,van buren,Donald Trump,7807,0.47186461166515564
arkansas,washington,Donald Trump,94266,0.394110047786878
arkansas,white,Donald Trump,30885,0.3921755361700507
arkansas,woodruff,Donald Trump,2476,0.39177215189873416
arkansas,yell,Donald Trump,6741,0.3158708589100792
california,alameda,Joe Biden,769864,0.46062983410208286
california,alpine,Joe Biden,741,0.6563330380868024
california,amador,Donald Trump,22302,0.5610283759307708
california,butte,Joe Biden,102042,0.46554980701322163
california,calaveras,Donald Trump,27164,0.5917438187561268
california,colusa,Donald Trump,7951,0.3690072863971783
california,contra costa,Joe Biden,581230,0.5038724744825864
california,del norte,Donald Trump,11452,0.4117647058823529
california,el dorado,Donald Trump,116138,0.6022412013918058
california,fresno,Joe Biden,364809,0.36513725839529737
california,glenn,Donald Trump,11292,0.39770365935265733
california,humboldt,Joe Biden,68828,0.5077383850455156
california,imperial,Joe Biden,56718,0.3129873354854731
california,inyo,Joe Biden,9481,0.5255834580630855
california,kern,Donald Trump,305226,0.3390638989915597
california,kings,Donald Trump,43858,0.2867660520465542
california,lake,Joe Biden,28800,0.44730220855465475
california,lassen,Donald Trump,11985,0.3920125601020508
california,los angeles,Joe Biden,4263443,0.4246834902745832
california,madera,Donald Trump,53722,0.34146713532960016
california,marin,Joe Biden,155801,0.6019526631791242
california,mariposa,Donald Trump,10280,0.597570191245713
california,mendocino,Joe Biden,43336,0.49955619084946223
california,merced,Joe Biden,90541,0.32606237395563237
california,modoc,Donald Trump,4338,0.4906684764166949
california,mono,Joe Biden,6737,0.4664220437551925
california,monterey,Joe Biden,163883,0.3775575322362525
california,napa,Joe Biden,72122,0.5235944941340458
california,nevada,Joe Biden,64738,0.6489699764422836
california,orange,Joe Biden,1521725,0.4791790261776016
california,placer,Donald Trump,235017,0.5900072553090536
california,plumas,Donald Trump,11256,0.5985005583027596
california,riverside,Joe Biden,996156,0.40321289302040925
california,sacramento,Joe Biden,718290,0.462798426347469
california,san benito,Joe Biden,28821,0.4588746656476882
california,san bernardino,Joe Biden,840931,0.3857331250845724
california,san diego,Joe Biden,1601722,0.47979738372180103
california,san francisco,Joe Biden,443458,0.5030440735568869
california,san joaquin,Joe Biden,288443,0.37846061394899677
california,san luis obispo,Joe Biden,159681,0.5640225918456012
california,san mateo,Joe Biden,374138,0.4880657158548501
california,santa barbara,Joe Biden,200288,0.4485743529100849
california,santa clara,Joe Biden,850522,0.4411759823886896
california,santa cruz,Joe Biden,144796,0.5299747815806715
california,shasta,Donald Trump,92900,0.5158818302976454
california,sierra,Donald Trump,1930,0.6422628951747088
california,siskiyou,Donald Trump,23450,0.5385975791818829
california,solano,Joe Biden,205831,0.4598106080068269
california,sonoma,Joe Biden,268252,0.5426511522527188
california,stanislaus,Joe Biden,214876,0.3902153779101442
california,sutter,Donald Trump,42640,0.439719091274711
california,tehama,Donald Trump,28721,0.44129125437895644
california,trinity,Donald Trump,6258,0.5094017094017094
california,tulare,Donald Trump,146832,0.3149583328864531
california,tuolumne,Donald Trump,30401,0.5580417783325379
california,ventura,Joe Biden,422698,0.49963948246229933
california,yolo,Joe Biden,97264,0.4411065759637188
california,yuba,Donald Trump,29787,0.37864188742563687
colorado,adams,Joe Biden,236735,0.4575287821715779
colorado,alamosa,Donald Trump,7808,0.480995502987741
colorado,arapahoe,Joe Biden,350183,0.5333358717007569
colorado,archuleta,Donald Trump,9144,0.6517927150901703
colorado,baca,Donald Trump,2225,0.6213348226752304
colorado,bent,Donald Trump,2274,0.40774610005379236
colorado,boulder,Joe Biden,206111,0.6318624385338876
colorado,broomfield,Joe Biden,46632,0.6617753494642731
colorado,chaffee,Joe Biden,13717,0.6738553743368049
colorado,cheyenne,Donald Trump,1136,0.6204259967231022
colorado,clear creek,Joe Biden,6548,0.6750515463917526
colorado,conejos,Donald Trump,4333,0.5280926264472883
colorado,costilla,Joe Biden,2094,0.5387188062773347
colorado,crowley,Donald Trump,1750,0.28873123246988946
colorado,custer,Donald Trump,3634,0.7170481452249408
colorado,delta,Donald Trump,19370,0.6215903985623515
colorado,denver,Joe Biden,393827,0.5415580897428669
colorado,dolores,Donald Trump,1449,0.7051094890510949
colorado,douglas,Donald Trump,231599,0.6595368413858307
colorado,eagle,Joe Biden,29140,0.5285976019010649
colorado,el paso,Donald Trump,378849,0.5258848172481236
colorado,elbert,Donald Trump,18983,0.7102024018855925
colorado,fremont,Donald Trump,25557,0.534229394427141
colorado,garfield,Joe Biden,30904,0.5145435473934833
colorado,gilpin,Joe Biden,4186,0.6705109722889636
colorado,grand,Donald Trump,9870,0.6273039277996695
colorado,gunnison,Joe Biden,11190,0.6408200664299623
colorado,hinsdale,Donald Trump,632,0.7707317073170732
colorado,huerfano,Donald Trump,4406,0.6388284761490504
colorado,jackson,Donald Trump,876,0.6293103448275862
colorado,jefferson,Joe Biden,377357,0.6473997265308014
colorado,kiowa,Donald Trump,903,0.6422475106685633
colorado,kit carson,Donald Trump,3871,0.5454417359447654
colorado,la plata,Joe Biden,35667,0.6344070720905
colorado,lake,Joe Biden,3961,0.4873877199458595
colorado,larimer,Joe Biden,224338,0.6285755914138174
colorado,las animas,Donald Trump,7961,0.5488073900454984
colorado,lincoln,Donald Trump,2651,0.4650061392738116
colorado,logan,Donald Trump,10532,0.46998973626667856
colorado,mesa,Donald Trump,90622,0.5876532001815706
colorado,mineral,Donald Trump,756,0.9830949284785435
colorado,moffat,Donald Trump,7026,0.5289467740721223
colorado,montezuma,Donald Trump,15500,0.5919871672459229
colorado,montrose,Donald Trump,24922,0.5828616867019037
colorado,morgan,Donald Trump,13744,0.472822347598734
colorado,otero,Donald Trump,9576,0.5239085239085239
colorado,ouray,Joe Biden,4020,0.8117932148626817
colorado,park,Donald Trump,12290,0.6521623772884054
colorado,phillips,Donald Trump,2485,0.5826494724501758
colorado,pitkin,Joe Biden,11957,0.6729892497326504
colorado,prowers,Donald Trump,5561,0.45686822214919487
colorado,pueblo,Joe Biden,88299,0.5242661378425878
colorado,rio blanco,Donald Trump,3691,0.5836495888678052
colorado,rio grande,Donald Trump,6305,0.5595988284370285
colorado,routt,Joe Biden,16876,0.6582416725173571
colorado,saguache,Joe Biden,3389,0.4966295427901524
colorado,san juan,Joe Biden,563,0.7733516483516484
colorado,san miguel,Joe Biden,5147,0.6292945347842035
colorado,sedgwick,Donald Trump,1446,0.6432384341637011
colorado,summit,Joe Biden,18479,0.5958853310115766
colorado,teller,Donald Trump,16939,0.6672049787301088
colorado,washington,Donald Trump,3008,0.612876935615322
colorado,weld,Donald Trump,166968,0.5145519766280833
colorado,yuma,Donald Trump,4981,0.49715540473101105
connecticut,fairfield,Joe Biden,35414,0.037541395818227304
connecticut,hartford,Joe Biden,32687,0.036656125241107076
connecticut,litchfield,Joe Biden,5342,0.029622975273521764
connecticut,new haven,Joe Biden,42102,0.04925610436650416
connecticut,new london,Joe Biden,9123,0.034399674215515486
connecticut,tolland,Joe Biden,9257,0.061418116918014076
connecticut,windham,Joe Biden,8348,0.07148361905088113
delaware,kent,Joe Biden,87025,0.48137023884592833
delaware,new castle,Joe Biden,287633,0.5147766544430187
delaware,sussex,Donald Trump,129352,0.5522553100651083
florida,alachua,Joe Biden,142604,0.530041666202057
florida,baker,Donald Trump,14059,0.4813077713111948
florida,bay,Donald Trump,93024,0.532463295269168
florida,bradford,Donald Trump,13632,0.4833871139321301
florida,brevard,Donald Trump,360764,0.5993334906020846
florida,broward,Joe Biden,957672,0.49041519312487136
florida,calhoun,Donald Trump,6526,0.4626728110599078
florida,charlotte,Donald Trump,116340,0.615848816896935
florida,citrus,Donald Trump,93208,0.6228108274253794
florida,clay,Donald Trump,124405,0.5674064546731615
florida,collier,Donald Trump,207818,0.539924448301126
florida,columbia,Donald Trump,33042,0.4609268197416511
florida,desoto,Donald Trump,12659,0.33312281255756426
florida,dixie,Donald Trump,8167,0.48537976940449307
florida,duval,Joe Biden,492820,0.5145574807753549
florida,escambia,Donald Trump,170372,0.5352291433669687
florida,flagler,Donald Trump,71716,0.6231784569129569
florida,franklin,Donald Trump,6849,0.5648659793814433
florida,gadsden,Joe Biden,23762,0.5204117389399913
florida,gilchrist,Donald Trump,9685,0.5212033150360564
florida,glades,Donald Trump,5193,0.37600463398740136
florida,gulf,Donald Trump,8163,0.5985042891707604
florida,hamilton,Donald Trump,5830,0.4040754089270862
florida,hardee,Donald Trump,8485,0.3149942458328693
florida,hendry,Donald Trump,12940,0.3079339393650945
florida,hernando,Donald Trump,108922,0.5616852310231023
florida,highlands,Donald Trump,52170,0.49114581862343604
florida,hillsborough,Joe Biden,712063,0.48374896736885586
florida,holmes,Donald Trump,9068,0.4622521282561044
florida,indian river,Donald Trump,97484,0.6095683547707335
florida,jackson,Donald Trump,22419,0.48302236394191406
florida,jefferson,Donald Trump,8451,0.593219149234873
florida,lafayette,Donald Trump,3658,0.4343386369033484
florida,lake,Donald Trump,211314,0.5756023948703142
florida,lee,Donald Trump,393899,0.5111740942177095
florida,leon,Joe Biden,162929,0.5549693101075679
florida,levy,Donald Trump,23145,0.5576705298412163
florida,liberty,Donald Trump,3561,0.42626286808714386
florida,madison,Donald Trump,9380,0.5072189477099444
florida,manatee,Donald Trump,216958,0.538019555961146
florida,marion,Donald Trump,204376,0.5590474288731027
florida,martin,Donald Trump,98726,0.6132049689440994
florida,miami-dade,Joe Biden,1156816,0.4257790013765486
florida,monroe,Donald Trump,48029,0.6470469364660236
florida,nassau,Donald Trump,58811,0.6635937940761636
florida,okaloosa,Donald Trump,116373,0.5522164963129573
florida,okeechobee,Donald Trump,15954,0.3783437677859989
florida,orange,Joe Biden,647403,0.4646037323137073
florida,osceola,Joe Biden,172436,0.45891028899457353
florida,palm beach,Joe Biden,773158,0.5165509730953988
florida,pasco,Donald Trump,301970,0.5451243530518263
florida,pinellas,Joe Biden,559715,0.574069021821628
florida,polk,Donald Trump,343256,0.47360222523617607
florida,putnam,Donald Trump,36373,0.488090605332725
florida,santa rosa,Donald Trump,106928,0.5801435601395453
florida,sarasota,Donald Trump,270575,0.6238155401137081
florida,seminole,Joe Biden,260815,0.5527779308473887
florida,st. johns,Donald Trump,176622,0.6673240841494378
florida,st. lucie,Donald Trump,172169,0.5244306222719062
florida,sumter,Donald Trump,92485,0.6984216885666817
florida,suwannee,Donald Trump,21057,0.4740752414616025
florida,taylor,Donald Trump,10127,0.46951643562520284
florida,union,Donald Trump,6245,0.40985758351381507
florida,volusia,Donald Trump,307439,0.5556621915688869
florida,wakulla,Donald Trump,18404,0.5454814902634932
florida,walton,Donald Trump,43711,0.5901229901040893
florida,washington,Donald Trump,12327,0.48392415498763397
georgia,appling,Donald Trump,8390,0.4563254650277385
georgia,atkinson,Donald Trump,3155,0.38640538885486836
georgia,bacon,Donald Trump,4667,0.4180401289860265
georgia,baker,Donald Trump,1555,0.5118499012508229
georgia,baldwin,Joe Biden,18251,0.40657161951436843
georgia,banks,Donald Trump,8801,0.4575751273786004
georgia,barrow,Donald Trump,37921,0.45556222969726096
georgia,bartow,Donald Trump,50464,0.46839555217286377
georgia,ben hill,Donald Trump,6564,0.39305389221556886
georgia,berrien,Donald Trump,7743,0.3991854410475847
georgia,bibb,Joe Biden,70714,0.4617031973308784
georgia,bleckley,Donald Trump,5708,0.44340868484424767
georgia,brantley,Donald Trump,7749,0.4055157255743367
georgia,brooks,Donald Trump,7101,0.45940350650190853
georgia,bryan,Donald Trump,21335,0.5383955383955384
georgia,bulloch,Donald Trump,30090,0.37797708772987637
georgia,burke,Donald Trump,10683,0.4772818657016486
georgia,butts,Donald Trump,11771,0.4720484440166827
georgia,calhoun,Joe Biden,2198,0.35514622717725
georgia,camden,Donald Trump,23686,0.4332857717777046
georgia,candler,Donald Trump,4431,0.41016384337683975
georgia,carroll,Donald Trump,54472,0.45396359757317156
georgia,catoosa,Donald Trump,32593,0.482287659070731
georgia,charlton,Donald Trump,4568,0.34109916367980886
georgia,chatham,Joe Biden,133408,0.4609335590643679
georgia,chattahoochee,Donald Trump,1582,0.14504446685614744
georgia,chattooga,Donald Trump,10050,0.4054217596514583
georgia,cherokee,Donald Trump,144815,0.5596217534286807
georgia,clarke,Joe Biden,51346,0.40010597595280956
georgia,clay,Joe Biden,1435,0.5063514467184191
georgia,clayton,Joe Biden,112330,0.3843548122194241
georgia,clinch,Donald Trump,2861,0.43230583257781807
georgia,cobb,Joe Biden,393728,0.5179670613741398
georgia,coffee,Donald Trump,15214,0.35158181776165276
georgia,colquitt,Donald Trump,16086,0.35276315789473683
georgia,columbia,Donald Trump,80575,0.5141531707441581
georgia,cook,Donald Trump,7035,0.40735379270411115
georgia,coweta,Donald Trump,76799,0.5171336417321509
georgia,crawford,Donald Trump,6102,0.49193808448887455
georgia,crisp,Donald Trump,8033,0.3590649025567674
georgia,dade,Donald Trump,7434,0.4612807148175726
georgia,dawson,Donald Trump,16081,0.6159414738777387
georgia,decatur,Donald Trump,11625,0.44027420087865476
georgia,dekalb,Joe Biden,370746,0.48827533889900787
georgia,dodge,Donald Trump,8071,0.3917010434360592
georgia,dooly,Donald Trump,4105,0.30657206870799103
georgia,dougherty,Joe Biden,35287,0.4011892309791259
georgia,douglas,Joe Biden,69106,0.4722193750298955
georgia,early,Donald Trump,5188,0.509126594700687
georgia,echols,Donald Trump,1441,0.35971043434847727
georgia,effingham,Donald Trump,31571,0.4910258803035959
georgia,elbert,Donald Trump,9171,0.47780556423882464
georgia,emanuel,Donald Trump,9505,0.4197209220171333
georgia,evans,Donald Trump,4247,0.39862962267692886
georgia,fannin,Donald Trump,14849,0.5670154269130899
georgia,fayette,Donald Trump,71994,0.6292026813259803
georgia,floyd,Donald Trump,41341,0.41971410587016994
georgia,forsyth,Donald Trump,129311,0.5294163405007942
georgia,franklin,Donald Trump,10765,0.46104758233757337
georgia,fulton,Joe Biden,523779,0.4923026457393624
georgia,gilmer,Donald Trump,16525,0.5267939685676942
georgia,glascock,Donald Trump,1565,0.5267586671154494
georgia,glynn,Donald Trump,41988,0.4922853257046382
georgia,gordon,Donald Trump,24033,0.4146265721235961
georgia,grady,Donald Trump,10707,0.4346608208500792
georgia,greene,Donald Trump,11244,0.6136214800261951
georgia,gwinnett,Joe Biden,414023,0.44221415220293725
georgia,habersham,Donald Trump,20431,0.45073685139428166
georgia,hall,Donald Trump,90537,0.4428514828238954
georgia,hancock,Joe Biden,4153,0.4910724843325056
georgia,haralson,Donald Trump,14246,0.47818206229860366
georgia,harris,Donald Trump,19991,0.5673458962424793
georgia,hart,Donald Trump,12728,0.4857088341919481
georgia,heard,Donald Trump,5394,0.4524029187285079
georgia,henry,Joe Biden,122998,0.5243753224108014
georgia,houston,Donald Trump,74838,0.4740692879268733
georgia,irwin,Donald Trump,4168,0.44265080713678845
georgia,jackson,Donald Trump,37675,0.5162585472135056
georgia,jasper,Donald Trump,7644,0.5375905478584992
georgia,jeff davis,Donald Trump,5771,0.38180615282831626
georgia,jefferson,Joe Biden,7639,0.4972659809920583
georgia,jenkins,Donald Trump,3455,0.3982249884739511
georgia,johnson,Donald Trump,4100,0.4251788862387224
georgia,jones,Donald Trump,14934,0.5197146337219419
georgia,lamar,Donald Trump,9045,0.47413115269696493
georgia,lanier,Donald Trump,3576,0.3430874028590617
georgia,laurens,Donald Trump,22731,0.4780843814411307
georgia,lee,Donald Trump,16714,0.5572819418511603
georgia,liberty,Joe Biden,21394,0.34823797509562954
georgia,lincoln,Donald Trump,4641,0.5859108698396667
georgia,long,Donald Trump,5657,0.2892274656168516
georgia,lowndes,Donald Trump,46355,0.39482649949747034
georgia,lumpkin,Donald Trump,15531,0.46209461469800656
georgia,macon,Joe Biden,4663,0.36016065497798716
georgia,madison,Donald Trump,14937,0.4998995983935743
georgia,marion,Donald Trump,3625,0.4336643139131475
georgia,mcduffie,Donald Trump,10455,0.4905686936936937
georgia,mcintosh,Donald Trump,6696,0.46571150368618724
georgia,meriwether,Donald Trump,10877,0.5138659233712854
georgia,miller,Donald Trump,2834,0.4956278419027632
georgia,mitchell,Donald Trump,8962,0.4099162969400357
georgia,monroe,Donald Trump,15590,0.5653056784393357
georgia,montgomery,Donald Trump,3967,0.4325119930222416
georgia,morgan,Donald Trump,11706,0.6072836688109566
georgia,murray,Donald Trump,15389,0.3838038707102953
georgia,muscogee,Joe Biden,80514,0.41127042585904816
georgia,newton,Joe Biden,54234,0.4853414948453608
georgia,oconee,Donald Trump,25168,0.6248262164846078
georgia,oglethorpe,Donald Trump,8133,0.53299691985058
georgia,paulding,Donald Trump,85372,0.5061571024563193
georgia,peach,Donald Trump,12553,0.4557104479779278
georgia,pickens,Donald Trump,17167,0.5267405111840692
georgia,pierce,Donald Trump,9047,0.46478294374518364
georgia,pike,Donald Trump,10720,0.565341208733256
georgia,polk,Donald Trump,17396,0.4082322296012954
georgia,pulaski,Donald Trump,4081,0.366436203645506
georgia,putnam,Donald Trump,11855,0.5359645553596456
georgia,quitman,Donald Trump,1106,0.4810787298825576
georgia,rabun,Donald Trump,9568,0.5583240940654723
georgia,randolph,Joe Biden,3073,0.4533785777515491
georgia,richmond,Joe Biden,87009,0.42963588421769916
georgia,rockdale,Joe Biden,44681,0.4915617848970252
georgia,schley,Donald Trump,2275,0.43275632490013316
georgia,screven,Donald Trump,6627,0.4745095231275956
georgia,seminole,Donald Trump,3888,0.480593325092707
georgia,spalding,Donald Trump,30211,0.45291815960301635
georgia,stephens,Donald Trump,11885,0.4584378013500482
georgia,stewart,Joe Biden,1990,0.3005588279716055
georgia,sumter,Joe Biden,12148,0.4114618615363772
georgia,talbot,Joe Biden,3522,0.5685230024213075
georgia,taliaferro,Joe Biden,928,0.6037735849056604
georgia,tattnall,Donald Trump,8185,0.3236969073795776
georgia,taylor,Donald Trump,3842,0.47905236907730675
