state,county,candidate,total votes,turnout rate
iowa,dickinson,Hillary Clinton,10354,0.6089155492825218
iowa,dubuque,Hillary Clinton,49721,0.513381517811048
iowa,emmet,Hillary Clinton,4753,0.4898989898989899
iowa,fayette,Hillary Clinton,9975,0.49523383973786117
iowa,floyd,Hillary Clinton,8060,0.5065996228786926
iowa,franklin,Hillary Clinton,4968,0.4814420001938172
iowa,fremont,Hillary Clinton,3595,0.5201099537037037
iowa,greene,Hillary Clinton,4821,0.539020572450805
iowa,grundy,Hillary Clinton,6872,0.5539701733172108
iowa,guthrie,Hillary Clinton,5750,0.5399568034557235
iowa,hamilton,Hillary Clinton,7694,0.5055854908660796
iowa,hancock,Hillary Clinton,5871,0.5323721436343852
iowa,hardin,Hillary Clinton,8533,0.4945806526401206
iowa,harrison,Hillary Clinton,7465,0.527972275266992
iowa,henry,Hillary Clinton,9404,0.4739202741520939
iowa,howard,Hillary Clinton,4559,0.48953076344894236
iowa,humboldt,Hillary Clinton,5087,0.5323357053160318
iowa,ida,Hillary Clinton,3612,0.518369690011481
iowa,iowa,Hillary Clinton,8904,0.5468615649183147
iowa,jackson,Hillary Clinton,10310,0.5323763296499019
iowa,jasper,Hillary Clinton,19034,0.5179319727891156
iowa,jefferson,Hillary Clinton,8156,0.4554897799620239
iowa,johnson,Hillary Clinton,76940,0.5308293605072338
iowa,jones,Hillary Clinton,10133,0.49591347330299024
iowa,keokuk,Hillary Clinton,4985,0.49011896568675645
iowa,kossuth,Hillary Clinton,8607,0.5678189734793508
iowa,lee,Hillary Clinton,16151,0.4628589442310999
iowa,linn,Hillary Clinton,117098,0.5316087909892814
iowa,louisa,Hillary Clinton,5008,0.4437749224634471
iowa,lucas,Hillary Clinton,4354,0.5056910569105691
iowa,lyon,Hillary Clinton,6377,0.5428620073210181
iowa,madison,Hillary Clinton,8636,0.5493638676844784
iowa,mahaska,Hillary Clinton,10632,0.47651487988526353
iowa,marion,Hillary Clinton,17816,0.5381014225739225
iowa,marshall,Hillary Clinton,17980,0.44557890563045205
iowa,mills,Hillary Clinton,7698,0.5172691842494288
iowa,mitchell,Hillary Clinton,5417,0.5073997751967029
iowa,monona,Hillary Clinton,4572,0.5156778705165802
iowa,monroe,Hillary Clinton,3865,0.48775870772337204
iowa,montgomery,Hillary Clinton,5044,0.49699477781062174
iowa,muscatine,Hillary Clinton,19434,0.4512398996935079
iowa,o'brien,Hillary Clinton,7406,0.5318110010053138
iowa,osceola,Hillary Clinton,3213,0.5215909090909091
iowa,page,Hillary Clinton,7044,0.4555684904928211
iowa,palo alto,Hillary Clinton,4703,0.5145514223194748
iowa,plymouth,Hillary Clinton,13190,0.5297401502068356
iowa,pocahontas,Hillary Clinton,3865,0.5547581455432754
iowa,polk,Hillary Clinton,231555,0.4955125571362539
iowa,pottawattamie,Hillary Clinton,42680,0.45616322691662303
iowa,poweshiek,Hillary Clinton,9833,0.5356247957293823
iowa,ringgold,Hillary Clinton,2707,0.5439019489652401
iowa,sac,Hillary Clinton,5212,0.5229781256271322
iowa,scott,Hillary Clinton,86220,0.5015619273660146
iowa,shelby,Hillary Clinton,6370,0.540334209856646
iowa,sioux,Hillary Clinton,18194,0.5235080854002417
iowa,story,Hillary Clinton,50667,0.5243077114118961
iowa,tama,Hillary Clinton,8752,0.5083347853865365
iowa,taylor,Hillary Clinton,3029,0.48495036823567084
iowa,union,Hillary Clinton,5832,0.4691874497184232
iowa,van buren,Hillary Clinton,3561,0.48807565789473684
iowa,wapello,Hillary Clinton,15149,0.42726195848375453
iowa,warren,Hillary Clinton,27300,0.5632582322357019
iowa,washington,Hillary Clinton,10929,0.4935199819372319
iowa,wayne,Hillary Clinton,2940,0.4623368454159459
iowa,webster,Hillary Clinton,17430,0.47024227054443424
iowa,winnebago,Hillary Clinton,5787,0.5457889276619825
iowa,winneshiek,Hillary Clinton,11362,0.5476982405398891
iowa,woodbury,Hillary Clinton,43718,0.4265503649065293
iowa,worth,Hillary Clinton,4257,0.5673730507796881
iowa,wright,Hillary Clinton,6026,0.4692780936064169
kansas,allen,Hillary Clinton,5454,0.4300244421666798
kansas,anderson,Hillary Clinton,3350,0.42860798362333674
kansas,atchison,Hillary Clinton,6575,0.40047508831770007
kansas,barber,Hillary Clinton,2252,0.46683250414593697
kansas,barton,Hillary Clinton,10269,0.37810670495968185
kansas,bourbon,Hillary Clinton,6093,0.41356139279169213
kansas,brown,Hillary Clinton,4036,0.4157395962093119
kansas,butler,Hillary Clinton,27657,0.41747045238418695
kansas,chase,Hillary Clinton,1369,0.5154367469879518
kansas,chautauqua,Hillary Clinton,1481,0.4372601121936817
kansas,cherokee,Hillary Clinton,8620,0.4197711224738252
kansas,cheyenne,Hillary Clinton,1407,0.5261780104712042
kansas,clark,Hillary Clinton,1005,0.4829408938010572
kansas,clay,Hillary Clinton,3820,0.46062944652116244
kansas,cloud,Hillary Clinton,3930,0.4277318241184153
kansas,coffey,Hillary Clinton,4068,0.4906525147750573
kansas,comanche,Hillary Clinton,867,0.4745484400656814
kansas,cowley,Hillary Clinton,12621,0.3530152159319758
kansas,crawford,Hillary Clinton,14891,0.38046449832647744
kansas,decatur,Hillary Clinton,1452,0.49674991447143346
kansas,dickinson,Hillary Clinton,8210,0.42747058210975736
kansas,doniphan,Hillary Clinton,3378,0.4337442218798151
kansas,douglas,Hillary Clinton,50087,0.42395950601400023
kansas,edwards,Hillary Clinton,1319,0.4463620981387479
kansas,elk,Hillary Clinton,1259,0.4891219891219891
kansas,ellis,Hillary Clinton,11947,0.4119797234387393
kansas,ellsworth,Hillary Clinton,2679,0.4251031418597271
kansas,finney,Hillary Clinton,10159,0.27347367287606333
kansas,ford,Hillary Clinton,7718,0.22287677957781052
kansas,franklin,Hillary Clinton,10965,0.4305233813655817
kansas,geary,Hillary Clinton,7504,0.20457457539325535
kansas,gove,Hillary Clinton,1343,0.4977761304670126
kansas,graham,Hillary Clinton,1284,0.4955615592435353
kansas,grant,Hillary Clinton,2389,0.3092957017089591
kansas,gray,Hillary Clinton,2066,0.33969089115422557
kansas,greeley,Hillary Clinton,650,0.49923195084485406
kansas,greenwood,Hillary Clinton,2840,0.4556393390020857
kansas,hamilton,Hillary Clinton,876,0.3411214953271028
kansas,harper,Hillary Clinton,2578,0.44594360837225394
kansas,harvey,Hillary Clinton,14916,0.42859605769783343
kansas,haskell,Hillary Clinton,1354,0.33113230618733186
kansas,hodgeman,Hillary Clinton,1017,0.5441412520064205
kansas,jackson,Hillary Clinton,5818,0.43793752352277004
kansas,jefferson,Hillary Clinton,8337,0.4435990209641375
kansas,jewell,Hillary Clinton,1494,0.5042186972662842
kansas,johnson,Hillary Clinton,290090,0.5004278192946502
kansas,kearny,Hillary Clinton,1316,0.3349452786968694
kansas,kingman,Hillary Clinton,3334,0.4366160293347302
kansas,kiowa,Hillary Clinton,1079,0.4198443579766537
kansas,labette,Hillary Clinton,8107,0.3930095016482451
kansas,lane,Hillary Clinton,871,0.5343558282208589
kansas,leavenworth,Hillary Clinton,30301,0.3829800679988372
kansas,lincoln,Hillary Clinton,1464,0.46594525779758117
kansas,linn,Hillary Clinton,4427,0.4621085594989562
kansas,logan,Hillary Clinton,1357,0.4869034804449229
kansas,lyon,Hillary Clinton,12288,0.3708689222225576
kansas,mcpherson,Hillary Clinton,12742,0.4447779949734711
kansas,marion,Hillary Clinton,5624,0.46660582427611386
kansas,marshall,Hillary Clinton,4673,0.47465718638903
kansas,meade,Hillary Clinton,1720,0.3999069983724715
kansas,miami,Hillary Clinton,15022,0.4585750045790341
kansas,mitchell,Hillary Clinton,2942,0.4674292977438831
kansas,montgomery,Hillary Clinton,12004,0.3590142361526498
kansas,morris,Hillary Clinton,2624,0.4662402274342573
kansas,morton,Hillary Clinton,1192,0.40365729766339314
kansas,nemaha,Hillary Clinton,5122,0.5074301565286309
kansas,neosho,Hillary Clinton,6314,0.38767114876895686
kansas,ness,Hillary Clinton,1454,0.4814569536423841
kansas,norton,Hillary Clinton,2234,0.40354046242774566
kansas,osage,Hillary Clinton,7046,0.4441222817522849
kansas,osborne,Hillary Clinton,1788,0.4910738808019775
kansas,ottawa,Hillary Clinton,2903,0.48921469497809233
kansas,pawnee,Hillary Clinton,2661,0.39311567439799083
kansas,phillips,Hillary Clinton,2664,0.4915129151291513
kansas,pottawatomie,Hillary Clinton,10693,0.46243999481036197
kansas,pratt,Hillary Clinton,3842,0.39620501185933793
kansas,rawlins,Hillary Clinton,1472,0.587390263367917
kansas,reno,Hillary Clinton,24210,0.3806843197685389
kansas,republic,Hillary Clinton,2529,0.539462457337884
kansas,rice,Hillary Clinton,3804,0.38327455919395464
kansas,riley,Hillary Clinton,21532,0.2789661203601736
kansas,rooks,Hillary Clinton,2419,0.4670785865997297
kansas,rush,Hillary Clinton,1503,0.4851517107811491
kansas,russell,Hillary Clinton,3193,0.45329358319136853
kansas,saline,Hillary Clinton,22064,0.3980587778960472
kansas,scott,Hillary Clinton,2202,0.4450282942603072
kansas,sedgwick,Hillary Clinton,188783,0.3693783592880217
kansas,seward,Hillary Clinton,5038,0.2164740256950114
kansas,shawnee,Hillary Clinton,75406,0.4219957579929374
kansas,sheridan,Hillary Clinton,1374,0.5551515151515152
kansas,sherman,Hillary Clinton,2612,0.4379610999329309
kansas,smith,Hillary Clinton,2042,0.553537544049878
kansas,stafford,Hillary Clinton,1896,0.4498220640569395
kansas,stanton,Hillary Clinton,637,0.30772946859903383
kansas,stevens,Hillary Clinton,1891,0.3266539989635516
kansas,sumner,Hillary Clinton,9722,0.4151684673527779
kansas,thomas,Hillary Clinton,3576,0.45294490183660546
kansas,trego,Hillary Clinton,1482,0.5098039215686274
kansas,wabaunsee,Hillary Clinton,3380,0.4907797299259474
kansas,wallace,Hillary Clinton,798,0.5302325581395348
kansas,washington,Hillary Clinton,2765,0.49658764367816094
kansas,wichita,Hillary Clinton,956,0.4411628980156899
kansas,wilson,Hillary Clinton,3591,0.405992085924251
kansas,woodson,Hillary Clinton,1443,0.45896946564885494
kansas,wyandotte,Hillary Clinton,48781,0.2980229958089466
kentucky,adair,Hillary Clinton,8233,0.4296524371151237
kentucky,allen,Hillary Clinton,8096,0.39186834462729914
kentucky,anderson,Hillary Clinton,11422,0.5210766423357664
kentucky,ballard,Hillary Clinton,4101,0.4991480038948393
kentucky,barren,Hillary Clinton,18488,0.42456253157580487
kentucky,bath,Hillary Clinton,4587,0.3758911743014013
kentucky,bell,Hillary Clinton,9718,0.3550602849835586
kentucky,boone,Hillary Clinton,57618,0.4495751437644837
kentucky,bourbon,Hillary Clinton,8803,0.43652682733313497
kentucky,boyd,Hillary Clinton,20454,0.42198427925976356
kentucky,boyle,Hillary Clinton,12946,0.43469209589685043
kentucky,bracken,Hillary Clinton,3527,0.4254523522316043
kentucky,breathitt,Hillary Clinton,5738,0.42939459702162686
kentucky,breckinridge,Hillary Clinton,8774,0.4391611191751339
kentucky,bullitt,Hillary Clinton,36069,0.4584440179467951
kentucky,butler,Hillary Clinton,5576,0.43788283335950995
kentucky,caldwell,Hillary Clinton,5975,0.46870097270160027
kentucky,calloway,Hillary Clinton,16049,0.4151748758278146
kentucky,campbell,Hillary Clinton,42510,0.4614432721115019
kentucky,carlisle,Hillary Clinton,2601,0.5360676009892827
kentucky,carroll,Hillary Clinton,3855,0.36088747425575735
kentucky,carter,Hillary Clinton,10278,0.3745763329567404
kentucky,casey,Hillary Clinton,6439,0.40885135564162806
kentucky,christian,Hillary Clinton,22083,0.30219637358877866
kentucky,clark,Hillary Clinton,16205,0.4544307347167695
kentucky,clay,Hillary Clinton,6767,0.32263755125393345
kentucky,clinton,Hillary Clinton,4462,0.4381812825297064
kentucky,crittenden,Hillary Clinton,4037,0.44033595113438045
kentucky,cumberland,Hillary Clinton,3066,0.45509870862401663
kentucky,daviess,Hillary Clinton,45807,0.4604412725536513
kentucky,edmonson,Hillary Clinton,5244,0.43732799599699773
kentucky,elliott,Hillary Clinton,2855,0.3782458929517753
kentucky,estill,Hillary Clinton,5545,0.3857928059556112
kentucky,fayette,Hillary Clinton,136315,0.43162380984044657
kentucky,fleming,Hillary Clinton,6260,0.4294141857593634
kentucky,floyd,Hillary Clinton,16540,0.44070235272175
kentucky,franklin,Hillary Clinton,23865,0.4766327142001198
kentucky,fulton,Hillary Clinton,2382,0.3801468241302266
kentucky,gallatin,Hillary Clinton,3338,0.3875536978985255
kentucky,garrard,Hillary Clinton,7623,0.4430173766490382
kentucky,grant,Hillary Clinton,9559,0.3864408150064683
kentucky,graves,Hillary Clinton,16606,0.44582259450171824
kentucky,grayson,Hillary Clinton,10576,0.40462162368964727
kentucky,green,Hillary Clinton,5333,0.4869874897269656
kentucky,greenup,Hillary Clinton,16277,0.4520635449647281
kentucky,hancock,Hillary Clinton,4295,0.4970489526675153
kentucky,hardin,Hillary Clinton,43156,0.40609003312255343
kentucky,harlan,Hillary Clinton,10757,0.39107831018686834
kentucky,harrison,Hillary Clinton,7781,0.41741322890402877
kentucky,hart,Hillary Clinton,7264,0.39433255523587213
kentucky,henderson,Hillary Clinton,19710,0.425297773174521
kentucky,henry,Hillary Clinton,7149,0.4593587354623145
kentucky,hickman,Hillary Clinton,2157,0.46769297484822203
kentucky,hopkins,Hillary Clinton,20345,0.4417544240581913
kentucky,jackson,Hillary Clinton,5501,0.4128330206378987
kentucky,jefferson,Hillary Clinton,353099,0.46159990378405796
kentucky,jessamine,Hillary Clinton,23326,0.45023065490551833
kentucky,johnson,Hillary Clinton,9572,0.4138706329989623
kentucky,kenton,Hillary Clinton,71998,0.43773635379807635
kentucky,knott,Hillary Clinton,5763,0.36753826530612244
kentucky,knox,Hillary Clinton,12012,0.3817575083426029
kentucky,larue,Hillary Clinton,6367,0.4512402551381999
kentucky,laurel,Hillary Clinton,24833,0.4144428311553931
kentucky,lawrence,Hillary Clinton,6042,0.38093436731605823
kentucky,lee,Hillary Clinton,2667,0.39534538986065815
kentucky,leslie,Hillary Clinton,4492,0.422021796317174
kentucky,letcher,Hillary Clinton,9134,0.3962861729359191
kentucky,lewis,Hillary Clinton,5298,0.3877625704457293
kentucky,lincoln,Hillary Clinton,9561,0.3927779147153069
kentucky,livingston,Hillary Clinton,4645,0.5000538271073313
kentucky,logan,Hillary Clinton,10899,0.40750018694384205
kentucky,lyon,Hillary Clinton,3962,0.467547793249941
kentucky,mccracken,Hillary Clinton,31307,0.4820317792695695
kentucky,mccreary,Hillary Clinton,5776,0.32298831292288765
kentucky,mclean,Hillary Clinton,4566,0.4860031931878659
kentucky,madison,Hillary Clinton,37371,0.4236498435586995
kentucky,magoffin,Hillary Clinton,5116,0.4001877346683354
kentucky,marion,Hillary Clinton,8111,0.42218405163439515
kentucky,marshall,Hillary Clinton,16698,0.5376219453298561
kentucky,martin,Hillary Clinton,3953,0.32177452177452176
kentucky,mason,Hillary Clinton,7219,0.4234017595307918
kentucky,meade,Hillary Clinton,12231,0.4411541929666366
kentucky,menifee,Hillary Clinton,2779,0.43605837125372665
kentucky,mercer,Hillary Clinton,10585,0.495158347756935
kentucky,metcalfe,Hillary Clinton,4620,0.4654911838790932
kentucky,monroe,Hillary Clinton,4991,0.4700508570352232
kentucky,montgomery,Hillary Clinton,11452,0.41528865680301713
kentucky,morgan,Hillary Clinton,4775,0.3599155800105525
kentucky,muhlenberg,Hillary Clinton,13060,0.41798687790046407
kentucky,nelson,Hillary Clinton,20802,0.4610985503391408
kentucky,nicholas,Hillary Clinton,2841,0.40246493837654057
kentucky,ohio,Hillary Clinton,10398,0.43287123766704133
kentucky,oldham,Hillary Clinton,32853,0.5089069954767953
kentucky,owen,Hillary Clinton,5001,0.46581594634873325
kentucky,owsley,Hillary Clinton,1759,0.39572553430821145
kentucky,pendleton,Hillary Clinton,6007,0.414647615103196
kentucky,perry,Hillary Clinton,10572,0.38621999780805905
kentucky,pike,Hillary Clinton,24665,0.39923277383014194
kentucky,powell,Hillary Clinton,4957,0.40544740716505806
kentucky,pulaski,Hillary Clinton,28041,0.43908740722182205
kentucky,robertson,Hillary Clinton,1013,0.4746954076850984
kentucky,rockcastle,Hillary Clinton,6691,0.3951689109378691
kentucky,rowan,Hillary Clinton,8848,0.35906176446716986
kentucky,russell,Hillary Clinton,8174,0.46219960418433703
kentucky,scott,Hillary Clinton,24200,0.4640015338893682
kentucky,shelby,Hillary Clinton,20580,0.4494725577128879
kentucky,simpson,Hillary Clinton,7531,0.42070275403608737
kentucky,spencer,Hillary Clinton,9515,0.5265050907481187
kentucky,taylor,Hillary Clinton,11306,0.4418822793715313
kentucky,todd,Hillary Clinton,4779,0.3839479392624729
kentucky,trigg,Hillary Clinton,6751,0.47482064988043327
kentucky,trimble,Hillary Clinton,3798,0.4349020954998282
kentucky,union,Hillary Clinton,6211,0.41542371747709184
kentucky,warren,Hillary Clinton,48454,0.3903739868838723
kentucky,washington,Hillary Clinton,5636,0.46939285416840176
kentucky,wayne,Hillary Clinton,7992,0.3877917414721723
kentucky,webster,Hillary Clinton,5805,0.4412770809578107
kentucky,whitley,Hillary Clinton,13774,0.3814561466670359
kentucky,wolfe,Hillary Clinton,2635,0.3639000138102472
kentucky,woodford,Hillary Clinton,13563,0.5244779582366589
louisiana,acadia,Hillary Clinton,27389,0.43697251072927135
louisiana,allen,Hillary Clinton,9245,0.3606960321485701
louisiana,ascension,Hillary Clinton,54678,0.45803943907383515
louisiana,assumption,Hillary Clinton,10904,0.476198794654555
louisiana,avoyelles,Hillary Clinton,16586,0.4047438932135972
louisiana,beauregard,Hillary Clinton,15078,0.41274533957460785
louisiana,bienville,Hillary Clinton,7005,0.5067640888374448
louisiana,bossier,Hillary Clinton,49848,0.3970243879127706
louisiana,caddo,Hillary Clinton,105804,0.42095128210228966
louisiana,calcasieu,Hillary Clinton,83785,0.42219702695893174
louisiana,caldwell,Hillary Clinton,4692,0.4670980587356894
louisiana,cameron,Hillary Clinton,3692,0.540952380952381
louisiana,catahoula,Hillary Clinton,4856,0.48419583208694783
louisiana,claiborne,Hillary Clinton,6421,0.394871164135047
louisiana,concordia,Hillary Clinton,8872,0.4385999604508602
louisiana,east baton rouge,Hillary Clinton,196491,0.44104535904756775
louisiana,east carroll,Hillary Clinton,2939,0.40387522330630754
louisiana,east feliciana,Hillary Clinton,10042,0.5139201637666325
louisiana,evangeline,Hillary Clinton,14882,0.4412881034278259
louisiana,franklin,Hillary Clinton,9162,0.44942607671931717
louisiana,grant,Hillary Clinton,8821,0.39552506501659046
louisiana,iberia,Hillary Clinton,32454,0.4400721385276689
louisiana,iberville,Hillary Clinton,16043,0.48415620473201354
louisiana,jackson,Hillary Clinton,7464,0.4680504170063335
louisiana,jefferson,Hillary Clinton,181639,0.4173930028149595
louisiana,lafayette,Hillary Clinton,105603,0.441240619724901
louisiana,lafourche,Hillary Clinton,41645,0.4235917570234148
louisiana,lincoln,Hillary Clinton,18669,0.3935784458405363
louisiana,livingston,Hillary Clinton,57730,0.42103036844715425
louisiana,madison,Hillary Clinton,4732,0.40955513242167213
louisiana,morehouse,Hillary Clinton,11852,0.450629253640546
louisiana,natchitoches,Hillary Clinton,16621,0.42613578094554405
louisiana,orleans,Hillary Clinton,165812,0.4254404195596061
louisiana,ouachita,Hillary Clinton,68017,0.4335606833248343
louisiana,plaquemines,Hillary Clinton,10573,0.4511242906515339
louisiana,pointe coupee,Hillary Clinton,11761,0.5298463756363473
louisiana,rapides,Hillary Clinton,56844,0.43135528911822735
louisiana,red river,Hillary Clinton,4422,0.5076340259442085
louisiana,richland,Hillary Clinton,9597,0.46709821863136375
louisiana,sabine,Hillary Clinton,9787,0.4043379467052262
louisiana,st. bernard,Hillary Clinton,15815,0.34818696197793975
louisiana,st. charles,Hillary Clinton,26192,0.49821197595678307
louisiana,st. helena,Hillary Clinton,5964,0.5703356603232285
louisiana,st. james,Hillary Clinton,12085,0.5625901959871514
louisiana,st. john the baptist,Hillary Clinton,20743,0.4765985800611171
louisiana,st. landry,Hillary Clinton,39977,0.47791366304438787
louisiana,st. martin,Hillary Clinton,25750,0.4783489067637607
louisiana,st. mary,Hillary Clinton,22877,0.43265375595733413
louisiana,st. tammany,Hillary Clinton,124392,0.4997067448680352
louisiana,tangipahoa,Hillary Clinton,52416,0.407222101370459
louisiana,tensas,Hillary Clinton,2548,0.5339480301760269
louisiana,terrebonne,Hillary Clinton,43896,0.38567173620812356
louisiana,union,Hillary Clinton,10894,0.4844576866634055
louisiana,vermilion,Hillary Clinton,25632,0.42778463900664243
louisiana,vernon,Hillary Clinton,16633,0.3234041725807392
louisiana,washington,Hillary Clinton,18628,0.40182924198628067
louisiana,webster,Hillary Clinton,18145,0.45293427523027385
louisiana,west baton rouge,Hillary Clinton,12712,0.4974563669092901
louisiana,west carroll,Hillary Clinton,4759,0.4216355098786214
louisiana,west feliciana,Hillary Clinton,5799,0.3769745823311448
louisiana,winn,Hillary Clinton,6372,0.435186449938533
maine,cumberland,Hillary Clinton,171818,0.5935237384623888
maine,franklin,Hillary Clinton,16488,0.5492887363827165
maine,hancock,Hillary Clinton,32130,0.5924000221251176
maine,knox,Hillary Clinton,23147,0.5817875634645353
maine,lincoln,Hillary Clinton,21503,0.6364847264977505
maine,oxford,Hillary Clinton,31201,0.5458155482471485
maine,penobscot,Hillary Clinton,80540,0.5301160410454884
maine,waldo,Hillary Clinton,22707,0.5804447852760736
maine,washington,Hillary Clinton,16365,0.5150113293051359
maine,york,Hillary Clinton,114274,0.5678973079618135
maryland,allegany,Hillary Clinton,30654,0.42303552206673845
maryland,anne arundel,Hillary Clinton,270081,0.4796945794784264
maryland,baltimore,Hillary Clinton,390682,0.62757942691182
maryland,calvert,Hillary Clinton,47408,0.523978469666324
maryland,caroline,Hillary Clinton,14113,0.43298051848443014
maryland,carroll,Hillary Clinton,91848,0.5495536462197544
maryland,cecil,Hillary Clinton,45269,0.44215780117598796
maryland,charles,Hillary Clinton,78303,0.503022516301031
maryland,dorchester,Hillary Clinton,15225,0.46963200592245286
maryland,frederick,Hillary Clinton,125677,0.5129652532030482
maryland,garrett,Hillary Clinton,14011,0.4761435465234826
maryland,harford,Hillary Clinton,133672,0.5356350026847466
maryland,howard,Hillary Clinton,162193,0.5210233314166214
maryland,kent,Hillary Clinton,10021,0.5082931777834137
maryland,montgomery,Hillary Clinton,478873,0.46365850966388916
maryland,prince george's,Hillary Clinton,390385,0.4307948492435971
maryland,queen anne's,Hillary Clinton,26523,0.5414625183733464
maryland,st. mary's,Hillary Clinton,49842,0.4490877145560211
maryland,somerset,Hillary Clinton,9900,0.3854089617316152
maryland,talbot,Hillary Clinton,20553,0.549354502445674
maryland,washington,Hillary Clinton,65991,0.44269058416293233
maryland,wicomico,Hillary Clinton,42547,0.418164663331597
maryland,worcester,Hillary Clinton,28273,0.5494597325870647
maryland,baltimore city,Hillary Clinton,239402,N/A
massachusetts,barnstable,Hillary Clinton,133862,0.6258831010347069
massachusetts,essex,Hillary Clinton,379868,0.48897556203458775
massachusetts,franklin,Hillary Clinton,38177,0.5387209663308216
massachusetts,hampden,Hillary Clinton,203117,0.4329809662064364
massachusetts,nantucket,Hillary Clinton,6406,0.5855575868372943
massachusetts,norfolk,Hillary Clinton,361562,0.5206061321637663
massachusetts,plymouth,Hillary Clinton,266863,0.5240612622024622
massachusetts,worcester,Hillary Clinton,383705,0.4690099337869767
michigan,alcona,Hillary Clinton,6198,0.6
michigan,alger,Hillary Clinton,4518,0.48816855753646676
michigan,allegan,Hillary Clinton,55786,0.4888705832865956
michigan,alpena,Hillary Clinton,14698,0.511733166214052
michigan,antrim,Hillary Clinton,13582,0.5896244844801389
michigan,arenac,Hillary Clinton,7696,0.5027765074802378
michigan,baraga,Hillary Clinton,3490,0.40652300524170065
michigan,barry,Hillary Clinton,30329,0.5103658331370108
michigan,bay,Hillary Clinton,52977,0.50340659653924
michigan,benzie,Hillary Clinton,10228,0.5881541115583668
michigan,berrien,Hillary Clinton,72031,0.4646501786843158
michigan,branch,Hillary Clinton,17663,0.40475262952863267
michigan,calhoun,Hillary Clinton,58902,0.4384971003595703
michigan,cass,Hillary Clinton,22595,0.44008803708464805
michigan,charlevoix,Hillary Clinton,14589,0.556619610835559
michigan,cheboygan,Hillary Clinton,13672,0.5382889090121659
michigan,chippewa,Hillary Clinton,15456,0.40702604482132043
michigan,clare,Hillary Clinton,13389,0.4373203553697413
michigan,clinton,Hillary Clinton,40655,0.5279253074315989
michigan,crawford,Hillary Clinton,6844,0.494044611275536
michigan,delta,Hillary Clinton,18492,0.5078127145407112
michigan,dickinson,Hillary Clinton,13165,0.513035345465882
michigan,eaton,Hillary Clinton,56221,0.5173981465291135
michigan,emmet,Hillary Clinton,18802,0.5710727736605515
michigan,genesee,Hillary Clinton,196296,0.47823301117523953
michigan,gladwin,Hillary Clinton,12472,0.4943909303524002
michigan,gogebic,Hillary Clinton,7329,0.4717430484037075
michigan,grand traverse,Hillary Clinton,51589,0.5635616827432517
michigan,gratiot,Hillary Clinton,16465,0.39836926278096346
michigan,hillsdale,Hillary Clinton,19940,0.4345836148464573
michigan,houghton,Hillary Clinton,15624,0.4312686319973501
michigan,huron,Hillary Clinton,15917,0.5011176526146774
michigan,ingham,Hillary Clinton,131138,0.45677404073898625
michigan,ionia,Hillary Clinton,26854,0.41922692643936554
michigan,iosco,Hillary Clinton,13361,0.527206723750148
michigan,iron,Hillary Clinton,5910,0.5220848056537103
michigan,isabella,Hillary Clinton,25392,0.3588113103565221
michigan,jackson,Hillary Clinton,69677,0.43749372111713886
michigan,kalamazoo,Hillary Clinton,126299,0.48637147830373234
michigan,kalkaska,Hillary Clinton,8833,0.5121173469387755
michigan,kent,Hillary Clinton,308184,0.4836808105919355
michigan,keweenaw,Hillary Clinton,1434,0.6754592557701365
michigan,lake,Hillary Clinton,5328,0.4555014106181072
michigan,lapeer,Hillary Clinton,45183,0.5113049972840847
michigan,leelanau,Hillary Clinton,14757,0.6821522673692969
michigan,lenawee,Hillary Clinton,45939,0.46690246059090773
michigan,livingston,Hillary Clinton,105866,0.5656111256551496
michigan,luce,Hillary Clinton,2579,0.4010886469673406
michigan,mackinac,Hillary Clinton,6097,0.5634414564273172
michigan,macomb,Hillary Clinton,419312,0.4847761746207917
michigan,manistee,Hillary Clinton,12599,0.515149037085497
michigan,marquette,Hillary Clinton,32976,0.4897959183673469
michigan,mason,Hillary Clinton,14685,0.5109958939383394
michigan,mecosta,Hillary Clinton,17168,0.39920939425648183
michigan,menominee,Hillary Clinton,10768,0.45868120633838816
michigan,midland,Hillary Clinton,42506,0.5080681791016232
michigan,missaukee,Hillary Clinton,7317,0.49166778658782423
michigan,monroe,Hillary Clinton,74218,0.4969300917959465
michigan,montcalm,Hillary Clinton,26609,0.4239599764192279
michigan,montmorency,Hillary Clinton,5009,0.5393560891568859
michigan,muskegon,Hillary Clinton,78088,0.45282318625432744
michigan,newaygo,Hillary Clinton,22640,0.47282903805187754
michigan,oakland,Hillary Clinton,664614,0.533997213567068
michigan,oceana,Hillary Clinton,11930,0.45321581886563084
michigan,ogemaw,Hillary Clinton,10387,0.49753317047468504
michigan,ontonagon,Hillary Clinton,3426,0.56750041411297
michigan,osceola,Hillary Clinton,10609,0.45773827501402253
michigan,oscoda,Hillary Clinton,4073,0.49208650477226046
michigan,otsego,Hillary Clinton,12538,0.5180349543445028
michigan,ottawa,Hillary Clinton,142734,0.5082051848080353
michigan,presque isle,Hillary Clinton,7218,0.5638621982657605
michigan,roscommon,Hillary Clinton,13041,0.5453747072599532
michigan,saginaw,Hillary Clinton,94320,0.4879335764724141
michigan,st. clair,Hillary Clinton,78003,0.4884345648090169
michigan,st. joseph,Hillary Clinton,23757,0.3907144266824551
michigan,sanilac,Hillary Clinton,19249,0.46423403434304455
