state,county,candidate,total votes
iowa,washington,trump,11765
iowa,mahaska,trump,11404
iowa,carroll,trump,11335
iowa,dickinson,trump,11244
iowa,jackson,trump,11135
iowa,jones,trump,10989
iowa,buchanan,trump,10774
iowa,cedar,trump,10703
iowa,fayette,trump,10186
iowa,poweshiek,trump,10140
iowa,delaware,trump,10003
iowa,henry,trump,9982
iowa,madison,trump,9824
iowa,iowa,trump,9742
iowa,clayton,trump,9594
iowa,kossuth,trump,9090
iowa,tama,trump,9048
iowa,hardin,trump,8989
iowa,clay,trump,8969
iowa,jefferson,trump,8959
iowa,mills,trump,8268
iowa,buena vista,trump,8167
iowa,harrison,trump,8155
iowa,butler,trump,8098
iowa,floyd,trump,8032
iowa,hamilton,trump,7943
iowa,o'brien,trump,7551
iowa,page,trump,7528
iowa,cass,trump,7276
iowa,grundy,trump,7276
iowa,crawford,trump,7154
iowa,lyon,trump,6863
iowa,shelby,trump,6795
iowa,chickasaw,trump,6631
iowa,cherokee,trump,6518
iowa,appanoose,trump,6516
iowa,guthrie,trump,6371
iowa,wright,trump,6254
iowa,union,trump,6185
iowa,hancock,trump,6172
iowa,winnebago,trump,5970
iowa,mitchell,trump,5822
iowa,sac,trump,5535
iowa,louisa,trump,5332
iowa,humboldt,trump,5327
iowa,montgomery,trump,5327
iowa,keokuk,trump,5303
iowa,calhoun,trump,5258
iowa,franklin,trump,5130
iowa,greene,trump,5057
iowa,howard,trump,4958
iowa,palo alto,trump,4958
iowa,emmet,trump,4853
iowa,monona,trump,4728
iowa,clarke,trump,4670
iowa,lucas,trump,4630
iowa,worth,trump,4418
iowa,adair,trump,4177
iowa,davis,trump,4102
iowa,monroe,trump,4088
iowa,fremont,trump,3857
iowa,ida,trump,3849
iowa,pocahontas,trump,3823
iowa,decatur,trump,3804
iowa,van buren,trump,3791
iowa,audubon,trump,3420
iowa,osceola,trump,3328
iowa,taylor,trump,3249
iowa,wayne,trump,3109
iowa,ringgold,trump,2714
iowa,adams,trump,2160
kansas,pottawatomie,trump,13083
kansas,allen,trump,5918
kansas,greeley,trump,642
kansas,phillips,trump,2781
kansas,decatur,trump,1498
kansas,morton,trump,1198
kansas,republic,trump,2657
kansas,hodgeman,trump,1045
kansas,rooks,trump,2699
kansas,cheyenne,trump,1429
kansas,graham,trump,1337
kansas,lane,trump,895
kansas,rawlins,trump,1504
kansas,kiowa,trump,1165
kansas,wichita,trump,968
kansas,hamilton,trump,859
kansas,trego,trump,1630
kansas,wallace,trump,825
kansas,cloud,trump,4263
kansas,mitchell,trump,3101
kansas,stevens,trump,2031
kansas,elk,trump,1361
kansas,clark,trump,1067
kansas,comanche,trump,921
kansas,barber,trump,2342
kansas,osborne,trump,1945
kansas,chautauqua,trump,1639
kansas,haskell,trump,1410
kansas,seward,trump,5294
kansas,stafford,trump,2034
kansas,rush,trump,1677
kansas,lincoln,trump,1579
kansas,gove,trump,1471
kansas,stanton,trump,776
kansas,pawnee,trump,2739
kansas,edwards,trump,1431
kansas,ottawa,trump,3191
kansas,sherman,trump,2732
kansas,harper,trump,2678
kansas,smith,trump,2129
kansas,labette,trump,8563
kansas,clay,trump,4196
kansas,ellsworth,trump,2853
kansas,grant,trump,2501
kansas,kearny,trump,1455
kansas,sheridan,trump,1445
kansas,ford,trump,8915
kansas,neosho,trump,6877
kansas,wilson,trump,3954
kansas,meade,trump,1825
kansas,bourbon,trump,6701
kansas,logan,trump,1458
kansas,johnson,biden,349386
kansas,sedgwick,trump,223688
kansas,shawnee,biden,86122
kansas,douglas,biden,59495
kansas,wyandotte,biden,56785
kansas,leavenworth,trump,36490
kansas,butler,trump,32520
kansas,reno,trump,28057
kansas,riley,biden,25171
kansas,saline,trump,24531
kansas,miami,trump,17937
kansas,harvey,trump,17309
kansas,crawford,trump,16718
kansas,mcpherson,trump,14438
kansas,cowley,trump,14231
kansas,lyon,trump,13988
kansas,ellis,trump,13800
kansas,montgomery,trump,13426
kansas,franklin,trump,12477
kansas,finney,trump,11800
kansas,barton,trump,11130
kansas,sumner,trump,10928
kansas,jefferson,trump,9819
kansas,geary,trump,9603
kansas,dickinson,trump,9349
kansas,cherokee,trump,9128
kansas,osage,trump,8050
kansas,atchison,trump,7440
kansas,jackson,trump,6584
kansas,marion,trump,6111
kansas,nemaha,trump,5684
kansas,marshall,trump,5114
kansas,linn,trump,5046
kansas,coffey,trump,4573
kansas,brown,trump,4471
kansas,rice,trump,4319
kansas,pratt,trump,4137
kansas,kingman,trump,3968
kansas,wabaunsee,trump,3902
kansas,thomas,trump,3822
kansas,anderson,trump,3792
kansas,doniphan,trump,3709
kansas,russell,trump,3467
kansas,greenwood,trump,3077
kansas,morris,trump,2899
kansas,washington,trump,2883
kansas,norton,trump,2423
kansas,scott,trump,2354
kansas,gray,trump,2288
kansas,jewell,trump,1628
kansas,woodson,trump,1546
kansas,ness,trump,1513
kansas,chase,trump,1491
kentucky,casey,trump,7171
kentucky,green,trump,5812
kentucky,jefferson,biden,386629
kentucky,fayette,biden,152912
kentucky,kenton,trump,82198
kentucky,boone,trump,66998
kentucky,warren,trump,55401
kentucky,daviess,trump,49287
kentucky,hardin,trump,48941
kentucky,campbell,trump,48878
kentucky,madison,trump,43957
kentucky,bullitt,trump,41998
kentucky,oldham,trump,37976
kentucky,mccracken,trump,33549
kentucky,pulaski,trump,31557
kentucky,scott,trump,28969
kentucky,laurel,trump,28111
kentucky,jessamine,trump,26280
kentucky,franklin,trump,26072
kentucky,pike,trump,25395
kentucky,christian,trump,23863
kentucky,shelby,trump,23550
kentucky,nelson,trump,23256
kentucky,boyd,trump,21751
kentucky,hopkins,trump,21512
kentucky,henderson,trump,20697
kentucky,barren,trump,20064
kentucky,greenup,trump,18176
kentucky,clark,trump,18139
kentucky,marshall,trump,17603
kentucky,calloway,trump,17457
kentucky,graves,trump,17019
kentucky,floyd,trump,16353
kentucky,whitley,trump,15356
kentucky,woodford,trump,15211
kentucky,boyle,trump,14478
kentucky,muhlenberg,trump,14235
kentucky,meade,trump,14113
kentucky,knox,trump,13273
kentucky,anderson,trump,13254
kentucky,montgomery,trump,12842
kentucky,taylor,trump,12517
kentucky,logan,trump,12350
kentucky,grayson,trump,11985
kentucky,mercer,trump,11735
kentucky,carter,trump,11586
kentucky,spencer,trump,11433
kentucky,ohio,trump,11129
kentucky,grant,trump,11108
kentucky,harlan,trump,10971
kentucky,lincoln,trump,10914
kentucky,perry,trump,10626
kentucky,breckinridge,trump,10201
kentucky,johnson,trump,10192
kentucky,rowan,trump,10065
kentucky,bell,trump,10044
kentucky,bourbon,trump,9648
kentucky,allen,trump,9364
kentucky,wayne,trump,9240
kentucky,letcher,trump,9135
kentucky,russell,trump,8955
kentucky,marion,trump,8928
kentucky,harrison,trump,8859
kentucky,adair,trump,8768
kentucky,simpson,trump,8732
kentucky,garrard,trump,8706
kentucky,hart,trump,8370
kentucky,henry,trump,8110
kentucky,mason,trump,7958
kentucky,rockcastle,trump,7784
kentucky,clay,trump,7591
kentucky,trigg,trump,7376
kentucky,larue,trump,7301
kentucky,fleming,trump,7068
kentucky,lawrence,trump,6955
kentucky,pendleton,trump,6925
kentucky,union,trump,6577
kentucky,estill,trump,6540
kentucky,mccreary,trump,6438
kentucky,caldwell,trump,6434
kentucky,knott,trump,6252
kentucky,washington,trump,6225
kentucky,edmonson,trump,6132
kentucky,butler,trump,6125
kentucky,jackson,trump,6113
kentucky,webster,trump,5993
kentucky,lewis,trump,5883
kentucky,breathitt,trump,5661
kentucky,bath,trump,5627
kentucky,morgan,trump,5544
kentucky,powell,trump,5505
kentucky,owen,trump,5458
kentucky,magoffin,trump,5447
kentucky,todd,trump,5363
kentucky,monroe,trump,5330
kentucky,metcalfe,trump,5012
kentucky,livingston,trump,5004
kentucky,clinton,trump,4932
kentucky,leslie,trump,4813
kentucky,mclean,trump,4782
kentucky,hancock,trump,4587
kentucky,trimble,trump,4320
kentucky,bracken,trump,4246
kentucky,crittenden,trump,4242
kentucky,lyon,trump,4228
kentucky,ballard,trump,4225
kentucky,carroll,trump,4136
kentucky,martin,trump,3936
kentucky,gallatin,trump,3849
kentucky,nicholas,trump,3396
kentucky,cumberland,trump,3309
kentucky,menifee,trump,3102
kentucky,elliott,trump,2995
kentucky,wolfe,trump,2979
kentucky,lee,trump,2801
kentucky,carlisle,trump,2638
kentucky,fulton,trump,2426
kentucky,hickman,trump,2199
kentucky,owsley,trump,1896
kentucky,robertson,trump,1146
louisiana,east baton rouge,biden,208182
louisiana,jefferson,trump,193733
louisiana,orleans,biden,177819
louisiana,st. tammany,trump,140110
louisiana,lafayette,trump,114521
louisiana,caddo,biden,104912
louisiana,calcasieu,trump,82663
louisiana,ouachita,trump,69166
louisiana,livingston,trump,65230
louisiana,ascension,trump,62325
louisiana,rapides,trump,58865
louisiana,tangipahoa,trump,57661
louisiana,bossier,trump,54655
louisiana,terrebonne,trump,46240
louisiana,lafourche,trump,45388
louisiana,st. landry,trump,41154
louisiana,iberia,trump,32713
louisiana,st. charles,trump,28517
louisiana,acadia,trump,28425
louisiana,vermilion,trump,27324
louisiana,st. martin,trump,27038
louisiana,st. mary,trump,23186
louisiana,st. john the baptist,biden,21432
louisiana,washington,trump,19513
louisiana,lincoln,trump,19275
louisiana,webster,trump,18216
louisiana,st. bernard,trump,17650
louisiana,avoyelles,trump,17292
louisiana,vernon,trump,17268
louisiana,iberville,biden,16719
louisiana,natchitoches,trump,16554
louisiana,beauregard,trump,16357
louisiana,evangeline,trump,15412
louisiana,jeff davis,trump,14841
louisiana,desoto,trump,14736
louisiana,west baton rouge,trump,14097
louisiana,st. james,biden,12590
louisiana,pointe coupee,trump,12371
louisiana,morehouse,trump,11574
louisiana,assumption,trump,11235
louisiana,union,trump,11201
louisiana,plaquemines,trump,11014
louisiana,sabine,trump,10596
louisiana,east feliciana,trump,10509
louisiana,richland,trump,9940
louisiana,allen,trump,9810
louisiana,franklin,trump,9720
louisiana,grant,trump,9392
louisiana,concordia,trump,8828
louisiana,jackson,trump,7632
louisiana,lasalle,trump,7077
louisiana,bienville,trump,7050
louisiana,claiborne,trump,6580
louisiana,west feliciana,trump,6268
louisiana,winn,trump,6225
louisiana,st. helena,biden,6158
louisiana,west carroll,trump,5052
louisiana,catahoula,trump,4858
louisiana,caldwell,trump,4762
louisiana,madison,biden,4670
louisiana,red river,trump,4132
louisiana,cameron,trump,4039
louisiana,east carroll,biden,3036
louisiana,tensas,biden,2554
maine,waldo,trump,502
maine,new sweden,trump,322
maine,frenchboro,trump,31
maine,wesley,trump,76
maine,the forks plt.,tied,38
maine,wade,trump,142
maine,masardis,trump,122
maine,meddybemps,trump,103
maine,cyr plt.,trump,56
maine,pleasant ridge plt.,trump,53
maine,west forks plt.,trump,53
maine,matinicus isle plt.,biden,50
maine,hammond,trump,46
maine,yarmouth,biden,6358
maine,cumberland,biden,6002
maine,north yarmouth,biden,2960
maine,hollis,trump,2895
maine,kennebunkport,biden,2746
maine,richmond,trump,2076
maine,st. george,biden,1814
maine,farmingdale,biden,1738
maine,mount desert,biden,1490
maine,west bath,biden,1392
maine,newcastle,biden,1359
maine,surry,biden,1091
maine,owl's head,biden,1065
maine,randolph,trump,1029
maine,newburgh,trump,994
maine,palermo,trump,939
maine,machias,trump,893
maine,penobscot,biden,845
maine,chesterville,trump,799
maine,cornville,trump,776
maine,charleston,trump,753
maine,brooksville,biden,686
maine,frankfort,trump,680
maine,montville,biden,650
maine,smithfield,trump,627
maine,brooklin,biden,624
maine,exeter,trump,571
maine,carrabassett valley,biden,527
maine,alna,biden,517
maine,industry,trump,504
maine,southport,biden,491
maine,new portland,trump,481
maine,knox,trump,475
maine,prospect,trump,423
maine,whiting,trump,361
maine,dennysville,trump,357
maine,jonesboro,trump,346
maine,north haven,biden,321
maine,penobscot nation vot dst,biden,302
maine,weld,biden,299
maine,portage lake,trump,265
maine,cambridge,trump,252
maine,castle hill,trump,230
maine,eastbrook,trump,222
maine,charlotte,trump,216
maine,dallas plt.,trump,209
maine,stockholm,trump,160
maine,rangeley plt.,trump,145
maine,cranberry isles,biden,138
maine,caswell,trump,134
maine,bowerbank,trump,117
maine,coplin plt.,biden,110
maine,edinburg,trump,105
maine,sandy river plt.,biden,102
maine,grand lake stream plt,trump,98
maine,cooper,trump,96
maine,carroll plt.,trump,87
maine,maxfield,trump,69
maine,isle au haut,biden,66
maine,portland,biden,41544
maine,lewiston,biden,17388
maine,south portland,biden,16286
maine,bangor,biden,16173
maine,scarborough,biden,15057
maine,brunswick,biden,13892
maine,saco,biden,12656
maine,auburn,biden,12285
maine,windham,biden,11442
maine,westbrook,biden,11187
maine,gorham,biden,11115
maine,biddeford,biden,11066
maine,sanford,biden,10931
maine,augusta,biden,9738
maine,york,biden,9658
maine,falmouth,biden,9031
maine,kennebunk,biden,8236
maine,wells,biden,7975
maine,waterville,biden,7905
maine,cape elizabeth,biden,6939
maine,topsham,biden,6552
maine,kittery,biden,6412
maine,old orchrd bch,biden,6215
maine,freeport,biden,6184
maine,standish,trump,6060
maine,gray,biden,5390
maine,buxton,trump,5279
maine,brewer,trump,5278
maine,lisbon,trump,5243
maine,orono,biden,5200
maine,bath,biden,5142
maine,hampden,biden,4878
maine,ellsworth,trump,4824
maine,eliot,biden,4728
maine,winslow,trump,4679
maine,south berwick,biden,4634
maine,waterboro,trump,4478
maine,berwick,trump,4371
maine,old town,biden,4259
maine,presque isle,trump,4239
maine,belfast,biden,4237
maine,skowhegan,trump,4197
maine,caribou,trump,4024
maine,hermon,trump,3965
maine,rockland,biden,3965
maine,farmington,biden,3906
maine,harpswell,biden,3884
maine,camden,biden,3837
maine,winthrop,biden,3737
maine,oakland,trump,3628
maine,new gloucester,trump,3599
maine,bar harbor,biden,3576
maine,lebanon,trump,3529
maine,poland,trump,3519
maine,turner,trump,3428
maine,fairfield,trump,3391
maine,gardiner,biden,3278
maine,bridgton,biden,3268
maine,raymond,biden,3142
maine,north berwick,trump,3111
maine,sidney,trump,2954
maine,lyman,trump,2944
maine,waldoboro,trump,2934
maine,sabattus,trump,2878
maine,rumford,trump,2863
maine,bucksport,trump,2855
maine,paris,trump,2855
maine,norway,biden,2854
maine,arundel,biden,2825
maine,durham,biden,2790
maine,glenburn,trump,2789
maine,houlton,trump,2740
maine,jay,trump,2665
maine,greene,trump,2640
maine,lincoln,trump,2596
maine,china,trump,2590
maine,monmouth,trump,2578
maine,orrington,trump,2562
maine,vassalboro,trump,2553
maine,rockport,biden,2530
maine,naples,trump,2495
maine,millinocket,trump,2397
maine,madison,trump,2382
maine,west gardiner,trump,2380
maine,dover-foxcroft,trump,2335
maine,winterport,trump,2335
maine,oxford,trump,2325
maine,wiscasset,biden,2313
maine,limington,trump,2298
maine,casco,trump,2296
maine,fort kent,trump,2266
maine,warren,trump,2244
maine,belgrade,trump,2216
maine,boothbay,biden,2208
maine,litchfield,trump,2177
maine,wilton,trump,2177
maine,woolwich,trump,2150
maine,holden,trump,2125
maine,bristol,biden,2124
maine,madawaska,biden,2112
maine,bowdoinham,biden,2067
maine,pittsfield,trump,2042
maine,alfred,biden,1995
maine,blue hill,biden,1977
maine,fryeburg,biden,1937
maine,bowdoin,trump,1877
maine,norridgewock,trump,1874
maine,milford,trump,1851
maine,dexter,trump,1841
maine,limerick,trump,1840
maine,bethel,biden,1830
maine,readfield,biden,1820
maine,shapleigh,trump,1789
maine,clinton,trump,1788
maine,carmel,trump,1782
maine,hallowell,biden,1780
maine,pittston,trump,1778
maine,minot,trump,1769
maine,newport,trump,1741
maine,mechanic falls,trump,1703
maine,fort fairfield,trump,1701
maine,jefferson,trump,1691
maine,manchester,biden,1690
maine,thomaston,biden,1668
maine,levant,trump,1665
maine,lincolnville,biden,1654
maine,acton,trump,1636
maine,benton,trump,1632
maine,searsport,biden,1608
maine,corinth,trump,1574
maine,harrison,trump,1574
maine,phippsburg,biden,1570
maine,chelsea,trump,1563
maine,union,trump,1561
maine,calais,trump,1516
maine,whitefield,trump,1479
maine,damariscotta,biden,1476
maine,hancock,trump,1472
maine,eddington,trump,1456
maine,windsor,trump,1433
maine,orland,trump,1424
maine,boothbay harbor,biden,1395
maine,livermore,trump,1394
maine,livermore falls,trump,1393
maine,dayton,trump,1381
maine,leeds,trump,1362
maine,deer isle,biden,1323
maine,nobleboro,biden,1310
maine,dixfield,trump,1302
maine,sebago,trump,1277
maine,mexico,trump,1271
maine,corinna,trump,1244
maine,milo,trump,1227
maine,anson,trump,1223
maine,veazie,biden,1223
maine,albion,trump,1219
maine,lamoine,biden,1211
maine,pownal,biden,1206
maine,st. albans,trump,1186
maine,otisfield,trump,1171
maine,dedham,trump,1167
maine,dresden,trump,1159
maine,mapleton,trump,1159
maine,greenville,trump,1158
maine,mount vernon,biden,1158
maine,canaan,trump,1155
maine,palmyra,trump,1155
maine,southwest harbor,biden,1137
maine,hope,biden,1117
maine,gouldsboro,trump,1116
maine,northport,biden,1109
maine,buckfield,trump,1098
maine,parsonsfield,trump,1066
maine,stockton springs,biden,1065
maine,ogunquit,biden,1058
maine,tremont,biden,1043
maine,waterford,trump,1038
maine,baldwin,trump,999
maine,south thomaston,biden,997
maine,washington,trump,988
maine,trenton,biden,987
maine,newfield,trump,963
maine,cushing,trump,960
maine,brownfield,biden,957
maine,west paris,trump,957
maine,new sharon,trump,956
maine,east millinocket,trump,953
maine,unity,trump,950
maine,woodstock,trump,945
maine,cornish,trump,944
maine,searsmont,trump,937
maine,hiram,trump,928
maine,appleton,biden,915
maine,wales,trump,915
maine,peru,trump,909
maine,hartland,trump,899
maine,van buren,biden,898
maine,edgecomb,biden,889
maine,kingfield,trump,888
maine,bradley,trump,887
maine,lubec,biden,883
maine,enfield,trump,879
maine,porter,trump,875
maine,wayne,biden,869
maine,franklin,trump,861
maine,sedgwick,biden,843
maine,georgetown,biden,839
maine,vinalhaven,biden,837
maine,eastport,biden,835
maine,fayette,trump,830
maine,denmark,biden,827
maine,swanville,trump,826
maine,washburn,trump,820
maine,strong,trump,816
maine,east machias,trump,814
maine,hodgdon,trump,812
maine,friendship,trump,799
maine,brownville,trump,780
maine,hebron,trump,778
maine,kenduskeag,trump,770
maine,lovell,biden,766
maine,limestone,trump,765
maine,stetson,trump,765
maine,medway,trump,758
maine,rangeley,trump,758
maine,sangerville,trump,753
maine,plymouth,trump,745
maine,mars hill,trump,742
maine,dixmont,trump,731
maine,milbridge,trump,731
maine,guilford,trump,728
maine,etna,trump,726
maine,hartford,trump,724
maine,sullivan,biden,724
maine,greenbush,trump,717
maine,south bristol,biden,716
maine,easton,trump,715
maine,rome,trump,713
maine,jonesport,trump,712
maine,addison,trump,706
maine,bradford,trump,694
maine,baileyville,trump,673
maine,steuben,trump,668
maine,sherman,trump,665
maine,woodland,trump,662
maine,phillips,trump,656
maine,cherryfield,trump,645
maine,burnham,trump,644
maine,howland,trump,643
maine,stonington,biden,640
maine,saint agatha,trump,637
maine,solon,trump,623
maine,ashland,trump,615
maine,hudson,trump,611
maine,morrill,trump,611
maine,garland,trump,605
maine,frenchville,trump,603
maine,monroe,biden,602
maine,belmont,trump,598
maine,brooks,trump,593
maine,troy,trump,593
maine,liberty,trump,591
maine,bingham,trump,580
maine,machiasport,trump,566
maine,embden,trump,565
maine,bremen,biden,563
maine,sumner,trump,553
maine,westport,biden,551
maine,canton,trump,544
maine,andover,trump,538
maine,harrington,trump,538
maine,jackman,trump,535
maine,greenwood,biden,533
maine,clifton,trump,532
maine,littleton,trump,531
maine,patten,trump,520
maine,athens,trump,510
maine,lee,trump,508
maine,linneus,trump,508
maine,penobscot county townships,trump,506
maine,castine,biden,499
maine,parkman,trump,491
maine,harmony,trump,488
maine,otis,trump,484
maine,pembroke,trump,482
maine,mercer,trump,481
maine,alton,trump,476
maine,monson,trump,475
maine,perry,trump,470
maine,freedom,trump,469
maine,princeton,trump,468
maine,new vineyard,trump,463
maine,eagle lake,trump,460
maine,island falls,trump,450
maine,eustis,trump,447
maine,thorndike,biden,446
maine,islesboro,biden,445
maine,detroit,trump,436
maine,monticello,trump,434
maine,sebec,trump,428
maine,danforth,trump,421
maine,abbot,trump,417
maine,oakfield,trump,408
maine,vienna,trump,405
maine,blaine,trump,400
maine,mattawamkeag,trump,388
maine,starks,trump,381
maine,arrowsic,biden,373
maine,new limerick,trump,372
maine,lagrange,trump,358
maine,somerville,trump,357
maine,robbinston,trump,353
maine,verona,trump,350
maine,jackson,trump,338
maine,temple,biden,336
maine,columbia falls,trump,335
maine,oxford county townships,trump,333
maine,chebeague island,biden,330
maine,winter harbor,trump,329
maine,chester,trump,326
maine,marshfield,trump,316
maine,cutler,trump,315
maine,carthage,trump,312
maine,mariaville,trump,310
maine,alexander,trump,308
maine,ripley,trump,299
maine,beals,trump,293
maine,aroostook county townships,trump,292
maine,bridgewater,trump,292
maine,wallagrass,biden,291
maine,newry,biden,289
maine,sweden,biden,283
maine,chapman,trump,279
maine,moscow,trump,279
maine,westfield,trump,267
maine,swan's island,biden,266
maine,avon,trump,263
maine,indian township voting dist.,biden,263
maine,lowell,trump,255
maine,ludlow,trump,255
maine,stow,biden,253
maine,roxbury,trump,246
maine,st. francis,tied,245
maine,somerset county townships,trump,243
maine,pleasant point voting dist.,biden,235
maine,grand isle,trump,232
maine,waltham,trump,230
maine,columbia,trump,228
maine,passadumkeag,trump,224
maine,perham,trump,214
maine,stacyville,trump,209
maine,winn,trump,207
maine,burlington,trump,206
maine,hanover,biden,198
maine,long island,biden,191
maine,amherst,trump,189
maine,sorrento,trump,189
maine,stoneham,trump,185
maine,roque bluffs,biden,183
maine,weston,trump,182
maine,atkinson,trump,173
maine,st. john plt.,trump,171
maine,allagash,trump,169
maine,crystal,trump,164
maine,medford,trump,164
maine,springfield,trump,161
maine,new canada,trump,159
maine,smyrna,trump,157
maine,dyer brook,trump,150
maine,merrill,trump,136
maine,woodville,trump,136
maine,shirley,trump,133
maine,whitneyville,trump,130
maine,northfield,trump,125
maine,winterville plt.,trump,125
maine,amity,trump,124
maine,moose river,trump,124
maine,topsfield,trump,124
maine,gilead,trump,123
maine,mount chase,trump,122
maine,beaver cove,trump,119
maine,wellington,trump,119
maine,highland plt.,trump,116
maine,lake view plt.,trump,114
maine,baring plt.,trump,112
maine,hamlin,trump,109
maine,vanceboro,trump,93
maine,byron,trump,92
maine,orient,trump,90
maine,willimantic,trump,90
maine,piscataquis county townshps,trump,87
maine,reed plt.,trump,81
maine,aurora,trump,72
maine,lakeville,trump,69
maine,crawford,trump,66
maine,upton,trump,64
maine,haynesville,trump,63
maine,monhegan plt.,biden,62
maine,caratunk,trump,61
maine,frye island,biden,57
maine,garfield plt.,trump,56
maine,westmanland,biden,55
maine,franklin county townships,biden,52
maine,beddington,trump,51
maine,waite,trump,51
maine,brighton plt.,trump,49
maine,osborn,trump,44
maine,great pond,trump,43
maine,macwahoc plt.,trump,43
maine,hersey,jorgensen,42
maine,webster plt.,trump,42
maine,seboeis plt.,biden,41
maine,deblois,trump,40
maine,oxbow plt.,trump,35
maine,lincoln plt.,trump,32
maine,talmadge,trump,32
maine,washington county townships,trump,30
maine,moro plt.,trump,29
maine,dennistown plt.,trump,24
maine,nashville plt.,trump,23
maine,drew plt.,trump,19
maine,magalloway plt.,trump,16
maine,hancock county townships,trump,13
maine,glenwood plt.,trump,1
maine,cary plt.,�,�
maine,kingsbury plt.,�,�
maryland,montgomery,biden,533743
maryland,prince george's,biden,424855
maryland,baltimore,biden,414932
maryland,anne arundel,biden,309617
maryland,baltimore city,biden,237461
maryland,howard,biden,183062
maryland,harford,trump,148186
maryland,frederick,biden,145615
maryland,carroll,trump,100327
maryland,charles,biden,89498
maryland,washington,trump,67779
maryland,st. mary's,trump,55665
maryland,calvert,trump,49112
maryland,cecil,trump,47462
maryland,wicomico,trump,46216
maryland,worcester,trump,31691
maryland,allegany,trump,30641
maryland,queen anne's,trump,30290
maryland,talbot,biden,22555
maryland,dorchester,trump,15977
maryland,caroline,trump,15794
maryland,garrett,trump,15611
maryland,kent,biden,10794
maryland,somerset,trump,10147
massachusetts,alford,biden,325
massachusetts,boston,biden,293796
massachusetts,worcester,biden,71370
massachusetts,cambridge,biden,54795
massachusetts,springfield,biden,54373
massachusetts,newton,biden,50295
massachusetts,quincy,biden,45793
massachusetts,somerville,biden,42200
massachusetts,brockton,biden,38712
massachusetts,lowell,biden,38681
massachusetts,plymouth,biden,37336
massachusetts,lynn,biden,35777
massachusetts,new bedford,biden,34877
massachusetts,weymouth,biden,32827
massachusetts,haverhill,biden,32401
massachusetts,framingham,biden,32048
massachusetts,medford,biden,31713
massachusetts,fall river,biden,31616
massachusetts,brookline,biden,31084
massachusetts,peabody,biden,30090
massachusetts,waltham,biden,28896
massachusetts,arlington,biden,28551
massachusetts,barnstable,biden,28427
massachusetts,taunton,biden,26773
massachusetts,methuen,biden,25919
massachusetts,chicopee,biden,25795
massachusetts,malden,biden,25623
massachusetts,billerica,biden,24644
massachusetts,beverly,biden,24450
massachusetts,salem,biden,24018
massachusetts,attleboro,biden,23555
massachusetts,lawrence,biden,23208
massachusetts,woburn,biden,22418
massachusetts,chelmsford,biden,22349
massachusetts,pittsfield,biden,21942
massachusetts,falmouth,biden,21890
massachusetts,braintree,biden,21795
massachusetts,natick,biden,21776
massachusetts,andover,biden,21743
massachusetts,leominster,biden,21525
massachusetts,shrewsbury,biden,21131
massachusetts,revere,biden,20890
massachusetts,westfield,biden,20685
massachusetts,franklin,biden,20346
massachusetts,needham,biden,20113
massachusetts,lexington,biden,20048
massachusetts,watertown,biden,19227
massachusetts,marlborough,biden,19143
massachusetts,tewksbury,biden,19137
massachusetts,melrose,biden,18241
massachusetts,gloucester,biden,18159
massachusetts,north andover,biden,18012
massachusetts,northampton,biden,17925
massachusetts,dartmouth,biden,17884
massachusetts,dracut,trump,17845
massachusetts,milton,biden,17654
massachusetts,marshfield,biden,17482
massachusetts,randolph,biden,17455
massachusetts,norwood,biden,17453
massachusetts,north attleborough,biden,17191
massachusetts,reading,biden,16952
massachusetts,danvers,biden,16907
massachusetts,wakefield,biden,16623
massachusetts,fitchburg,biden,16509
massachusetts,wellesley,biden,16342
massachusetts,holyoke,biden,16313
massachusetts,hingham,biden,16229
massachusetts,agawam,trump,16185
massachusetts,walpole,biden,16166
massachusetts,dedham,biden,15867
massachusetts,saugus,biden,15797
massachusetts,stoughton,biden,15623
massachusetts,yarmouth,biden,15452
massachusetts,belmont,biden,15356
massachusetts,burlington,biden,15346
massachusetts,westford,biden,15298
massachusetts,everett,biden,14817
massachusetts,wilmington,biden,14806
massachusetts,bridgewater,biden,14616
massachusetts,milford,biden,14580
massachusetts,mansfield,biden,14537
massachusetts,easton,biden,14519
massachusetts,canton,biden,14485
massachusetts,stoneham,biden,14322
massachusetts,marblehead,biden,14234
massachusetts,sandwich,biden,14061
massachusetts,acton,biden,13927
massachusetts,winchester,biden,13870
massachusetts,middleborough,trump,13857
massachusetts,scituate,biden,13530
massachusetts,west springfield,biden,13513
massachusetts,wareham,biden,12726
massachusetts,newburyport,biden,12708
massachusetts,holden,biden,12654
massachusetts,sudbury,biden,12354
massachusetts,concord,biden,12311
massachusetts,bourne,biden,12119
massachusetts,amherst,biden,11871
massachusetts,pembroke,biden,11753
massachusetts,sharon,biden,11617
massachusetts,hudson,biden,11583
massachusetts,grafton,biden,11453
massachusetts,ludlow,trump,11384
massachusetts,foxborough,biden,11346
massachusetts,duxbury,biden,11219
massachusetts,somerset,biden,11122
massachusetts,norton,biden,10974
massachusetts,westborough,biden,10636
massachusetts,easthampton,biden,10592
massachusetts,westport,biden,10546
massachusetts,westwood,biden,10545
massachusetts,chelsea,biden,10524
massachusetts,ashland,biden,10444
massachusetts,amesbury,biden,10395
massachusetts,longmeadow,biden,10395
