state,county,candidate,total votes
massachusetts,dennis,biden,10321
massachusetts,hopkinton,biden,10296
massachusetts,mashpee,biden,10263
massachusetts,winthrop,biden,10252
massachusetts,auburn,biden,10201
massachusetts,east longmeadow,biden,10122
massachusetts,south hadley,biden,10059
massachusetts,swansea,trump,10034
massachusetts,rockland,biden,9994
massachusetts,north reading,biden,9930
massachusetts,bellingham,biden,9889
massachusetts,northborough,biden,9687
massachusetts,abington,biden,9660
massachusetts,hanover,biden,9652
massachusetts,holliston,biden,9617
massachusetts,ipswich,biden,9614
massachusetts,belchertown,biden,9609
massachusetts,swampscott,biden,9572
massachusetts,fairhaven,biden,9557
massachusetts,harwich,biden,9448
massachusetts,gardner,biden,9444
massachusetts,greenfield,biden,9409
massachusetts,wilbraham,biden,9397
massachusetts,wayland,biden,9302
massachusetts,northbridge,biden,9228
massachusetts,seekonk,biden,8955
massachusetts,bedford,biden,8859
massachusetts,raynham,biden,8811
massachusetts,east bridgewater,trump,8767
massachusetts,uxbridge,biden,8727
massachusetts,whitman,biden,8629
massachusetts,kingston,biden,8520
massachusetts,medway,biden,8416
massachusetts,lynnfield,biden,8345
massachusetts,webster,biden,8298
massachusetts,medfield,biden,8211
massachusetts,millbury,biden,8162
massachusetts,charlton,trump,8122
massachusetts,rehoboth,trump,7917
massachusetts,clinton,biden,7826
massachusetts,wrentham,biden,7807
massachusetts,oxford,trump,7574
massachusetts,tyngsborough,biden,7545
massachusetts,brewster,biden,7436
massachusetts,norwell,biden,7386
massachusetts,lakeville,trump,7323
massachusetts,pepperell,biden,7307
massachusetts,nantucket,biden,7306
massachusetts,groton,biden,7285
massachusetts,southbridge,biden,7261
massachusetts,lunenburg,biden,7192
massachusetts,weston,biden,7085
massachusetts,hull,biden,7080
massachusetts,carver,trump,6961
massachusetts,norfolk,biden,6853
massachusetts,maynard,biden,6786
massachusetts,hanson,trump,6741
massachusetts,littleton,biden,6691
massachusetts,southborough,biden,6665
massachusetts,palmer,trump,6503
massachusetts,leicester,trump,6415
massachusetts,spencer,trump,6412
massachusetts,sutton,biden,6318
massachusetts,holbrook,biden,6213
massachusetts,sturbridge,biden,6093
massachusetts,dudley,trump,6092
massachusetts,acushnet,trump,6068
massachusetts,north adams,biden,5932
massachusetts,middleton,trump,5858
massachusetts,plainville,biden,5823
massachusetts,southwick,trump,5732
massachusetts,rutland,biden,5675
massachusetts,cohasset,biden,5669
massachusetts,millis,biden,5639
massachusetts,georgetown,biden,5585
massachusetts,salisbury,biden,5556
massachusetts,boxford,biden,5543
massachusetts,douglas,trump,5534
massachusetts,freetown,trump,5506
massachusetts,athol,biden,5502
massachusetts,townsend,biden,5476
massachusetts,sterling,biden,5451
massachusetts,upton,biden,5300
massachusetts,westminster,biden,5294
massachusetts,rockport,biden,5275
massachusetts,monson,trump,5175
massachusetts,winchendon,trump,5152
massachusetts,blackstone,trump,5135
massachusetts,chatham,biden,5075
massachusetts,newbury,biden,5025
massachusetts,hamilton,biden,4988
massachusetts,stow,biden,4964
massachusetts,ware,trump,4951
massachusetts,montague,biden,4898
massachusetts,halifax,trump,4874
massachusetts,orleans,biden,4842
massachusetts,west boylston,biden,4802
massachusetts,dighton,trump,4724
massachusetts,mattapoisett,biden,4697
massachusetts,ayer,biden,4625
massachusetts,west bridgewater,trump,4625
massachusetts,groveland,biden,4536
massachusetts,templeton,trump,4495
massachusetts,adams,biden,4441
massachusetts,merrimac,biden,4391
massachusetts,lancaster,biden,4354
massachusetts,lincoln,biden,4271
massachusetts,rowley,biden,4227
massachusetts,southampton,biden,4194
massachusetts,topsfield,biden,4144
massachusetts,harvard,biden,4129
massachusetts,berkley,trump,4113
massachusetts,great barrington,biden,4112
massachusetts,eastham,biden,4100
massachusetts,dover,biden,4023
massachusetts,granby,biden,3956
massachusetts,mendon,biden,3944
massachusetts,rochester,trump,3833
massachusetts,ashburnham,biden,3827
massachusetts,dalton,biden,3821
massachusetts,manchester,biden,3819
massachusetts,orange,biden,3800
massachusetts,hopedale,biden,3775
massachusetts,bolton,biden,3762
massachusetts,williamstown,biden,3757
massachusetts,shirley,biden,3700
massachusetts,marion,biden,3696
massachusetts,carlisle,biden,3638
massachusetts,hadley,biden,3493
massachusetts,lee,biden,3489
massachusetts,boxborough,biden,3402
massachusetts,lenox,biden,3368
massachusetts,deerfield,biden,3350
massachusetts,hampden,trump,3339
massachusetts,boylston,biden,3304
massachusetts,west newbury,biden,3270
massachusetts,oak bluffs,biden,3209
massachusetts,barre,biden,3157
massachusetts,edgartown,biden,3101
massachusetts,sherborn,biden,2963
massachusetts,paxton,biden,2962
massachusetts,hubbardston,trump,2927
massachusetts,tisbury,biden,2835
massachusetts,north brookfield,trump,2715
massachusetts,avon,biden,2697
massachusetts,provincetown,biden,2613
massachusetts,wenham,biden,2608
massachusetts,warren,trump,2599
massachusetts,princeton,biden,2575
massachusetts,nahant,biden,2524
massachusetts,wellfleet,biden,2516
massachusetts,essex,biden,2512
massachusetts,west brookfield,biden,2327
massachusetts,brimfield,trump,2314
massachusetts,hatfield,biden,2313
massachusetts,west tisbury,biden,2295
massachusetts,berlin,biden,2265
massachusetts,dunstable,biden,2173
massachusetts,sheffield,biden,2162
massachusetts,brookfield,trump,2054
massachusetts,sunderland,biden,2050
massachusetts,ashby,trump,2023
massachusetts,cheshire,biden,1946
massachusetts,plympton,biden,1918
massachusetts,lanesborough,biden,1891
massachusetts,northfield,biden,1855
massachusetts,millville,trump,1848
massachusetts,williamsburg,biden,1822
massachusetts,truro,biden,1762
massachusetts,holland,trump,1545
massachusetts,hardwick,biden,1529
massachusetts,leverett,biden,1386
massachusetts,bernardston,biden,1375
massachusetts,east brookfield,trump,1365
massachusetts,stockbridge,biden,1363
massachusetts,shutesbury,biden,1330
massachusetts,conway,biden,1303
massachusetts,oakham,trump,1257
massachusetts,ashfield,biden,1218
massachusetts,huntington,trump,1217
massachusetts,hinsdale,biden,1210
massachusetts,becket,biden,1195
massachusetts,westhampton,biden,1195
massachusetts,buckland,biden,1191
massachusetts,shelburne,biden,1174
massachusetts,whately,biden,1107
massachusetts,phillipston,trump,1094
massachusetts,wales,trump,1087
massachusetts,richmond,biden,1057
massachusetts,otis,biden,1014
massachusetts,colrain,biden,1007
massachusetts,clarksburg,biden,990
massachusetts,granville,trump,990
massachusetts,gill,biden,987
massachusetts,egremont,biden,973
massachusetts,west stockbridge,biden,971
massachusetts,new marlborough,biden,959
massachusetts,erving,biden,929
massachusetts,pelham,biden,925
massachusetts,chilmark,biden,921
massachusetts,russell,trump,919
massachusetts,petersham,biden,872
massachusetts,worthington,biden,870
massachusetts,chesterfield,biden,822
massachusetts,royalston,biden,787
massachusetts,blandford,trump,775
massachusetts,chester,trump,744
massachusetts,charlemont,biden,743
massachusetts,new salem,biden,681
massachusetts,goshen,biden,672
massachusetts,new braintree,trump,671
massachusetts,wendell,biden,614
massachusetts,monterey,biden,592
massachusetts,cummington,biden,591
massachusetts,windsor,biden,579
massachusetts,montgomery,trump,564
massachusetts,peru,biden,533
massachusetts,warwick,biden,523
massachusetts,sandisfield,biden,515
massachusetts,leyden,biden,502
massachusetts,hancock,biden,478
massachusetts,heath,biden,468
massachusetts,plainfield,biden,443
massachusetts,florida,biden,418
massachusetts,savoy,biden,399
massachusetts,aquinnah,biden,355
massachusetts,washington,biden,353
massachusetts,middlefield,biden,334
massachusetts,tolland,trump,328
massachusetts,tyringham,biden,314
massachusetts,rowe,biden,267
massachusetts,hawley,biden,231
massachusetts,new ashford,biden,151
massachusetts,mount washington,biden,125
massachusetts,gosnold,biden,82
massachusetts,monroe,trump,60
michigan,wayne,biden,872469
michigan,oakland,biden,770351
michigan,macomb,trump,494256
michigan,kent,biden,361048
michigan,genesee,biden,221360
michigan,washtenaw,biden,216418
michigan,ottawa,trump,168713
michigan,ingham,biden,144550
michigan,kalamazoo,biden,143414
michigan,livingston,trump,127197
michigan,saginaw,biden,103349
michigan,muskegon,biden,92444
michigan,st. clair,trump,92064
michigan,monroe,trump,87148
michigan,berrien,trump,82391
michigan,jackson,trump,80861
michigan,allegan,trump,67094
michigan,calhoun,trump,66281
michigan,eaton,trump,64327
michigan,bay,trump,60255
michigan,grand traverse,trump,60236
michigan,lenawee,trump,53375
michigan,lapeer,trump,52650
michigan,midland,trump,49088
michigan,clinton,trump,47927
michigan,shiawassee,trump,39224
michigan,van buren,trump,39066
michigan,marquette,biden,37462
michigan,barry,trump,35905
michigan,ionia,trump,32209
michigan,montcalm,trump,32100
michigan,tuscola,trump,29445
michigan,isabella,trump,29421
michigan,st. joseph,trump,27936
michigan,newaygo,trump,27161
michigan,cass,trump,26216
michigan,hillsdale,trump,23302
michigan,sanilac,trump,22446
michigan,emmet,trump,22177
michigan,delta,trump,21151
michigan,mecosta,trump,21049
michigan,branch,trump,20536
michigan,gratiot,trump,19127
michigan,houghton,trump,18501
michigan,huron,trump,18437
michigan,wexford,trump,18265
michigan,chippewa,trump,17642
michigan,mason,trump,17254
michigan,charlevoix,trump,17000
michigan,alpena,trump,16969
michigan,leelanau,biden,16900
michigan,clare,trump,16281
michigan,antrim,trump,15949
michigan,cheboygan,trump,15868
michigan,iosco,trump,15363
michigan,roscommon,trump,15018
michigan,otsego,trump,14757
michigan,manistee,trump,14655
michigan,gladwin,trump,14603
michigan,dickinson,trump,14589
michigan,oceana,trump,14062
michigan,menominee,trump,12607
michigan,osceola,trump,12329
michigan,benzie,trump,12262
michigan,ogemaw,trump,11907
michigan,kalkaska,trump,10631
michigan,arenac,trump,8831
michigan,missaukee,trump,8755
michigan,presque isle,trump,8344
michigan,gogebic,trump,8266
michigan,crawford,trump,7861
michigan,alcona,trump,7064
michigan,mackinac,trump,7015
michigan,iron,trump,6789
michigan,lake,trump,6323
michigan,montmorency,trump,5859
michigan,alger,trump,5128
michigan,oscoda,trump,4874
michigan,schoolcraft,trump,4745
michigan,baraga,trump,4038
michigan,ontonagon,trump,3804
michigan,luce,trump,3001
michigan,keweenaw,trump,1557
minnesota,winona,biden,27173
minnesota,st. louis,biden,119531
minnesota,nicollet,biden,19125
minnesota,blue earth,biden,36051
minnesota,lake,biden,7202
minnesota,ramsey,biden,295977
minnesota,stearns,trump,84835
minnesota,lincoln,trump,3115
minnesota,freeborn,trump,16818
minnesota,martin,trump,11009
minnesota,traverse,trump,1864
minnesota,rice,trump,35686
minnesota,clay,biden,32239
minnesota,beltrami,trump,24189
minnesota,steele,trump,21128
minnesota,mower,trump,19345
minnesota,cottonwood,trump,6107
minnesota,watonwan,trump,5201
minnesota,swift,trump,5193
minnesota,lac qui parle,trump,4040
minnesota,hennepin,biden,755969
minnesota,goodhue,trump,28636
minnesota,douglas,trump,24165
minnesota,polk,trump,15594
minnesota,faribault,trump,7914
minnesota,jackson,trump,5819
minnesota,yellow medicine,trump,5528
minnesota,murray,trump,4896
minnesota,otter tail,trump,36399
minnesota,kandiyohi,trump,23367
minnesota,hubbard,trump,12965
minnesota,wilkin,trump,3430
minnesota,dakota,biden,262259
minnesota,olmsted,biden,91385
minnesota,houston,trump,11440
minnesota,grant,trump,3654
minnesota,norman,trump,3441
minnesota,sherburne,trump,55612
minnesota,brown,trump,14635
minnesota,chippewa,trump,6611
minnesota,marshall,trump,5113
minnesota,anoka,trump,211132
minnesota,washington,biden,166786
minnesota,scott,trump,87965
minnesota,wright,trump,82426
minnesota,carver,trump,66361
minnesota,crow wing,trump,40173
minnesota,chisago,trump,34570
minnesota,itasca,trump,26561
minnesota,isanti,trump,24235
minnesota,benton,trump,22260
minnesota,mcleod,trump,20933
minnesota,carlton,biden,20369
minnesota,morrison,trump,19558
minnesota,becker,trump,19401
minnesota,cass,trump,18289
minnesota,le sueur,trump,16818
minnesota,pine,trump,16001
minnesota,mille lacs,trump,14689
minnesota,meeker,trump,13529
minnesota,todd,trump,13257
minnesota,wabasha,trump,13123
minnesota,lyon,trump,12893
minnesota,dodge,trump,12187
minnesota,fillmore,trump,12141
minnesota,waseca,trump,10389
minnesota,aitkin,trump,10025
minnesota,kanabec,trump,9242
minnesota,nobles,trump,8715
minnesota,sibley,trump,8452
minnesota,roseau,trump,8421
minnesota,redwood,trump,8284
minnesota,renville,trump,8128
minnesota,wadena,trump,7677
minnesota,pennington,trump,7277
minnesota,pope,trump,7022
minnesota,koochiching,trump,6922
minnesota,rock,trump,5240
minnesota,stevens,trump,5085
minnesota,pipestone,trump,4940
minnesota,clearwater,trump,4708
minnesota,cook,biden,3806
minnesota,big stone,trump,2974
minnesota,kittson,trump,2639
minnesota,lake of the woods,trump,2408
minnesota,mahnomen,trump,2304
minnesota,red lake,trump,2196
minnesota,,,
mississippi,hinds,biden,100191
mississippi,lee,trump,37003
mississippi,walthall,trump,7122
mississippi,carroll,trump,5705
mississippi,grenada,trump,10919
mississippi,coahoma,biden,8507
mississippi,clay,biden,10206
mississippi,claiborne,biden,4453
mississippi,issaquena,biden,676
mississippi,desoto,trump,76248
mississippi,harrison,trump,75865
mississippi,rankin,trump,70655
mississippi,madison,trump,56335
mississippi,jackson,trump,54623
mississippi,forrest,trump,31725
mississippi,lauderdale,trump,31266
mississippi,jones,trump,30091
mississippi,lamar,trump,28526
mississippi,lowndes,trump,27274
mississippi,pearl river,trump,24056
mississippi,lafayette,trump,23481
mississippi,warren,biden,21056
mississippi,hancock,trump,20957
mississippi,oktibbeha,biden,19812
mississippi,washington,biden,18025
mississippi,pike,biden,17360
mississippi,monroe,trump,17279
mississippi,lincoln,trump,16818
mississippi,marshall,biden,15830
mississippi,alcorn,trump,15813
mississippi,panola,trump,15635
mississippi,pontotoc,trump,14377
mississippi,adams,biden,13759
mississippi,bolivar,biden,13755
mississippi,tate,trump,13101
mississippi,copiah,biden,12897
mississippi,union,trump,12683
mississippi,marion,trump,12194
mississippi,simpson,trump,11820
mississippi,neshoba,trump,11720
mississippi,george,trump,11064
mississippi,leflore,biden,10893
mississippi,itawamba,trump,10826
mississippi,scott,trump,10744
mississippi,prentiss,trump,10661
mississippi,yazoo,biden,10441
mississippi,newton,trump,10189
mississippi,tippah,trump,10102
mississippi,wayne,trump,10066
mississippi,sunflower,biden,9683
mississippi,covington,trump,9371
mississippi,winston,trump,9244
mississippi,leake,trump,9204
mississippi,tishomingo,trump,9147
mississippi,attala,trump,8832
mississippi,jasper,biden,8742
mississippi,clarke,trump,8347
mississippi,smith,trump,8327
mississippi,chickasaw,trump,8148
mississippi,holmes,biden,8115
mississippi,stone,trump,7878
mississippi,amite,trump,7207
mississippi,lawrence,trump,6617
mississippi,calhoun,trump,6595
mississippi,yalobusha,trump,6538
mississippi,jeff davis,biden,6213
mississippi,perry,trump,5922
mississippi,greene,trump,5816
mississippi,tallahatchie,biden,5691
mississippi,webster,trump,5402
mississippi,noxubee,biden,5341
mississippi,montgomery,trump,5078
mississippi,kemper,biden,4732
mississippi,franklin,trump,4464
mississippi,benton,trump,4292
mississippi,choctaw,trump,4225
mississippi,humphreys,biden,4189
mississippi,wilkinson,biden,4130
mississippi,jefferson,biden,3911
mississippi,tunica,biden,3565
mississippi,quitman,biden,3229
mississippi,sharkey,biden,2183
missouri,shannon,trump,3906
missouri,st. clair,trump,4974
missouri,platte,trump,57270
missouri,shelby,trump,3350
missouri,st. louis county,biden,536446
missouri,jackson,biden,333063
missouri,st. charles,trump,222017
missouri,greene,trump,141800
missouri,st. louis city,biden,133867
missouri,clay,trump,126569
missouri,jefferson,trump,116688
missouri,boone,biden,91168
missouri,cass,trump,57408
missouri,franklin,trump,53685
missouri,jasper,trump,52352
missouri,christian,trump,46839
missouri,cape girardeau,trump,40328
missouri,cole,trump,39529
missouri,buchanan,trump,36598
missouri,lincoln,trump,29018
missouri,newton,trump,28405
missouri,st. francois,trump,28001
missouri,taney,trump,26288
missouri,camden,trump,24812
missouri,johnson,trump,23123
missouri,callaway,trump,21144
missouri,phelps,trump,19568
missouri,pettis,trump,19097
missouri,webster,trump,18779
missouri,howell,trump,18650
missouri,stone,trump,18483
missouri,warren,trump,18375
missouri,butler,trump,18141
missouri,lawrence,trump,17905
missouri,scott,trump,17719
missouri,lafayette,trump,17055
missouri,laclede,trump,16793
missouri,barry,trump,15598
missouri,polk,trump,15064
missouri,pulaski,trump,14414
missouri,stoddard,trump,13426
missouri,marion,trump,13348
missouri,miller,trump,12382
missouri,ray,trump,11649
missouri,texas,trump,11315
missouri,crawford,trump,10973
missouri,clinton,trump,10888
missouri,henry,trump,10788
missouri,randolph,trump,10744
missouri,audrain,trump,10656
missouri,benton,trump,10476
missouri,dunklin,trump,10419
missouri,adair,trump,10336
missouri,washington,trump,9976
missouri,nodaway,trump,9893
missouri,andrew,trump,9752
missouri,saline,trump,9519
missouri,morgan,trump,9487
missouri,ste. genevieve,trump,9484
missouri,perry,trump,9447
missouri,vernon,trump,9185
missouri,mcdonald,trump,9053
missouri,wright,trump,8739
missouri,cooper,trump,8693
missouri,bates,trump,8416
missouri,dallas,trump,8104
missouri,gasconade,trump,7923
missouri,macon,trump,7836
missouri,pike,trump,7695
missouri,osage,trump,7539
missouri,new madrid,trump,7250
missouri,moniteau,trump,7157
missouri,dent,trump,7142
missouri,cedar,trump,7044
missouri,douglas,trump,7000
missouri,livingston,trump,6758
missouri,barton,trump,6077
missouri,bollinger,trump,5983
missouri,wayne,trump,5878
missouri,montgomery,trump,5772
missouri,pemiscot,trump,5735
missouri,linn,trump,5726
missouri,ripley,trump,5717
missouri,madison,trump,5676
missouri,ralls,trump,5662
missouri,howard,trump,5092
missouri,hickory,trump,5080
missouri,ozark,trump,4864
missouri,dekalb,trump,4843
missouri,maries,trump,4771
missouri,mississippi,trump,4756
missouri,oregon,trump,4739
missouri,caldwell,trump,4682
missouri,lewis,trump,4609
missouri,iron,trump,4592
missouri,carroll,trump,4532
missouri,monroe,trump,4483
missouri,grundy,trump,4437
missouri,dade,trump,4119
missouri,chariton,trump,4077
missouri,daviess,trump,3911
missouri,harrison,trump,3826
missouri,clark,trump,3394
missouri,reynolds,trump,3298
missouri,gentry,trump,3237
missouri,carter,trump,2897
missouri,atchison,trump,2814
missouri,sullivan,trump,2471
missouri,putnam,trump,2361
missouri,holt,trump,2343
missouri,schuyler,trump,2003
missouri,scotland,trump,1984
missouri,knox,trump,1854
missouri,mercer,trump,1779
missouri,worth,trump,1107
montana,daniels,trump,1014
montana,hill,trump,7182
montana,glacier,biden,5639
montana,blaine,biden,3117
montana,chouteau,trump,2974
montana,sweet grass,trump,2446
montana,meagher,trump,1110
montana,treasure,trump,460
montana,yellowstone,trump,83821
montana,missoula,biden,71986
montana,gallatin,biden,71507
montana,flathead,trump,60258
montana,lewis and clark,trump,42485
montana,cascade,trump,39885
montana,ravalli,trump,28507
montana,silver bow,biden,18827
montana,lake,trump,16626
montana,lincoln,trump,11747
montana,park,trump,11618
montana,jefferson,trump,8191
montana,sanders,trump,7652
montana,carbon,trump,7101
montana,fergus,trump,6531
montana,madison,trump,6113
montana,custer,trump,5883
montana,richland,trump,5798
montana,stillwater,trump,5741
montana,beaverhead,trump,5661
montana,deer lodge,biden,4891
montana,dawson,trump,4837
montana,big horn,biden,4784
montana,valley,trump,4272
montana,broadwater,trump,4097
montana,roosevelt,trump,4028
montana,rosebud,trump,3784
montana,teton,trump,3695
montana,powell,trump,3195
montana,pondera,trump,2995
montana,musselshell,trump,2881
montana,mineral,trump,2563
montana,phillips,trump,2386
montana,toole,trump,2123
montana,granite,trump,2102
montana,sheridan,trump,2030
montana,fallon,trump,1575
montana,judith basin,trump,1344
montana,powder river,trump,1136
montana,mccone,trump,1128
montana,liberty,trump,1083
montana,wheatland,trump,1068
montana,carter,trump,864
montana,garfield,trump,813
montana,prairie,trump,744
montana,wibaux,trump,598
montana,golden valley,trump,503
montana,petroleum,trump,351
nebraska,douglas,biden,276540
nebraska,lancaster,biden,157215
nebraska,sarpy,trump,96193
nebraska,hall,trump,24450
nebraska,buffalo,trump,23711
nebraska,lincoln,trump,17163
nebraska,dodge,trump,16938
nebraska,madison,trump,15819
nebraska,platte,trump,15721
nebraska,scotts bluff,trump,15524
nebraska,cass,trump,15326
nebraska,adams,trump,14653
nebraska,saunders,trump,12786
nebraska,washington,trump,12467
nebraska,gage,trump,11119
nebraska,seward,trump,9199
nebraska,dawson,trump,9191
nebraska,otoe,trump,8355
nebraska,york,trump,7161
nebraska,dakota,trump,6817
nebraska,custer,trump,6010
nebraska,saline,trump,5780
nebraska,hamilton,trump,5566
nebraska,holt,trump,5550
nebraska,red willow,trump,5470
nebraska,box butte,trump,5200
nebraska,phelps,trump,5021
nebraska,cedar,trump,5015
nebraska,cheyenne,trump,4776
nebraska,knox,trump,4708
nebraska,butler,trump,4518
nebraska,cuming,trump,4459
nebraska,keith,trump,4369
nebraska,merrick,trump,4282
nebraska,wayne,trump,4218
nebraska,dawes,trump,4151
nebraska,richardson,trump,4134
nebraska,pierce,trump,4012
nebraska,burt,trump,3739
nebraska,jefferson,trump,3730
nebraska,colfax,trump,3726
nebraska,kearney,trump,3617
nebraska,antelope,trump,3583
nebraska,clay,trump,3570
nebraska,howard,trump,3511
nebraska,nemaha,trump,3432
nebraska,cherry,trump,3269
nebraska,boone,trump,3226
nebraska,stanton,trump,3165
nebraska,fillmore,trump,3148
nebraska,dixon,trump,3094
nebraska,thayer,trump,2989
nebraska,polk,trump,2887
nebraska,sheridan,trump,2684
nebraska,furnas,trump,2602
nebraska,morrill,trump,2558
nebraska,thurston,trump,2379
nebraska,valley,trump,2344
nebraska,nuckolls,trump,2305
nebraska,johnson,trump,2233
nebraska,chase,trump,2000
nebraska,harlan,trump,1934
nebraska,kimball,trump,1877
nebraska,webster,trump,1876
nebraska,nance,trump,1832
nebraska,franklin,trump,1728
nebraska,sherman,trump,1700
nebraska,brown,trump,1684
nebraska,perkins,trump,1545
nebraska,hitchcock,trump,1470
nebraska,frontier,trump,1446
nebraska,pawnee,trump,1429
nebraska,greeley,trump,1259
nebraska,garden,trump,1200
nebraska,boyd,trump,1155
nebraska,gosper,trump,1121
nebraska,garfield,trump,1076
nebraska,deuel,trump,1034
nebraska,dundy,trump,1003
nebraska,rock,trump,842
nebraska,sioux,trump,731
nebraska,hayes,trump,536
nebraska,keya paha,trump,530
nebraska,wheeler,trump,503
nebraska,loup,trump,454
nebraska,logan,trump,450
nebraska,hooker,trump,442
nebraska,thomas,trump,427
nebraska,banner,trump,411
nebraska,grant,trump,402
nebraska,blaine,trump,317
nebraska,mcpherson,trump,302
nebraska,arthur,trump,285
nevada,clark,biden,972510
nevada,washoe,biden,252142
nevada,douglas,trump,34125
nevada,lyon,trump,30238
nevada,carson city,trump,29739
nevada,nye,trump,25378
nevada,elko,trump,21967
nevada,churchill,trump,12890
nevada,humboldt,trump,7771
nevada,white pine,trump,4369
nevada,storey,trump,2877
nevada,lander,trump,2765
nevada,lincoln,trump,2446
nevada,mineral,trump,2335
nevada,pershing,trump,2320
nevada,eureka,trump,1017
nevada,esmeralda,trump,487
new hampshire,wentworth's location,trump,18
new hampshire,stoddard,trump,849
new hampshire,seabrook,trump,4639
new hampshire,millsfield,trump,21
new hampshire,columbia,trump,351
new hampshire,cornish,biden,1109
new hampshire,new castle,biden,904
new hampshire,milford,biden,8961
new hampshire,wakefield,trump,3270
new hampshire,chichester,trump,1736
new hampshire,franconia,biden,801
new hampshire,dalton,trump,528
new hampshire,manchester,biden,52606
new hampshire,nashua,biden,45281
new hampshire,concord,biden,23875
new hampshire,dover,biden,19229
new hampshire,derry,trump,17894
new hampshire,salem,trump,17841
new hampshire,rochester,trump,16907
new hampshire,merrimack,biden,16697
new hampshire,londonderry,trump,15873
new hampshire,bedford,biden,14739
new hampshire,portsmouth,biden,14701
new hampshire,hudson,trump,14641
new hampshire,keene,biden,12929
new hampshire,hampton,biden,11502
new hampshire,exeter,biden,10336
new hampshire,goffstown,trump,10196
new hampshire,windham,trump,9900
new hampshire,laconia,trump,8955
new hampshire,pelham,trump,8854
new hampshire,hooksett,trump,8585
new hampshire,amherst,biden,8137
new hampshire,lebanon,biden,7949
new hampshire,durham,biden,7810
new hampshire,hanover,biden,7117
new hampshire,somersworth,biden,6071
new hampshire,barrington,biden,6004
new hampshire,newmarket,biden,6004
new hampshire,raymond,trump,6000
new hampshire,conway,biden,5966
new hampshire,hampstead,trump,5897
new hampshire,hollis,biden,5825
new hampshire,claremont,biden,5813
new hampshire,weare,trump,5538
new hampshire,bow,biden,5512
new hampshire,stratham,biden,5485
new hampshire,litchfield,trump,5410
new hampshire,gilford,trump,5313
new hampshire,atkinson,trump,5104
new hampshire,wolfeboro,trump,4777
new hampshire,plaistow,trump,4617
new hampshire,rye,biden,4465
new hampshire,epping,trump,4437
new hampshire,meredith,trump,4407
new hampshire,peterborough,biden,4400
new hampshire,pembroke,biden,4325
new hampshire,franklin,trump,4178
new hampshire,hopkinton,biden,4163
new hampshire,kingston,trump,4102
new hampshire,berlin,biden,4065
new hampshire,belmont,trump,4052
new hampshire,sandown,trump,3975
new hampshire,new boston,trump,3934
new hampshire,auburn,trump,3930
new hampshire,alton,trump,3903
new hampshire,swanzey,biden,3830
new hampshire,loudon,trump,3725
new hampshire,moultonborough,trump,3664
new hampshire,rindge,trump,3658
new hampshire,brookline,biden,3628
new hampshire,nottingham,biden,3496
new hampshire,north hampton,biden,3484
new hampshire,chester,trump,3469
new hampshire,farmington,trump,3433
new hampshire,plymouth,biden,3415
new hampshire,hillsborough,trump,3276
new hampshire,deerfield,trump,3221
new hampshire,new london,biden,3194
new hampshire,newport,trump,3138
new hampshire,new ipswich,trump,3123
new hampshire,littleton,biden,3115
new hampshire,jaffrey,biden,3018
new hampshire,newton,trump,2994
new hampshire,lee,biden,2976
new hampshire,epsom,trump,2927
new hampshire,barnstead,trump,2922
new hampshire,greenland,biden,2919
new hampshire,brentwood,biden,2914
new hampshire,northwood,trump,2881
new hampshire,fremont,trump,2839
new hampshire,danville,trump,2816
new hampshire,strafford,trump,2802
new hampshire,candia,trump,2789
new hampshire,enfield,biden,2765
new hampshire,henniker,biden,2711
new hampshire,northfield,trump,2619
new hampshire,milton,trump,2539
new hampshire,ossipee,trump,2519
new hampshire,gilmanton,trump,2500
new hampshire,charlestown,trump,2481
new hampshire,wilton,biden,2473
new hampshire,grantham,biden,2447
new hampshire,sunapee,biden,2431
new hampshire,chesterfield,biden,2392
new hampshire,walpole,biden,2347
new hampshire,allenstown,trump,2325
new hampshire,bartlett,biden,2170
new hampshire,haverhill,trump,2144
new hampshire,campton,biden,2129
new hampshire,pittsfield,trump,2095
new hampshire,canaan,biden,2086
new hampshire,sanbornton,trump,2045
new hampshire,boscawen,trump,2040
new hampshire,dunbarton,trump,2030
new hampshire,tilton,trump,2025
new hampshire,winchester,trump,2019
new hampshire,warner,biden,1928
new hampshire,hinsdale,biden,1915
new hampshire,tuftonboro,trump,1900
new hampshire,bristol,trump,1871
new hampshire,new durham,trump,1868
new hampshire,mont vernon,biden,1778
new hampshire,tamworth,biden,1768
new hampshire,canterbury,biden,1754
new hampshire,rollinsford,biden,1736
new hampshire,lancaster,trump,1735
new hampshire,thornton,biden,1731
new hampshire,hampton falls,trump,1720
new hampshire,madison,biden,1703
new hampshire,east kingston,trump,1692
new hampshire,gorham,biden,1686
new hampshire,plainfield,biden,1685
new hampshire,bethlehem,biden,1671
new hampshire,newbury,biden,1667
new hampshire,andover,biden,1595
new hampshire,antrim,trump,1584
new hampshire,kensington,biden,1557
new hampshire,new hampton,trump,1539
new hampshire,holderness,biden,1481
new hampshire,fitzwilliam,trump,1367
new hampshire,sutton,biden,1348
new hampshire,whitefield,trump,1321
new hampshire,madbury,biden,1312
new hampshire,lyme,biden,1305
new hampshire,hancock,biden,1298
new hampshire,marlborough,biden,1273
new hampshire,newfields,biden,1255
new hampshire,webster,trump,1241
