state,county,candidate,candidate votes,total votes
illinois,kendall,Hillary Clinton,24884,53447
illinois,knox,Hillary Clinton,10083,22243
illinois,lake,Hillary Clinton,171095,303520
illinois,lasalle,Hillary Clinton,19543,49743
illinois,lawrence,Hillary Clinton,1290,6094
illinois,lee,Hillary Clinton,5528,15489
illinois,livingston,Hillary Clinton,4023,15269
illinois,logan,Hillary Clinton,3313,12401
illinois,mcdonough,Hillary Clinton,5288,13092
illinois,mchenry,Hillary Clinton,60803,141750
illinois,mclean,Hillary Clinton,36196,79835
illinois,macon,Hillary Clinton,18343,48060
illinois,macoupin,Hillary Clinton,6689,22360
illinois,madison,Hillary Clinton,50587,130179
illinois,marion,Hillary Clinton,4369,17074
illinois,marshall,Hillary Clinton,1789,5984
illinois,mason,Hillary Clinton,2014,6486
illinois,massac,Hillary Clinton,1558,6683
illinois,menard,Hillary Clinton,1817,6515
illinois,mercer,Hillary Clinton,3071,8525
illinois,monroe,Hillary Clinton,5535,19354
illinois,montgomery,Hillary Clinton,3504,12978
illinois,morgan,Hillary Clinton,4696,14800
illinois,moultrie,Hillary Clinton,1481,6283
illinois,ogle,Hillary Clinton,8050,24193
illinois,peoria,Hillary Clinton,38060,78503
illinois,perry,Hillary Clinton,2462,9853
illinois,piatt,Hillary Clinton,2645,9008
illinois,pike,Hillary Clinton,1413,7530
illinois,pope,Hillary Clinton,375,2142
illinois,pulaski,Hillary Clinton,962,2735
illinois,putnam,Hillary Clinton,1147,3111
illinois,randolph,Hillary Clinton,3439,14194
illinois,richland,Hillary Clinton,1584,7684
illinois,rock island,Hillary Clinton,32298,63994
illinois,st. clair,Hillary Clinton,60756,120580
illinois,saline,Hillary Clinton,2572,11384
illinois,sangamon,Hillary Clinton,40907,98373
illinois,schuyler,Hillary Clinton,1075,3828
illinois,scott,Hillary Clinton,535,2608
illinois,shelby,Hillary Clinton,2288,11010
illinois,stark,Hillary Clinton,751,2743
illinois,stephenson,Hillary Clinton,7768,20343
illinois,tazewell,Hillary Clinton,20685,64400
illinois,union,Hillary Clinton,2402,8537
illinois,vermilion,Hillary Clinton,10039,30570
illinois,wabash,Hillary Clinton,1151,5464
illinois,warren,Hillary Clinton,2987,7807
illinois,washington,Hillary Clinton,1448,7427
illinois,wayne,Hillary Clinton,1048,8261
illinois,white,Hillary Clinton,1412,7335
illinois,whiteside,Hillary Clinton,11035,25582
illinois,will,Hillary Clinton,151927,300904
illinois,williamson,Hillary Clinton,8581,31852
illinois,winnebago,Hillary Clinton,55713,118376
illinois,woodford,Hillary Clinton,5092,19864
indiana,adams,Hillary Clinton,2805,13090
indiana,allen,Hillary Clinton,55382,147137
indiana,bartholomew,Hillary Clinton,9841,32490
indiana,benton,Hillary Clinton,860,3666
indiana,blackford,Hillary Clinton,1243,4839
indiana,boone,Hillary Clinton,10181,32178
indiana,brown,Hillary Clinton,2518,7945
indiana,carroll,Hillary Clinton,1892,8643
indiana,cass,Hillary Clinton,3759,14209
indiana,clark,Hillary Clinton,18808,51147
indiana,clay,Hillary Clinton,2306,11282
indiana,clinton,Hillary Clinton,2819,11936
indiana,crawford,Hillary Clinton,1323,4593
indiana,daviess,Hillary Clinton,1800,10768
indiana,dearborn,Hillary Clinton,4883,23987
indiana,decatur,Hillary Clinton,2121,11127
indiana,dekalb,Hillary Clinton,3942,16902
indiana,delaware,Hillary Clinton,18153,45123
indiana,dubois,Hillary Clinton,5389,19984
indiana,elkhart,Hillary Clinton,20740,65630
indiana,fayette,Hillary Clinton,2252,9530
indiana,floyd,Hillary Clinton,13945,37425
indiana,fountain,Hillary Clinton,1476,7492
indiana,franklin,Hillary Clinton,1969,11013
indiana,fulton,Hillary Clinton,1960,8374
indiana,gibson,Hillary Clinton,3721,15484
indiana,grant,Hillary Clinton,7010,25312
indiana,greene,Hillary Clinton,2929,13801
indiana,hamilton,Hillary Clinton,57263,154256
indiana,hancock,Hillary Clinton,8904,36181
indiana,harrison,Hillary Clinton,4783,18558
indiana,hendricks,Hillary Clinton,22600,75559
indiana,henry,Hillary Clinton,5124,20155
indiana,howard,Hillary Clinton,11215,36843
indiana,huntington,Hillary Clinton,3506,16043
indiana,jackson,Hillary Clinton,3843,17573
indiana,jasper,Hillary Clinton,3329,13378
indiana,jay,Hillary Clinton,1889,7986
indiana,jefferson,Hillary Clinton,4326,13544
indiana,jennings,Hillary Clinton,2364,11150
indiana,johnson,Hillary Clinton,17318,66500
indiana,knox,Hillary Clinton,3772,15516
indiana,kosciusko,Hillary Clinton,6313,32084
indiana,lagrange,Hillary Clinton,2080,9566
indiana,lake,Hillary Clinton,116935,201205
indiana,laporte,Hillary Clinton,19798,45203
indiana,lawrence,Hillary Clinton,4210,19152
indiana,madison,Hillary Clinton,18595,53909
indiana,marion,Hillary Clinton,212899,362372
indiana,marshall,Hillary Clinton,4798,18082
indiana,martin,Hillary Clinton,881,4809
indiana,miami,Hillary Clinton,2766,13482
indiana,monroe,Hillary Clinton,34216,58454
indiana,montgomery,Hillary Clinton,3362,15156
indiana,morgan,Hillary Clinton,6040,31280
indiana,newton,Hillary Clinton,1404,5795
indiana,noble,Hillary Clinton,3904,16890
indiana,ohio,Hillary Clinton,686,2921
indiana,orange,Hillary Clinton,2048,8192
indiana,owen,Hillary Clinton,1946,8557
indiana,parke,Hillary Clinton,1441,6582
indiana,perry,Hillary Clinton,3062,8055
indiana,pike,Hillary Clinton,1297,5977
indiana,porter,Hillary Clinton,33676,77190
indiana,posey,Hillary Clinton,3521,12467
indiana,pulaski,Hillary Clinton,1327,5459
indiana,putnam,Hillary Clinton,3356,14715
indiana,randolph,Hillary Clinton,2446,10458
indiana,ripley,Hillary Clinton,2471,12810
indiana,rush,Hillary Clinton,1525,7214
indiana,st. joseph,Hillary Clinton,52252,110060
indiana,scott,Hillary Clinton,2642,9101
indiana,shelby,Hillary Clinton,4247,17994
indiana,spencer,Hillary Clinton,2861,9979
indiana,starke,Hillary Clinton,2489,9226
indiana,steuben,Hillary Clinton,3744,14566
indiana,sullivan,Hillary Clinton,2113,8559
indiana,switzerland,Hillary Clinton,930,3699
indiana,tippecanoe,Hillary Clinton,27282,62515
indiana,tipton,Hillary Clinton,1587,7510
indiana,union,Hillary Clinton,715,3291
indiana,vanderburgh,Hillary Clinton,28530,72507
indiana,vermillion,Hillary Clinton,2081,6939
indiana,vigo,Hillary Clinton,15931,39818
indiana,wabash,Hillary Clinton,3018,13468
indiana,warren,Hillary Clinton,839,3930
indiana,warrick,Hillary Clinton,9086,29589
indiana,washington,Hillary Clinton,2636,11382
indiana,wayne,Hillary Clinton,8322,25579
indiana,wells,Hillary Clinton,2586,13185
indiana,white,Hillary Clinton,2590,10053
indiana,whitley,Hillary Clinton,3379,15623
iowa,adair,Hillary Clinton,1133,3811
iowa,adams,Hillary Clinton,565,2106
iowa,allamakee,Hillary Clinton,2421,6923
iowa,appanoose,Hillary Clinton,1814,6136
iowa,audubon,Hillary Clinton,1080,3412
iowa,benton,Hillary Clinton,4678,13844
iowa,black hawk,Hillary Clinton,32233,64405
iowa,boone,Hillary Clinton,5541,14196
iowa,bremer,Hillary Clinton,5356,13538
iowa,buchanan,Hillary Clinton,3970,10252
iowa,buena vista,Hillary Clinton,2856,8278
iowa,butler,Hillary Clinton,2157,7513
iowa,calhoun,Hillary Clinton,1398,5159
iowa,carroll,Hillary Clinton,3309,10544
iowa,cass,Hillary Clinton,1951,7125
iowa,cedar,Hillary Clinton,3599,9541
iowa,cerro gordo,Hillary Clinton,9862,22965
iowa,cherokee,Hillary Clinton,1679,6258
iowa,chickasaw,Hillary Clinton,2266,6435
iowa,clarke,Hillary Clinton,1465,4454
iowa,clay,Hillary Clinton,2249,8617
iowa,clayton,Hillary Clinton,3237,9129
iowa,clinton,Hillary Clinton,10095,23067
iowa,crawford,Hillary Clinton,1991,6935
iowa,dallas,Hillary Clinton,15701,38252
iowa,davis,Hillary Clinton,977,3882
iowa,decatur,Hillary Clinton,1201,3734
iowa,delaware,Hillary Clinton,2957,9241
iowa,des moines,Hillary Clinton,8212,19103
iowa,dickinson,Hillary Clinton,3056,10354
iowa,dubuque,Hillary Clinton,22850,49721
iowa,emmet,Hillary Clinton,1357,4753
iowa,fayette,Hillary Clinton,3689,9975
iowa,floyd,Hillary Clinton,3179,8060
iowa,franklin,Hillary Clinton,1493,4968
iowa,fremont,Hillary Clinton,963,3595
iowa,greene,Hillary Clinton,1691,4821
iowa,grundy,Hillary Clinton,1856,6872
iowa,guthrie,Hillary Clinton,1732,5750
iowa,hamilton,Hillary Clinton,2726,7694
iowa,hancock,Hillary Clinton,1587,5871
iowa,hardin,Hillary Clinton,2787,8533
iowa,harrison,Hillary Clinton,2131,7465
iowa,henry,Hillary Clinton,2904,9404
iowa,howard,Hillary Clinton,1677,4559
iowa,humboldt,Hillary Clinton,1252,5087
iowa,ida,Hillary Clinton,792,3612
iowa,iowa,Hillary Clinton,3084,8904
iowa,jackson,Hillary Clinton,3837,10310
iowa,jasper,Hillary Clinton,7109,19034
iowa,jefferson,Hillary Clinton,3710,8156
iowa,johnson,Hillary Clinton,50200,76940
iowa,jones,Hillary Clinton,3787,10133
iowa,keokuk,Hillary Clinton,1342,4985
iowa,kossuth,Hillary Clinton,2543,8607
iowa,lee,Hillary Clinton,6215,16151
iowa,linn,Hillary Clinton,58935,117098
iowa,louisa,Hillary Clinton,1648,5008
iowa,lucas,Hillary Clinton,1239,4354
iowa,lyon,Hillary Clinton,920,6377
iowa,madison,Hillary Clinton,2678,8636
iowa,mahaska,Hillary Clinton,2619,10632
iowa,marion,Hillary Clinton,5482,17816
iowa,marshall,Hillary Clinton,7652,17980
iowa,mills,Hillary Clinton,2090,7698
iowa,mitchell,Hillary Clinton,1888,5417
iowa,monona,Hillary Clinton,1247,4572
iowa,monroe,Hillary Clinton,1056,3865
iowa,montgomery,Hillary Clinton,1314,5044
iowa,muscatine,Hillary Clinton,8368,19434
iowa,o'brien,Hillary Clinton,1315,7406
iowa,osceola,Hillary Clinton,552,3213
iowa,page,Hillary Clinton,1807,7044
iowa,palo alto,Hillary Clinton,1398,4703
iowa,plymouth,Hillary Clinton,2885,13190
iowa,pocahontas,Hillary Clinton,963,3865
iowa,polk,Hillary Clinton,119804,231555
iowa,pottawattamie,Hillary Clinton,15355,42680
iowa,poweshiek,Hillary Clinton,4304,9833
iowa,ringgold,Hillary Clinton,753,2707
iowa,sac,Hillary Clinton,1270,5212
iowa,scott,Hillary Clinton,40440,86220
iowa,shelby,Hillary Clinton,1662,6370
iowa,sioux,Hillary Clinton,2300,18194
iowa,story,Hillary Clinton,25709,50667
iowa,tama,Hillary Clinton,3196,8752
iowa,taylor,Hillary Clinton,758,3029
iowa,union,Hillary Clinton,1922,5832
iowa,van buren,Hillary Clinton,845,3561
iowa,wapello,Hillary Clinton,5594,15149
iowa,warren,Hillary Clinton,10411,27300
iowa,washington,Hillary Clinton,3943,10929
iowa,wayne,Hillary Clinton,719,2940
iowa,webster,Hillary Clinton,6305,17430
iowa,winnebago,Hillary Clinton,1931,5787
iowa,winneshiek,Hillary Clinton,5254,11362
iowa,woodbury,Hillary Clinton,16210,43718
iowa,worth,Hillary Clinton,1530,4257
iowa,wright,Hillary Clinton,1896,6026
kansas,allen,Hillary Clinton,1433,5454
kansas,anderson,Hillary Clinton,672,3350
kansas,atchison,Hillary Clinton,1989,6575
kansas,barber,Hillary Clinton,286,2252
kansas,barton,Hillary Clinton,1839,10269
kansas,bourbon,Hillary Clinton,1336,6093
kansas,brown,Hillary Clinton,863,4036
kansas,butler,Hillary Clinton,6573,27657
kansas,chase,Hillary Clinton,316,1369
kansas,chautauqua,Hillary Clinton,197,1481
kansas,cherokee,Hillary Clinton,2005,8620
kansas,cheyenne,Hillary Clinton,181,1407
kansas,clark,Hillary Clinton,120,1005
kansas,clay,Hillary Clinton,677,3820
kansas,cloud,Hillary Clinton,761,3930
kansas,coffey,Hillary Clinton,727,4068
kansas,comanche,Hillary Clinton,102,867
kansas,cowley,Hillary Clinton,3551,12621
kansas,crawford,Hillary Clinton,5199,14891
kansas,decatur,Hillary Clinton,178,1452
kansas,dickinson,Hillary Clinton,1609,8210
kansas,doniphan,Hillary Clinton,587,3378
kansas,douglas,Hillary Clinton,31195,50087
kansas,edwards,Hillary Clinton,212,1319
kansas,elk,Hillary Clinton,160,1259
kansas,ellis,Hillary Clinton,2742,11947
kansas,ellsworth,Hillary Clinton,521,2679
kansas,finney,Hillary Clinton,3195,10159
kansas,ford,Hillary Clinton,2149,7718
kansas,franklin,Hillary Clinton,2892,10965
kansas,geary,Hillary Clinton,2722,7504
kansas,gove,Hillary Clinton,149,1343
kansas,graham,Hillary Clinton,188,1284
kansas,grant,Hillary Clinton,441,2389
kansas,gray,Hillary Clinton,263,2066
kansas,greeley,Hillary Clinton,83,650
kansas,greenwood,Hillary Clinton,485,2840
kansas,hamilton,Hillary Clinton,121,876
kansas,harper,Hillary Clinton,393,2578
kansas,harvey,Hillary Clinton,5068,14916
kansas,haskell,Hillary Clinton,245,1354
kansas,hodgeman,Hillary Clinton,124,1017
kansas,jackson,Hillary Clinton,1512,5818
kansas,jefferson,Hillary Clinton,2518,8337
kansas,jewell,Hillary Clinton,180,1494
kansas,johnson,Hillary Clinton,129852,290090
kansas,kearny,Hillary Clinton,174,1316
kansas,kingman,Hillary Clinton,599,3334
kansas,kiowa,Hillary Clinton,114,1079
kansas,labette,Hillary Clinton,2291,8107
kansas,lane,Hillary Clinton,106,871
kansas,leavenworth,Hillary Clinton,10209,30301
kansas,lincoln,Hillary Clinton,215,1464
kansas,linn,Hillary Clinton,736,4427
kansas,logan,Hillary Clinton,149,1357
kansas,lyon,Hillary Clinton,4649,12288
kansas,mcpherson,Hillary Clinton,3226,12742
kansas,marion,Hillary Clinton,1204,5624
kansas,marshall,Hillary Clinton,1072,4673
kansas,meade,Hillary Clinton,210,1720
kansas,miami,Hillary Clinton,3991,15022
kansas,mitchell,Hillary Clinton,477,2942
kansas,montgomery,Hillary Clinton,2637,12004
kansas,morris,Hillary Clinton,601,2624
kansas,morton,Hillary Clinton,147,1192
kansas,nemaha,Hillary Clinton,725,5122
kansas,neosho,Hillary Clinton,1501,6314
kansas,ness,Hillary Clinton,162,1454
kansas,norton,Hillary Clinton,281,2234
kansas,osage,Hillary Clinton,1753,7046
kansas,osborne,Hillary Clinton,233,1788
kansas,ottawa,Hillary Clinton,424,2903
kansas,pawnee,Hillary Clinton,579,2661
kansas,phillips,Hillary Clinton,300,2664
kansas,pottawatomie,Hillary Clinton,2225,10693
kansas,pratt,Hillary Clinton,771,3842
kansas,rawlins,Hillary Clinton,163,1472
kansas,reno,Hillary Clinton,6837,24210
kansas,republic,Hillary Clinton,375,2529
kansas,rice,Hillary Clinton,695,3804
kansas,riley,Hillary Clinton,9341,21532
kansas,rooks,Hillary Clinton,275,2419
kansas,rush,Hillary Clinton,233,1503
kansas,russell,Hillary Clinton,461,3193
kansas,saline,Hillary Clinton,6317,22064
kansas,scott,Hillary Clinton,236,2202
kansas,sedgwick,Hillary Clinton,69627,188783
kansas,seward,Hillary Clinton,1628,5038
kansas,shawnee,Hillary Clinton,33926,75406
kansas,sheridan,Hillary Clinton,127,1374
kansas,sherman,Hillary Clinton,347,2612
kansas,smith,Hillary Clinton,297,2042
kansas,stafford,Hillary Clinton,304,1896
kansas,stanton,Hillary Clinton,115,637
kansas,stevens,Hillary Clinton,220,1891
kansas,sumner,Hillary Clinton,2076,9722
kansas,thomas,Hillary Clinton,473,3576
kansas,trego,Hillary Clinton,198,1482
kansas,wabaunsee,Hillary Clinton,776,3380
kansas,wallace,Hillary Clinton,46,798
kansas,washington,Hillary Clinton,387,2765
kansas,wichita,Hillary Clinton,140,956
kansas,wilson,Hillary Clinton,594,3591
kansas,woodson,Hillary Clinton,273,1443
kansas,wyandotte,Hillary Clinton,30146,48781
kentucky,adair,Hillary Clinton,1323,8233
kentucky,allen,Hillary Clinton,1349,8096
kentucky,anderson,Hillary Clinton,2634,11422
kentucky,ballard,Hillary Clinton,816,4101
kentucky,barren,Hillary Clinton,4275,18488
kentucky,bath,Hillary Clinton,1361,4587
kentucky,bell,Hillary Clinton,1720,9718
kentucky,boone,Hillary Clinton,15026,57618
kentucky,bourbon,Hillary Clinton,2791,8803
kentucky,boyd,Hillary Clinton,6021,20454
kentucky,boyle,Hillary Clinton,4281,12946
kentucky,bracken,Hillary Clinton,705,3527
kentucky,breathitt,Hillary Clinton,1537,5738
kentucky,breckinridge,Hillary Clinton,1960,8774
kentucky,bullitt,Hillary Clinton,8255,36069
kentucky,butler,Hillary Clinton,947,5576
kentucky,caldwell,Hillary Clinton,1260,5975
kentucky,calloway,Hillary Clinton,4749,16049
kentucky,campbell,Hillary Clinton,14658,42510
kentucky,carlisle,Hillary Clinton,432,2601
kentucky,carroll,Hillary Clinton,1106,3855
kentucky,carter,Hillary Clinton,2276,10278
kentucky,casey,Hillary Clinton,767,6439
kentucky,christian,Hillary Clinton,7188,22083
kentucky,clark,Hillary Clinton,4706,16205
kentucky,clay,Hillary Clinton,752,6767
kentucky,clinton,Hillary Clinton,547,4462
kentucky,crittenden,Hillary Clinton,617,4037
kentucky,cumberland,Hillary Clinton,459,3066
kentucky,daviess,Hillary Clinton,14163,45807
kentucky,edmonson,Hillary Clinton,979,5244
kentucky,elliott,Hillary Clinton,740,2855
kentucky,estill,Hillary Clinton,1108,5545
kentucky,fayette,Hillary Clinton,69778,136315
kentucky,fleming,Hillary Clinton,1348,6260
kentucky,floyd,Hillary Clinton,4015,16540
kentucky,franklin,Hillary Clinton,10717,23865
kentucky,fulton,Hillary Clinton,774,2382
kentucky,gallatin,Hillary Clinton,749,3338
kentucky,garrard,Hillary Clinton,1453,7623
kentucky,grant,Hillary Clinton,1910,9559
kentucky,graves,Hillary Clinton,3308,16606
kentucky,grayson,Hillary Clinton,1959,10576
kentucky,green,Hillary Clinton,832,5333
kentucky,greenup,Hillary Clinton,4146,16277
kentucky,hancock,Hillary Clinton,1244,4295
kentucky,hardin,Hillary Clinton,13944,43156
kentucky,harlan,Hillary Clinton,1372,10757
kentucky,harrison,Hillary Clinton,2031,7781
kentucky,hart,Hillary Clinton,1730,7264
kentucky,henderson,Hillary Clinton,6707,19710
kentucky,henry,Hillary Clinton,1828,7149
kentucky,hickman,Hillary Clinton,449,2157
kentucky,hopkins,Hillary Clinton,4310,20345
kentucky,jackson,Hillary Clinton,482,5501
kentucky,jefferson,Hillary Clinton,190836,353099
kentucky,jessamine,Hillary Clinton,6144,23326
kentucky,johnson,Hillary Clinton,1250,9572
kentucky,kenton,Hillary Clinton,24214,71998
kentucky,knott,Hillary Clinton,1245,5763
kentucky,knox,Hillary Clinton,1761,12012
kentucky,larue,Hillary Clinton,1278,6367
kentucky,laurel,Hillary Clinton,3440,24833
kentucky,lawrence,Hillary Clinton,1045,6042
kentucky,lee,Hillary Clinton,444,2667
kentucky,leslie,Hillary Clinton,400,4492
kentucky,letcher,Hillary Clinton,1542,9134
kentucky,lewis,Hillary Clinton,785,5298
kentucky,lincoln,Hillary Clinton,1865,9561
kentucky,livingston,Hillary Clinton,887,4645
kentucky,logan,Hillary Clinton,2755,10899
kentucky,lyon,Hillary Clinton,1045,3962
kentucky,mccracken,Hillary Clinton,9134,31307
kentucky,mccreary,Hillary Clinton,664,5776
kentucky,mclean,Hillary Clinton,988,4566
kentucky,madison,Hillary Clinton,11793,37371
kentucky,magoffin,Hillary Clinton,1172,5116
kentucky,marion,Hillary Clinton,2679,8111
kentucky,marshall,Hillary Clinton,3672,16698
kentucky,martin,Hillary Clinton,363,3953
kentucky,mason,Hillary Clinton,1970,7219
kentucky,meade,Hillary Clinton,3026,12231
kentucky,menifee,Hillary Clinton,700,2779
kentucky,mercer,Hillary Clinton,2395,10585
kentucky,metcalfe,Hillary Clinton,976,4620
kentucky,monroe,Hillary Clinton,601,4991
kentucky,montgomery,Hillary Clinton,3158,11452
kentucky,morgan,Hillary Clinton,1006,4775
kentucky,muhlenberg,Hillary Clinton,3272,13060
kentucky,nelson,Hillary Clinton,6434,20802
kentucky,nicholas,Hillary Clinton,787,2841
kentucky,ohio,Hillary Clinton,2080,10398
kentucky,oldham,Hillary Clinton,10268,32853
kentucky,owen,Hillary Clinton,1062,5001
kentucky,owsley,Hillary Clinton,256,1759
kentucky,pendleton,Hillary Clinton,1164,6007
kentucky,perry,Hillary Clinton,2136,10572
kentucky,pike,Hillary Clinton,4280,24665
kentucky,powell,Hillary Clinton,1272,4957
kentucky,pulaski,Hillary Clinton,4208,28041
kentucky,robertson,Hillary Clinton,222,1013
kentucky,rockcastle,Hillary Clinton,915,6691
kentucky,rowan,Hillary Clinton,3295,8848
kentucky,russell,Hillary Clinton,1093,8174
kentucky,scott,Hillary Clinton,7715,24200
kentucky,shelby,Hillary Clinton,6276,20580
kentucky,simpson,Hillary Clinton,2144,7531
kentucky,spencer,Hillary Clinton,1921,9515
kentucky,taylor,Hillary Clinton,2553,11306
kentucky,todd,Hillary Clinton,1042,4779
kentucky,trigg,Hillary Clinton,1587,6751
kentucky,trimble,Hillary Clinton,879,3798
kentucky,union,Hillary Clinton,1331,6211
kentucky,warren,Hillary Clinton,16966,48454
kentucky,washington,Hillary Clinton,1420,5636
kentucky,wayne,Hillary Clinton,1431,7992
kentucky,webster,Hillary Clinton,1240,5805
kentucky,whitley,Hillary Clinton,2067,13774
kentucky,wolfe,Hillary Clinton,753,2635
kentucky,woodford,Hillary Clinton,4958,13563
louisiana,acadia,Hillary Clinton,5638,27389
louisiana,allen,Hillary Clinton,2106,9245
louisiana,ascension,Hillary Clinton,16476,54678
louisiana,assumption,Hillary Clinton,3931,10904
louisiana,avoyelles,Hillary Clinton,5035,16586
louisiana,beauregard,Hillary Clinton,2393,15078
louisiana,bienville,Hillary Clinton,3129,7005
louisiana,bossier,Hillary Clinton,12641,49848
louisiana,caddo,Hillary Clinton,53483,105804
louisiana,calcasieu,Hillary Clinton,26296,83785
louisiana,caldwell,Hillary Clinton,788,4692
louisiana,cameron,Hillary Clinton,323,3692
louisiana,catahoula,Hillary Clinton,1322,4856
louisiana,claiborne,Hillary Clinton,2717,6421
louisiana,concordia,Hillary Clinton,3272,8872
louisiana,de soto,Hillary Clinton,5165,13500
louisiana,east baton rouge,Hillary Clinton,102828,196491
louisiana,east carroll,Hillary Clinton,1838,2939
louisiana,east feliciana,Hillary Clinton,4235,10042
louisiana,evangeline,Hillary Clinton,4208,14882
louisiana,franklin,Hillary Clinton,2506,9162
louisiana,grant,Hillary Clinton,1181,8821
louisiana,iberia,Hillary Clinton,10698,32454
louisiana,iberville,Hillary Clinton,8324,16043
louisiana,jackson,Hillary Clinton,2139,7464
louisiana,jefferson,Hillary Clinton,73670,181639
louisiana,jefferson davis,Hillary Clinton,3080,14277
louisiana,lafayette,Hillary Clinton,32726,105603
louisiana,lafourche,Hillary Clinton,8423,41645
louisiana,la salle,Hillary Clinton,605,6569
louisiana,lincoln,Hillary Clinton,7107,18669
louisiana,livingston,Hillary Clinton,6950,57730
louisiana,madison,Hillary Clinton,2744,4732
louisiana,morehouse,Hillary Clinton,5155,11852
louisiana,natchitoches,Hillary Clinton,7144,16621
louisiana,orleans,Hillary Clinton,133996,165812
louisiana,ouachita,Hillary Clinton,24428,68017
louisiana,plaquemines,Hillary Clinton,3347,10573
louisiana,pointe coupee,Hillary Clinton,4764,11761
louisiana,rapides,Hillary Clinton,18322,56844
louisiana,red river,Hillary Clinton,1938,4422
louisiana,richland,Hillary Clinton,3157,9597
louisiana,sabine,Hillary Clinton,1703,9787
louisiana,st. bernard,Hillary Clinton,4960,15815
louisiana,st. charles,Hillary Clinton,8559,26192
louisiana,st. helena,Hillary Clinton,3353,5964
louisiana,st. james,Hillary Clinton,6418,12085
louisiana,st. john the baptist,Hillary Clinton,12661,20743
louisiana,st. landry,Hillary Clinton,17209,39977
louisiana,st. martin,Hillary Clinton,8266,25750
louisiana,st. mary,Hillary Clinton,8050,22877
louisiana,st. tammany,Hillary Clinton,27717,124392
louisiana,tangipahoa,Hillary Clinton,16878,52416
louisiana,tensas,Hillary Clinton,1332,2548
louisiana,terrebonne,Hillary Clinton,10665,43896
louisiana,union,Hillary Clinton,2691,10894
louisiana,vermilion,Hillary Clinton,4857,25632
louisiana,vernon,Hillary Clinton,2665,16633
louisiana,washington,Hillary Clinton,5692,18628
louisiana,webster,Hillary Clinton,6260,18145
louisiana,west baton rouge,Hillary Clinton,5383,12712
louisiana,west carroll,Hillary Clinton,715,4759
louisiana,west feliciana,Hillary Clinton,2248,5799
louisiana,winn,Hillary Clinton,1644,6372
maine,androscoggin,Hillary Clinton,23009,55601
maine,aroostook,Hillary Clinton,13386,35097
maine,cumberland,Hillary Clinton,102981,171818
maine,franklin,Hillary Clinton,7016,16488
maine,hancock,Hillary Clinton,16117,32130
maine,kennebec,Hillary Clinton,29302,66208
maine,knox,Hillary Clinton,12443,23147
maine,lincoln,Hillary Clinton,10241,21503
maine,oxford,Hillary Clinton,12172,31201
maine,penobscot,Hillary Clinton,32838,80540
maine,piscataquis,Hillary Clinton,3098,9182
maine,sagadahoc,Hillary Clinton,10664,21616
maine,somerset,Hillary Clinton,9092,26064
maine,waldo,Hillary Clinton,10440,22707
maine,washington,Hillary Clinton,6075,16365
maine,york,Hillary Clinton,55844,114274
maryland,allegany,Hillary Clinton,7875,30654
maryland,anne arundel,Hillary Clinton,128419,270081
maryland,baltimore,Hillary Clinton,218412,390682
maryland,calvert,Hillary Clinton,18225,47408
maryland,caroline,Hillary Clinton,4009,14113
maryland,carroll,Hillary Clinton,26567,91848
maryland,cecil,Hillary Clinton,13650,45269
maryland,charles,Hillary Clinton,49341,78303
maryland,dorchester,Hillary Clinton,6245,15225
maryland,frederick,Hillary Clinton,56522,125677
maryland,garrett,Hillary Clinton,2567,14011
maryland,harford,Hillary Clinton,47077,133672
maryland,howard,Hillary Clinton,102597,162193
maryland,kent,Hillary Clinton,4575,10021
maryland,montgomery,Hillary Clinton,357837,478873
maryland,prince george's,Hillary Clinton,344049,390385
maryland,queen anne's,Hillary Clinton,7973,26523
maryland,st. mary's,Hillary Clinton,17534,49842
maryland,somerset,Hillary Clinton,4196,9900
maryland,talbot,Hillary Clinton,8653,20553
maryland,washington,Hillary Clinton,21129,65991
maryland,wicomico,Hillary Clinton,18050,42547
maryland,worcester,Hillary Clinton,9753,28273
maryland,baltimore city,Hillary Clinton,202673,239402
massachusetts,barnstable,Hillary Clinton,72430,133862
massachusetts,berkshire,Hillary Clinton,43714,64803
massachusetts,bristol,Hillary Clinton,129540,248959
massachusetts,dukes,Hillary Clinton,8400,11502
massachusetts,essex,Hillary Clinton,222310,379868
massachusetts,franklin,Hillary Clinton,24478,38177
massachusetts,hampden,Hillary Clinton,112590,203117
massachusetts,hampshire,Hillary Clinton,55367,82956
massachusetts,middlesex,Hillary Clinton,520360,784034
massachusetts,nantucket,Hillary Clinton,4146,6406
massachusetts,norfolk,Hillary Clinton,221819,361562
massachusetts,plymouth,Hillary Clinton,135513,266863
massachusetts,suffolk,Hillary Clinton,245751,308741
massachusetts,worcester,Hillary Clinton,198778,383705
michigan,alcona,Hillary Clinton,1732,6198
michigan,alger,Hillary Clinton,1663,4518
michigan,allegan,Hillary Clinton,18050,55786
michigan,alpena,Hillary Clinton,4877,14698
michigan,antrim,Hillary Clinton,4448,13582
michigan,arenac,Hillary Clinton,2384,7696
michigan,baraga,Hillary Clinton,1156,3490
michigan,barry,Hillary Clinton,9114,30329
michigan,bay,Hillary Clinton,21642,52977
michigan,benzie,Hillary Clinton,4108,10228
michigan,berrien,Hillary Clinton,29495,72031
michigan,branch,Hillary Clinton,5061,17663
michigan,calhoun,Hillary Clinton,24157,58902
