state,county,candidate,candidate votes,total votes
michigan,cass,Hillary Clinton,7270,22595
michigan,charlevoix,Hillary Clinton,5137,14589
michigan,cheboygan,Hillary Clinton,4302,13672
michigan,chippewa,Hillary Clinton,5379,15456
michigan,clare,Hillary Clinton,4249,13389
michigan,clinton,Hillary Clinton,16492,40655
michigan,crawford,Hillary Clinton,2110,6844
michigan,delta,Hillary Clinton,6436,18492
michigan,dickinson,Hillary Clinton,3923,13165
michigan,eaton,Hillary Clinton,24938,56221
michigan,emmet,Hillary Clinton,6972,18802
michigan,genesee,Hillary Clinton,102751,196296
michigan,gladwin,Hillary Clinton,3794,12472
michigan,gogebic,Hillary Clinton,2925,7329
michigan,grand traverse,Hillary Clinton,20965,51589
michigan,gratiot,Hillary Clinton,5666,16465
michigan,hillsdale,Hillary Clinton,4799,19940
michigan,houghton,Hillary Clinton,6018,15624
michigan,huron,Hillary Clinton,4579,15917
michigan,ingham,Hillary Clinton,79110,131138
michigan,ionia,Hillary Clinton,8352,26854
michigan,iosco,Hillary Clinton,4345,13361
michigan,iron,Hillary Clinton,2004,5910
michigan,isabella,Hillary Clinton,11404,25392
michigan,jackson,Hillary Clinton,25795,69677
michigan,kalamazoo,Hillary Clinton,67148,126299
michigan,kalkaska,Hillary Clinton,2280,8833
michigan,kent,Hillary Clinton,138683,308184
michigan,keweenaw,Hillary Clinton,527,1434
michigan,lake,Hillary Clinton,1939,5328
michigan,lapeer,Hillary Clinton,12734,45183
michigan,leelanau,Hillary Clinton,6774,14757
michigan,lenawee,Hillary Clinton,16750,45939
michigan,livingston,Hillary Clinton,34384,105866
michigan,luce,Hillary Clinton,681,2579
michigan,mackinac,Hillary Clinton,2085,6097
michigan,macomb,Hillary Clinton,176317,419312
michigan,manistee,Hillary Clinton,4979,12599
michigan,marquette,Hillary Clinton,16042,32976
michigan,mason,Hillary Clinton,5281,14685
michigan,mecosta,Hillary Clinton,5827,17168
michigan,menominee,Hillary Clinton,3539,10768
michigan,midland,Hillary Clinton,15635,42506
michigan,missaukee,Hillary Clinton,1565,7317
michigan,monroe,Hillary Clinton,26863,74218
michigan,montcalm,Hillary Clinton,7874,26609
michigan,montmorency,Hillary Clinton,1287,5009
michigan,muskegon,Hillary Clinton,37304,78088
michigan,newaygo,Hillary Clinton,6212,22640
michigan,oakland,Hillary Clinton,343070,664614
michigan,oceana,Hillary Clinton,3973,11930
michigan,ogemaw,Hillary Clinton,3030,10387
michigan,ontonagon,Hillary Clinton,1176,3426
michigan,osceola,Hillary Clinton,2705,10609
michigan,oscoda,Hillary Clinton,1044,4073
michigan,otsego,Hillary Clinton,3556,12538
michigan,ottawa,Hillary Clinton,44973,142734
michigan,presque isle,Hillary Clinton,2400,7218
michigan,roscommon,Hillary Clinton,4287,13041
michigan,saginaw,Hillary Clinton,44396,94320
michigan,st. clair,Hillary Clinton,24553,78003
michigan,st. joseph,Hillary Clinton,7526,23757
michigan,sanilac,Hillary Clinton,4873,19249
michigan,schoolcraft,Hillary Clinton,1369,4154
michigan,shiawassee,Hillary Clinton,12546,34111
michigan,tuscola,Hillary Clinton,7429,25796
michigan,van buren,Hillary Clinton,13258,33274
michigan,washtenaw,Hillary Clinton,128483,188578
michigan,wayne,Hillary Clinton,519444,777838
michigan,wexford,Hillary Clinton,4436,15298
minnesota,aitkin,Hillary Clinton,3134,9231
minnesota,anoka,Hillary Clinton,75500,185758
minnesota,becker,Hillary Clinton,5208,17222
minnesota,beltrami,Hillary Clinton,8688,21564
minnesota,benton,Hillary Clinton,5640,20058
minnesota,big stone,Hillary Clinton,921,2755
minnesota,blue earth,Hillary Clinton,14428,33593
minnesota,brown,Hillary Clinton,3763,13779
minnesota,carlton,Hillary Clinton,8460,18211
minnesota,carver,Hillary Clinton,21508,55696
minnesota,cass,Hillary Clinton,4949,15999
minnesota,chippewa,Hillary Clinton,1978,6222
minnesota,chisago,Hillary Clinton,9278,30228
minnesota,clay,Hillary Clinton,12971,29398
minnesota,clearwater,Hillary Clinton,1100,4245
minnesota,cook,Hillary Clinton,1912,3395
minnesota,cottonwood,Hillary Clinton,1678,5721
minnesota,crow wing,Hillary Clinton,10982,35842
minnesota,dakota,Hillary Clinton,110483,231440
minnesota,dodge,Hillary Clinton,3102,10654
minnesota,douglas,Hillary Clinton,6227,21785
minnesota,faribault,Hillary Clinton,2153,7412
minnesota,fillmore,Hillary Clinton,3872,11055
minnesota,freeborn,Hillary Clinton,6041,16051
minnesota,goodhue,Hillary Clinton,9446,25717
minnesota,grant,Hillary Clinton,1105,3473
minnesota,hennepin,Hillary Clinton,429288,679977
minnesota,houston,Hillary Clinton,4145,10604
minnesota,hubbard,Hillary Clinton,3423,11505
minnesota,isanti,Hillary Clinton,5657,21016
minnesota,itasca,Hillary Clinton,9015,23880
minnesota,jackson,Hillary Clinton,1492,5484
minnesota,kanabec,Hillary Clinton,2327,8177
minnesota,kandiyohi,Hillary Clinton,7266,21772
minnesota,kittson,Hillary Clinton,823,2385
minnesota,koochiching,Hillary Clinton,2306,6363
minnesota,lac qui parle,Hillary Clinton,1305,3860
minnesota,lake,Hillary Clinton,3077,6521
minnesota,lake of the woods,Hillary Clinton,553,2242
minnesota,le sueur,Hillary Clinton,4623,14971
minnesota,lincoln,Hillary Clinton,860,3019
minnesota,lyon,Hillary Clinton,3825,12215
minnesota,mcleod,Hillary Clinton,4978,18807
minnesota,mahnomen,Hillary Clinton,930,2088
minnesota,marshall,Hillary Clinton,1225,4817
minnesota,martin,Hillary Clinton,2733,10531
minnesota,meeker,Hillary Clinton,3191,12282
minnesota,mille lacs,Hillary Clinton,3710,13017
minnesota,morrison,Hillary Clinton,3637,17614
minnesota,mower,Hillary Clinton,7437,17715
minnesota,murray,Hillary Clinton,1295,4668
minnesota,nicollet,Hillary Clinton,7886,18097
minnesota,nobles,Hillary Clinton,2733,8632
minnesota,norman,Hillary Clinton,1264,3261
minnesota,olmsted,Hillary Clinton,36268,80129
minnesota,otter tail,Hillary Clinton,9340,32500
minnesota,pennington,Hillary Clinton,2147,6715
minnesota,pine,Hillary Clinton,4580,13811
minnesota,pipestone,Hillary Clinton,1127,4808
minnesota,polk,Hillary Clinton,4712,14796
minnesota,pope,Hillary Clinton,2106,6319
minnesota,ramsey,Hillary Clinton,177738,273143
minnesota,red lake,Hillary Clinton,540,1881
minnesota,redwood,Hillary Clinton,1887,7611
minnesota,renville,Hillary Clinton,2117,7606
minnesota,rice,Hillary Clinton,14437,32443
minnesota,rock,Hillary Clinton,1373,4839
minnesota,roseau,Hillary Clinton,1856,7804
minnesota,saint louis,Hillary Clinton,57771,112422
minnesota,scott,Hillary Clinton,28502,75029
minnesota,sherburne,Hillary Clinton,13293,48283
minnesota,sibley,Hillary Clinton,1954,7774
minnesota,stearns,Hillary Clinton,25576,79592
minnesota,steele,Hillary Clinton,6241,19179
minnesota,stevens,Hillary Clinton,2116,5398
minnesota,swift,Hillary Clinton,1686,4994
minnesota,todd,Hillary Clinton,2783,11993
minnesota,traverse,Hillary Clinton,630,1798
minnesota,wabasha,Hillary Clinton,3866,11832
minnesota,wadena,Hillary Clinton,1684,6934
minnesota,waseca,Hillary Clinton,2838,9653
minnesota,washington,Hillary Clinton,67086,144235
minnesota,watonwan,Hillary Clinton,1814,4998
minnesota,wilkin,Hillary Clinton,893,3302
minnesota,winona,Hillary Clinton,11366,26074
minnesota,wright,Hillary Clinton,20334,69618
minnesota,yellow medicine,Hillary Clinton,1524,5276
mississippi,adams,Hillary Clinton,7757,13836
mississippi,alcorn,Hillary Clinton,2684,14783
mississippi,amite,Hillary Clinton,2697,7050
mississippi,attala,Hillary Clinton,3242,8256
mississippi,benton,Hillary Clinton,1719,4013
mississippi,bolivar,Hillary Clinton,9046,13824
mississippi,calhoun,Hillary Clinton,1910,6396
mississippi,carroll,Hillary Clinton,1680,5528
mississippi,chickasaw,Hillary Clinton,3649,7890
mississippi,choctaw,Hillary Clinton,1218,4065
mississippi,claiborne,Hillary Clinton,3708,4272
mississippi,clarke,Hillary Clinton,2585,7791
mississippi,clay,Hillary Clinton,5722,10003
mississippi,coahoma,Hillary Clinton,6378,8912
mississippi,copiah,Hillary Clinton,6741,12982
mississippi,covington,Hillary Clinton,3276,8811
mississippi,desoto,Hillary Clinton,20591,65695
mississippi,forrest,Hillary Clinton,11716,28064
mississippi,franklin,Hillary Clinton,1502,4290
mississippi,george,Hillary Clinton,1027,9891
mississippi,greene,Hillary Clinton,974,5369
mississippi,grenada,Hillary Clinton,4424,10513
mississippi,hancock,Hillary Clinton,3344,17637
mississippi,harrison,Hillary Clinton,21169,63313
mississippi,hinds,Hillary Clinton,67594,94681
mississippi,holmes,Hillary Clinton,6689,8076
mississippi,humphreys,Hillary Clinton,3071,4253
mississippi,issaquena,Hillary Clinton,395,699
mississippi,itawamba,Hillary Clinton,1117,9737
mississippi,jackson,Hillary Clinton,14657,49567
mississippi,jasper,Hillary Clinton,4368,8475
mississippi,jefferson,Hillary Clinton,3337,3860
mississippi,jefferson davis,Hillary Clinton,3720,6237
mississippi,jones,Hillary Clinton,7791,28352
mississippi,kemper,Hillary Clinton,2827,4639
mississippi,lafayette,Hillary Clinton,7969,19643
mississippi,lamar,Hillary Clinton,5190,24592
mississippi,lauderdale,Hillary Clinton,11269,29506
mississippi,lawrence,Hillary Clinton,2195,6364
mississippi,leake,Hillary Clinton,3584,8449
mississippi,lee,Hillary Clinton,10029,32913
mississippi,leflore,Hillary Clinton,7787,11140
mississippi,lincoln,Hillary Clinton,4458,15193
mississippi,lowndes,Hillary Clinton,11819,25575
mississippi,madison,Hillary Clinton,20343,49802
mississippi,marion,Hillary Clinton,3677,11693
mississippi,marshall,Hillary Clinton,8023,14839
mississippi,monroe,Hillary Clinton,5524,15884
mississippi,montgomery,Hillary Clinton,2115,4996
mississippi,neshoba,Hillary Clinton,2715,10553
mississippi,newton,Hillary Clinton,2756,9438
mississippi,noxubee,Hillary Clinton,4347,5574
mississippi,oktibbeha,Hillary Clinton,8859,18124
mississippi,panola,Hillary Clinton,7431,15064
mississippi,pearl river,Hillary Clinton,3604,21883
mississippi,perry,Hillary Clinton,1220,5432
mississippi,pike,Hillary Clinton,8043,16310
mississippi,pontotoc,Hillary Clinton,2386,12984
mississippi,prentiss,Hillary Clinton,2067,9872
mississippi,quitman,Hillary Clinton,2312,3365
mississippi,rankin,Hillary Clinton,14110,62768
mississippi,scott,Hillary Clinton,4268,10522
mississippi,sharkey,Hillary Clinton,1479,2190
mississippi,simpson,Hillary Clinton,3874,11419
mississippi,smith,Hillary Clinton,1617,7627
mississippi,stone,Hillary Clinton,1573,7045
mississippi,sunflower,Hillary Clinton,6725,9598
mississippi,tallahatchie,Hillary Clinton,3337,5870
mississippi,tate,Hillary Clinton,3926,11627
mississippi,tippah,Hillary Clinton,1842,9235
mississippi,tishomingo,Hillary Clinton,999,8371
mississippi,tunica,Hillary Clinton,2667,3567
mississippi,union,Hillary Clinton,2012,11496
mississippi,walthall,Hillary Clinton,2790,6919
mississippi,warren,Hillary Clinton,9284,19416
mississippi,washington,Hillary Clinton,11380,16825
mississippi,wayne,Hillary Clinton,3524,9599
mississippi,webster,Hillary Clinton,1019,5069
mississippi,wilkinson,Hillary Clinton,2857,4218
mississippi,winston,Hillary Clinton,3850,8881
mississippi,yalobusha,Hillary Clinton,2582,6077
mississippi,yazoo,Hillary Clinton,5369,10070
missouri,adair,Hillary Clinton,3500,10226
missouri,andrew,Hillary Clinton,2045,9140
missouri,atchison,Hillary Clinton,541,2724
missouri,audrain,Hillary Clinton,2570,10061
missouri,barry,Hillary Clinton,2710,14605
missouri,barton,Hillary Clinton,795,5939
missouri,bates,Hillary Clinton,1618,8023
missouri,benton,Hillary Clinton,2025,9312
missouri,bollinger,Hillary Clinton,705,5676
missouri,boone,Hillary Clinton,41125,83868
missouri,buchanan,Hillary Clinton,12013,35659
missouri,butler,Hillary Clinton,3036,17259
missouri,caldwell,Hillary Clinton,838,4312
missouri,callaway,Hillary Clinton,4989,19193
missouri,camden,Hillary Clinton,4768,22514
missouri,cape girardeau,Hillary Clinton,8492,37038
missouri,carroll,Hillary Clinton,745,4361
missouri,carter,Hillary Clinton,436,2844
missouri,cass,Hillary Clinton,14846,50990
missouri,cedar,Hillary Clinton,1011,6288
missouri,chariton,Hillary Clinton,888,3969
missouri,christian,Hillary Clinton,8508,41531
missouri,clark,Hillary Clinton,724,3215
missouri,clay,Hillary Clinton,45304,110176
missouri,clinton,Hillary Clinton,2572,10208
missouri,cole,Hillary Clinton,10913,37374
missouri,cooper,Hillary Clinton,1932,7986
missouri,crawford,Hillary Clinton,1824,9696
missouri,dade,Hillary Clinton,637,3951
missouri,dallas,Hillary Clinton,1272,7453
missouri,daviess,Hillary Clinton,730,3593
missouri,dekalb,Hillary Clinton,824,4594
missouri,dent,Hillary Clinton,978,6791
missouri,douglas,Hillary Clinton,984,6666
missouri,dunklin,Hillary Clinton,2360,10578
missouri,franklin,Hillary Clinton,12341,50113
missouri,gasconade,Hillary Clinton,1520,7445
missouri,gentry,Hillary Clinton,605,3043
missouri,greene,Hillary Clinton,42728,129231
missouri,grundy,Hillary Clinton,780,4310
missouri,harrison,Hillary Clinton,574,3689
missouri,henry,Hillary Clinton,2357,9866
missouri,hickory,Hillary Clinton,1016,4724
missouri,holt,Hillary Clinton,347,2355
missouri,howard,Hillary Clinton,1283,4868
missouri,howell,Hillary Clinton,2881,17455
missouri,iron,Hillary Clinton,933,4269
missouri,jackson,Hillary Clinton,71237,173275
missouri,jasper,Hillary Clinton,10572,48326
missouri,jefferson,Hillary Clinton,31568,106238
missouri,johnson,Hillary Clinton,5930,21132
missouri,knox,Hillary Clinton,379,1870
missouri,laclede,Hillary Clinton,2553,16051
missouri,lafayette,Hillary Clinton,4053,15876
missouri,lawrence,Hillary Clinton,2901,16715
missouri,lewis,Hillary Clinton,934,4456
missouri,lincoln,Hillary Clinton,5575,24962
missouri,linn,Hillary Clinton,1240,5587
missouri,livingston,Hillary Clinton,1265,6421
missouri,mcdonald,Hillary Clinton,1329,8242
missouri,macon,Hillary Clinton,1548,7621
missouri,madison,Hillary Clinton,1005,5321
missouri,maries,Hillary Clinton,794,4500
missouri,marion,Hillary Clinton,2994,12938
missouri,mercer,Hillary Clinton,216,1745
missouri,miller,Hillary Clinton,1750,11416
missouri,mississippi,Hillary Clinton,1458,5169
missouri,moniteau,Hillary Clinton,1237,6830
missouri,monroe,Hillary Clinton,853,4156
missouri,montgomery,Hillary Clinton,1119,5429
missouri,morgan,Hillary Clinton,1768,8821
missouri,new madrid,Hillary Clinton,1933,7357
missouri,newton,Hillary Clinton,4990,26606
missouri,nodaway,Hillary Clinton,2529,9458
missouri,oregon,Hillary Clinton,865,4668
missouri,osage,Hillary Clinton,998,7090
missouri,ozark,Hillary Clinton,724,4505
missouri,pemiscot,Hillary Clinton,1947,6027
missouri,perry,Hillary Clinton,1520,8740
missouri,pettis,Hillary Clinton,4324,18111
missouri,phelps,Hillary Clinton,4766,18553
missouri,pike,Hillary Clinton,1806,7382
missouri,platte,Hillary Clinton,20057,48885
missouri,polk,Hillary Clinton,2631,13763
missouri,pulaski,Hillary Clinton,2922,13488
missouri,putnam,Hillary Clinton,353,2346
missouri,ralls,Hillary Clinton,1138,5266
missouri,randolph,Hillary Clinton,2283,10309
missouri,ray,Hillary Clinton,3090,10869
missouri,reynolds,Hillary Clinton,540,3038
missouri,ripley,Hillary Clinton,830,5524
missouri,st. charles,Hillary Clinton,68626,201005
missouri,st. clair,Hillary Clinton,936,4630
missouri,ste. genevieve,Hillary Clinton,2542,8469
missouri,st. francois,Hillary Clinton,6250,24728
missouri,st. louis county,Hillary Clinton,286704,514858
missouri,saline,Hillary Clinton,2789,9274
missouri,schuyler,Hillary Clinton,354,1936
missouri,scotland,Hillary Clinton,365,1968
missouri,scott,Hillary Clinton,3575,17256
missouri,shannon,Hillary Clinton,776,3904
missouri,shelby,Hillary Clinton,606,3255
missouri,stoddard,Hillary Clinton,1876,13291
missouri,stone,Hillary Clinton,2887,16567
missouri,sullivan,Hillary Clinton,526,2486
missouri,taney,Hillary Clinton,4373,23515
missouri,texas,Hillary Clinton,1728,10956
missouri,vernon,Hillary Clinton,1707,8599
missouri,warren,Hillary Clinton,3915,15784
missouri,washington,Hillary Clinton,1926,9282
missouri,wayne,Hillary Clinton,948,5655
missouri,webster,Hillary Clinton,3177,16743
missouri,worth,Hillary Clinton,195,1046
missouri,wright,Hillary Clinton,1170,8119
missouri,st. louis city,Hillary Clinton,104235,131191
montana,beaverhead,Hillary Clinton,1143,4849
montana,big horn,Hillary Clinton,2094,4237
montana,blaine,Hillary Clinton,1202,2684
montana,broadwater,Hillary Clinton,573,3133
montana,carbon,Hillary Clinton,1828,5991
montana,carter,Hillary Clinton,70,786
montana,cascade,Hillary Clinton,12175,34571
montana,chouteau,Hillary Clinton,732,2603
montana,custer,Hillary Clinton,1176,5185
montana,daniels,Hillary Clinton,168,962
montana,dawson,Hillary Clinton,787,4374
montana,deer lodge,Hillary Clinton,2058,4206
montana,fallon,Hillary Clinton,154,1484
montana,fergus,Hillary Clinton,1202,5840
montana,flathead,Hillary Clinton,13293,46571
montana,gallatin,Hillary Clinton,24246,53819
montana,garfield,Hillary Clinton,34,718
montana,glacier,Hillary Clinton,3121,5075
montana,golden valley,Hillary Clinton,71,474
montana,granite,Hillary Clinton,472,1777
montana,hill,Hillary Clinton,2371,6445
montana,jefferson,Hillary Clinton,1998,6714
montana,judith basin,Hillary Clinton,235,1208
montana,lake,Hillary Clinton,4776,13181
montana,lewis and clark,Hillary Clinton,14478,34478
montana,liberty,Hillary Clinton,206,961
montana,lincoln,Hillary Clinton,2041,9330
montana,mccone,Hillary Clinton,154,1060
montana,madison,Hillary Clinton,1180,4778
montana,meagher,Hillary Clinton,193,977
montana,mineral,Hillary Clinton,519,2012
montana,missoula,Hillary Clinton,31543,59203
montana,musselshell,Hillary Clinton,332,2441
montana,park,Hillary Clinton,3595,9359
montana,petroleum,Hillary Clinton,30,322
montana,phillips,Hillary Clinton,318,2171
montana,pondera,Hillary Clinton,738,2723
montana,powder river,Hillary Clinton,127,1053
montana,powell,Hillary Clinton,551,2794
montana,prairie,Hillary Clinton,100,689
montana,ravalli,Hillary Clinton,6223,22556
montana,richland,Hillary Clinton,671,4871
montana,roosevelt,Hillary Clinton,1560,3652
montana,rosebud,Hillary Clinton,987,3453
montana,sanders,Hillary Clinton,1218,5953
montana,sheridan,Hillary Clinton,477,1835
montana,silver bow,Hillary Clinton,8619,16452
montana,stillwater,Hillary Clinton,908,4873
montana,sweet grass,Hillary Clinton,402,2107
montana,teton,Hillary Clinton,808,3188
montana,toole,Hillary Clinton,402,2037
montana,treasure,Hillary Clinton,59,443
montana,valley,Hillary Clinton,886,3894
montana,wheatland,Hillary Clinton,179,946
montana,wibaux,Hillary Clinton,55,541
montana,yellowstone,Hillary Clinton,22171,69108
nebraska,adams,Hillary Clinton,3302,13513
nebraska,antelope,Hillary Clinton,383,3281
nebraska,arthur,Hillary Clinton,17,273
nebraska,banner,Hillary Clinton,19,402
nebraska,blaine,Hillary Clinton,30,317
nebraska,boone,Hillary Clinton,414,2905
nebraska,box butte,Hillary Clinton,965,4924
nebraska,boyd,Hillary Clinton,128,1156
nebraska,brown,Hillary Clinton,153,1597
nebraska,buffalo,Hillary Clinton,4763,21129
nebraska,burt,Hillary Clinton,930,3558
nebraska,butler,Hillary Clinton,691,3981
nebraska,cass,Hillary Clinton,3484,12933
nebraska,cedar,Hillary Clinton,571,4420
nebraska,chase,Hillary Clinton,171,1898
nebraska,cherry,Hillary Clinton,317,3118
nebraska,cheyenne,Hillary Clinton,711,4711
nebraska,clay,Hillary Clinton,477,3065
nebraska,colfax,Hillary Clinton,859,3214
nebraska,cuming,Hillary Clinton,719,4074
nebraska,custer,Hillary Clinton,641,5652
nebraska,dakota,Hillary Clinton,2314,6279
nebraska,dawes,Hillary Clinton,801,3676
nebraska,dawson,Hillary Clinton,2136,8635
nebraska,deuel,Hillary Clinton,120,984
nebraska,dixon,Hillary Clinton,556,2782
nebraska,dodge,Hillary Clinton,4544,15529
nebraska,douglas,Hillary Clinton,113798,240433
nebraska,dundy,Hillary Clinton,89,953
nebraska,fillmore,Hillary Clinton,613,2941
nebraska,franklin,Hillary Clinton,250,1673
nebraska,frontier,Hillary Clinton,161,1328
nebraska,furnas,Hillary Clinton,304,2340
nebraska,gage,Hillary Clinton,2935,10048
nebraska,garden,Hillary Clinton,153,1075
nebraska,garfield,Hillary Clinton,121,980
nebraska,gosper,Hillary Clinton,166,1010
nebraska,grant,Hillary Clinton,20,405
nebraska,greeley,Hillary Clinton,210,1175
nebraska,hall,Hillary Clinton,6282,22060
nebraska,hamilton,Hillary Clinton,878,5004
nebraska,harlan,Hillary Clinton,254,1832
nebraska,hayes,Hillary Clinton,30,514
nebraska,hitchcock,Hillary Clinton,161,1468
nebraska,holt,Hillary Clinton,531,5118
nebraska,hooker,Hillary Clinton,40,417
nebraska,howard,Hillary Clinton,544,2994
nebraska,jefferson,Hillary Clinton,837,3494
nebraska,johnson,Hillary Clinton,563,2089
nebraska,kearney,Hillary Clinton,550,3296
nebraska,keith,Hillary Clinton,571,4034
nebraska,keya paha,Hillary Clinton,40,479
nebraska,kimball,Hillary Clinton,230,1677
nebraska,knox,Hillary Clinton,720,4115
nebraska,lancaster,Hillary Clinton,61898,136223
nebraska,lincoln,Hillary Clinton,2913,16131
nebraska,logan,Hillary Clinton,32,453
nebraska,loup,Hillary Clinton,48,385
nebraska,mcpherson,Hillary Clinton,14,287
nebraska,madison,Hillary Clinton,2711,14343
nebraska,merrick,Hillary Clinton,602,3788
nebraska,morrill,Hillary Clinton,284,2209
nebraska,nance,Hillary Clinton,281,1621
nebraska,nemaha,Hillary Clinton,785,3161
nebraska,nuckolls,Hillary Clinton,353,2205
nebraska,otoe,Hillary Clinton,2025,7457
nebraska,pawnee,Hillary Clinton,279,1327
nebraska,perkins,Hillary Clinton,161,1455
nebraska,phelps,Hillary Clinton,572,4695
nebraska,pierce,Hillary Clinton,382,3630
nebraska,platte,Hillary Clinton,2646,14433
nebraska,polk,Hillary Clinton,413,2582
nebraska,red willow,Hillary Clinton,645,5170
nebraska,richardson,Hillary Clinton,818,3805
nebraska,rock,Hillary Clinton,70,798
nebraska,saline,Hillary Clinton,1733,5136
nebraska,sarpy,Hillary Clinton,28033,80580
nebraska,saunders,Hillary Clinton,2523,10860
nebraska,scotts bluff,Hillary Clinton,3207,14317
nebraska,seward,Hillary Clinton,1875,7922
nebraska,sheridan,Hillary Clinton,287,2608
nebraska,sherman,Hillary Clinton,340,1573
nebraska,sioux,Hillary Clinton,81,736
nebraska,stanton,Hillary Clinton,417,2801
nebraska,thayer,Hillary Clinton,499,2690
nebraska,thomas,Hillary Clinton,30,393
nebraska,thurston,Hillary Clinton,919,2088
nebraska,valley,Hillary Clinton,339,2205
nebraska,washington,Hillary Clinton,2623,10832
nebraska,wayne,Hillary Clinton,835,3776
nebraska,webster,Hillary Clinton,306,1708
nebraska,wheeler,Hillary Clinton,62,465
nebraska,york,Hillary Clinton,1186,6381
nevada,churchill,Hillary Clinton,2210,10938
nevada,clark,Hillary Clinton,402227,767156
nevada,douglas,Hillary Clinton,8454,27885
nevada,elko,Hillary Clinton,3401,18559
nevada,esmeralda,Hillary Clinton,65,423
nevada,eureka,Hillary Clinton,74,854
nevada,humboldt,Hillary Clinton,1386,6433
nevada,lander,Hillary Clinton,403,2413
nevada,lincoln,Hillary Clinton,285,2132
nevada,lyon,Hillary Clinton,6146,23762
nevada,mineral,Hillary Clinton,637,1997
nevada,nye,Hillary Clinton,5094,19595
nevada,pershing,Hillary Clinton,430,1982
nevada,storey,Hillary Clinton,752,2558
nevada,washoe,Hillary Clinton,97379,209909
nevada,white pine,Hillary Clinton,707,3773
nevada,carson city,Hillary Clinton,9610,25016
new hampshire,belknap,Hillary Clinton,13517,35045
new hampshire,carroll,Hillary Clinton,12987,29616
new hampshire,cheshire,Hillary Clinton,22064,41895
new hampshire,coos,Hillary Clinton,6563,15627
new hampshire,grafton,Hillary Clinton,28510,51191
new hampshire,hillsborough,Hillary Clinton,99589,214157
new hampshire,merrimack,Hillary Clinton,40198,83648
new hampshire,rockingham,Hillary Clinton,79994,181434
new hampshire,strafford,Hillary Clinton,34894,69000
new hampshire,sullivan,Hillary Clinton,10210,22683
new jersey,atlantic,Hillary Clinton,60924,117291
new jersey,bergen,Hillary Clinton,231211,419296
new jersey,burlington,Hillary Clinton,121725,218943
new jersey,camden,Hillary Clinton,146717,226592
new jersey,cape may,Hillary Clinton,18750,48722
new jersey,cumberland,Hillary Clinton,27771,54004
new jersey,essex,Hillary Clinton,240837,310934
new jersey,gloucester,Hillary Clinton,66870,139542
new jersey,hudson,Hillary Clinton,163917,219375
new jersey,hunterdon,Hillary Clinton,28898,70836
new jersey,mercer,Hillary Clinton,104775,156529
new jersey,middlesex,Hillary Clinton,193044,326102
new jersey,monmouth,Hillary Clinton,137181,314377
new jersey,morris,Hillary Clinton,115249,250416
new jersey,ocean,Hillary Clinton,87150,274362
new jersey,passaic,Hillary Clinton,116759,194802
new jersey,salem,Hillary Clinton,11904,29494
new jersey,somerset,Hillary Clinton,85689,157092
new jersey,sussex,Hillary Clinton,24212,74126
new jersey,union,Hillary Clinton,147414,221975
new jersey,warren,Hillary Clinton,17281,49236
new mexico,bernalillo,Hillary Clinton,143417,274662
new mexico,catron,Hillary Clinton,427,2049
new mexico,chaves,Hillary Clinton,5534,20271
new mexico,cibola,Hillary Clinton,3741,8063
new mexico,colfax,Hillary Clinton,2129,5332
new mexico,curry,Hillary Clinton,3121,13370
new mexico,de baca,Hillary Clinton,193,910
new mexico,dona ana,Hillary Clinton,37947,70648
new mexico,eddy,Hillary Clinton,5033,19667
new mexico,grant,Hillary Clinton,6276,12811
new mexico,guadalupe,Hillary Clinton,970,1827
new mexico,harding,Hillary Clinton,156,527
new mexico,hidalgo,Hillary Clinton,784,1872
new mexico,lea,Hillary Clinton,3930,17712
new mexico,lincoln,Hillary Clinton,2331,8902
new mexico,los alamos,Hillary Clinton,5562,10885
new mexico,luna,Hillary Clinton,3195,7295
new mexico,mckinley,Hillary Clinton,13576,21703
new mexico,mora,Hillary Clinton,1536,2441
new mexico,otero,Hillary Clinton,6124,20060
new mexico,quay,Hillary Clinton,1017,3572
new mexico,rio arriba,Hillary Clinton,9592,14878
new mexico,roosevelt,Hillary Clinton,1454,5950
new mexico,sandoval,Hillary Clinton,27707,61690
new mexico,san juan,Hillary Clinton,12865,46110
new mexico,san miguel,Hillary Clinton,7285,10751
new mexico,santa fe,Hillary Clinton,50793,71434
new mexico,sierra,Hillary Clinton,1612,5181
new mexico,socorro,Hillary Clinton,3313,6868
new mexico,taos,Hillary Clinton,10668,15260
new mexico,torrance,Hillary Clinton,1785,6324
new mexico,union,Hillary Clinton,320,1702
new mexico,valencia,Hillary Clinton,10841,27592
missouri,kansas city,Hillary Clinton,97735,128601
new york,albany,Hillary Clinton,83077,139830
new york,allegany,Hillary Clinton,4882,18692
new york,bronx,Hillary Clinton,353646,399522
new york,broome,Hillary Clinton,39212,86072
new york,cattaraugus,Hillary Clinton,9497,31161
new york,cayuga,Hillary Clinton,13522,33172
new york,chautauqua,Hillary Clinton,19091,54234
new york,chemung,Hillary Clinton,13757,36119
new york,chenango,Hillary Clinton,6775,20160
new york,clinton,Hillary Clinton,15059,32105
new york,columbia,Hillary Clinton,15284,30902
new york,cortland,Hillary Clinton,8771,20244
new york,delaware,Hillary Clinton,6627,19792
new york,dutchess,Hillary Clinton,62261,130934
new york,erie,Hillary Clinton,215456,423625
new york,essex,Hillary Clinton,7762,17218
