Features,IDs
"[1, 1, 0, 1, 1, 1, 1, 1, 8.0829, 5.9793, 10.0334, 0, 0, 8.688099999999999, 2.369, 0.9958, 0, 5.9270000000000005, 7.9634, 0.9977, 0, 0, 0, 0, 0, 0, 0, 0, 6.9253, 0, 0, 0, 0, 1, 5, 0, 2, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 3.8845, 0.9942, 0.9181, 0, 0, 6.9608, 1.5432000000000001, 1.9795, 0, 2.9826, 3.7089000000000003, 0, 0.525, 0, 0, 0, 0, 0, 0, 0.9982, 1.9971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",2448884692101913
"[1, 1, 1, 1, 1, 1, 1, 1, 12.4086, 0, 15.5062, 0, 0, 6.783, 3.5635, 1.8446, 0, 6.811100000000001, 7.977500000000001, 0, 0, 0, 0, 0, 0, 0.987, 0, 0, 10.6971, 0, 0, 0, 0, 2, 10, 0, 1, 1, 2, 1, 0, 1, 1, 0, 1, 0, 1, 0]",1680158918899563
"[1, 0, 0, 1, 1, 1, 1, 1, 3.7073, 0, 40.07499999999999, 0, 0, 5.3233, 0.6402, 0.9776, 2.5811, 0.995, 1.9977, 0.7589, 0, 0, 0, 0, 0, 0, 0.7708, 2.7755, 1.9913, 0.4765, 0, 0, 0, 2, 3, 0, 2, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 1]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 23.861300000000004, 4.9347, 10.540600000000001, 0, 0, 27.3817, 4.1221, 5.4498, 1.8201, 12.4004, 16.6895, 5.9765999999999995, 0, 0, 0, 0, 0, 0, 0, 4.8578, 18.880399999999998, 0.2015, 0, 0, 0, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 0, 0, 1]",1523494334543575
"[1, 0, 0, 1, 1, 1, 1, 0, 7.387099999999999, 0, 9.843300000000001, 0, 0, 2.9938000000000002, 4.3712, 2.6149, 0, 1.9945, 3.9123, 0.9957, 0.4165, 0, 0, 0, 0, 0, 0, 0, 2.9906, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",113523748745557
"[1, 0, 0, 1, 1, 1, 1, 0, 3.8706, 0, 3.0261, 0, 0, 2.9859999999999998, 0, 0, 0, 4.9605999999999995, 3.9946, 0, 0, 0, 0.6245, 0, 0, 0.9863, 0, 0, 1.9929000000000001, 0, 0, 0, 0, 4, 6, 0, 3, 0, 5, 1, 0, 1, 0, 1, 1, 0, 0, 1]",281688762959032
"[1, 1, 1, 1, 1, 1, 0, 1, 0.9155, 0, 3.7665, 0, 0, 0, 1.8366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0]",113523748745557
"[1, 1, 0, 1, 1, 1, 1, 1, 22.876700000000003, 0, 4.8893, 0, 0, 15.499600000000001, 6.803400000000001, 2.1292999999999997, 0, 7.5149, 15.962100000000001, 3.9864999999999995, 0, 0, 0, 0, 0, 0, 0, 4.3354, 5.9819, 0, 0, 0, 0, 2, 5, 0, 2, 2, 4, 1, 1, 1, 1, 0, 1, 0, 0, 0]",1680158918899563
"[1, 1, 0, 1, 1, 1, 1, 1, 16.967299999999998, 3.9757, 18.7909, 0, 0.5419, 13.9189, 5.187, 1.9851, 0, 8.9481, 10.9322, 2.9821, 0.6461, 0, 0, 0, 0, 0, 0, 0.9738, 17.5962, 0, 0, 0, 0, 0, 3, 1, 2, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 38.576499999999996, 27.1523, 4.6783, 0.5556, 0, 48.3232, 15.287399999999998, 10.052200000000001, 0, 24.577499999999997, 25.788400000000003, 10.9307, 0.7452, 0, 0, 0, 0, 0, 0, 0.9614, 23.906400000000005, 0, 3.9796000000000005, 0, 0, 11, 11, 2, 7, 4, 10, 6, 2, 1, 1, 0, 1, 0, 1, 0]",697689596979025
"[1, 1, 1, 1, 1, 1, 1, 1, 7.412000000000001, 0.9989, 0.8486, 0, 0, 2.9800000000000004, 1.9383, 1.9965000000000002, 0, 1.7769, 1.9687000000000001, 0.991, 0, 0, 0, 0, 0, 0, 0, 0, 4.873799999999999, 0, 0, 0, 0, 2, 2, 1, 2, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0]",2448884692101913
"[1, 1, 1, 1, 1, 0, 0, 0, 0.845, 2.9905999999999997, 0, 0, 0, 4.7399, 0.7923, 0.9576, 0, 0.6091, 0.9991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.995, 0, 0.996, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0]",281688762959032
"[1, 1, 1, 1, 1, 1, 1, 0, 10.139500000000002, 2.9878, 8.9172, 0, 0.975, 9.8015, 4.9468, 1.6297000000000001, 0, 8.9456, 8.4733, 1.9849, 1.0562, 0, 0, 0, 0, 0, 0, 1.9786000000000001, 11.923299999999998, 0.217, 0, 0, 0, 2, 1, 0, 1, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0]",951998221479788
"[1, 1, 0, 1, 1, 1, 1, 1, 2.4023000000000003, 0.9967, 9.1111, 0, 0, 2.9591, 1.8441999999999998, 0, 0, 0.9939, 2.9965, 0, 0, 0, 0, 0, 0, 0, 0, 1.6091000000000002, 3.9875, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",113523748745557
"[1, 0, 0, 1, 1, 0, 0, 1, 2.793, 0, 1.9804, 0, 0, 0.9784, 0, 0, 0, 0, 1.9846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",113523748745557
"[1, 1, 1, 1, 1, 0, 0, 1, 3.947, 0.9939, 0, 0, 0, 4.8786000000000005, 1.9902000000000002, 0, 0, 0.9176, 0.7856, 0.9873, 0, 0, 0, 0, 0, 0, 0, 0, 3.8322000000000003, 0, 0, 0, 0, 2, 2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1]",233293443506311
"[1, 0, 0, 1, 1, 1, 1, 1, 6.3767000000000005, 2.9591000000000003, 5.3133, 0, 0.968, 9.404700000000002, 2.5148, 0.9993, 0, 3.8862, 6.6614, 0, 0, 0, 0, 0, 0.5372, 0.936, 0, 0, 9.5922, 0.6165, 0, 0, 0, 1, 4, 4, 2, 1, 0, 3, 1, 1, 1, 0, 1, 1, 1, 0]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 47.52969999999999, 9.892100000000001, 4.1072999999999995, 0, 0, 45.14840000000001, 15.326199999999998, 13.332199999999997, 0, 19.686, 22.599200000000007, 4.941699999999999, 0, 1.4643, 0, 0, 0, 0, 0, 4.4277, 20.942200000000003, 0, 2.9526000000000003, 0, 0, 5, 5, 2, 1, 6, 4, 1, 1, 1, 1, 0, 1, 0, 0, 1]",1680158918899563
"[1, 1, 1, 1, 1, 1, 1, 1, 90.71289999999999, 14.862800000000002, 10.2711, 0, 0, 87.51210000000002, 19.228399999999993, 15.961500000000003, 1.5918, 48.30489999999999, 60.01670000000001, 18.9331, 0, 0.7301, 0, 0, 0, 0, 0.9989, 9.940399999999999, 68.6817, 0, 2.3923, 0, 0, 10, 14, 0, 8, 8, 18, 6, 0, 1, 1, 0, 1, 0, 0, 1]",1523494334543575
"[1, 0, 0, 1, 1, 1, 1, 0, 5.039700000000001, 0, 2.9625, 0, 0.9607, 4.4814, 0, 0, 0, 0.9942, 4.6256, 0.9983, 0.5031, 0, 0, 0, 0, 0, 0, 0.9925, 2.9821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",408282242636625
"[1, 0, 0, 1, 1, 1, 1, 1, 9.594999999999999, 3.872, 3.8915, 0, 0.8225, 8.567, 4.9658, 1.6359, 0, 1.9137, 4.9603, 1.9956, 0, 0, 1.8403, 0, 0, 0, 3.5525999999999995, 0, 6.967700000000001, 0, 0, 0, 0, 4, 3, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1]",281688762959032
"[1, 1, 1, 1, 1, 1, 1, 1, 27.063599999999997, 10.8541, 10.491600000000002, 0, 0, 26.755799999999997, 11.871999999999998, 6.3542000000000005, 0, 14.941599999999996, 20.7635, 0.9971, 0, 0, 0, 0, 0, 0, 0, 0.9713, 20.6914, 0, 2.9766, 0, 0, 0, 2, 0, 3, 2, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]",113523748745557
"[1, 1, 0, 1, 1, 1, 1, 1, 3.9607, 8.865699999999999, 3.7901, 0, 0, 20.8258, 1.9531, 6.9025, 0.9918, 1.9762, 6.7069, 0.9924, 0, 0, 0, 0, 0, 0, 0, 0.9483, 12.916599999999999, 0, 2.9857, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 0, 4.2916, 0, 2.4287, 0, 0, 4.4597, 1.8180999999999998, 0.8898, 0, 3.5923, 2.9899999999999998, 1.9931999999999999, 0, 0, 0, 0, 0, 0, 0.9112, 0, 3.9866, 0, 0.9833, 0, 0, 2, 3, 1, 2, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]",52850385745
"[1, 1, 1, 1, 1, 1, 1, 1, 120.76660000000003, 37.4965, 11.856300000000001, 0, 0, 98.57109999999999, 28.559399999999993, 23.507200000000005, 0.5204, 55.5572, 58.453, 21.8867, 0.6727, 0.6491, 0, 0, 0.8028, 0, 0, 20.855800000000002, 79.10770000000002, 0.9088, 4.6358, 0, 0, 7, 14, 1, 5, 8, 6, 3, 0, 1, 1, 0, 1, 1, 0, 1]",281688762959032
"[1, 0, 0, 1, 1, 1, 1, 1, 4.2377, 0.9689, 2.6049, 0, 0, 6.8102, 0, 0.9943, 0, 1.9847000000000001, 4.394, 0.9979, 0, 0, 0, 0, 0, 0, 0, 0, 1.9689, 0, 0.9462, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",113523748745557
"[1, 1, 1, 1, 1, 1, 0, 1, 0.9998, 2.9745, 1.9762, 0, 0, 3.9928000000000003, 0.9825, 0, 0, 0.9993, 1.8774, 0.998, 0, 0, 0, 0, 0, 0, 0, 0, 0.9988, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",113523748745557
"[1, 1, 1, 1, 1, 1, 1, 1, 34.58710000000001, 25.486899999999995, 3.6085999999999996, 0, 0, 45.712199999999996, 7.1887, 19.148699999999998, 0, 24.4916, 25.4035, 4.9858, 0, 1.2349999999999999, 0, 0.9953, 0, 0, 0, 0, 21.569999999999997, 0.5399, 0, 0, 0, 4, 5, 0, 2, 7, 7, 0, 0, 1, 1, 0, 1, 0, 0, 0]",951998221479788
"[1, 1, 1, 1, 1, 0, 0, 1, 0.5553, 0, 0.7707, 0, 0, 1.9485999999999999, 0, 0.9995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9986, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 45.94159999999999, 10.3326, 4.6572000000000005, 0, 0.9467, 23.345499999999994, 7.8092999999999995, 0, 0, 24.455700000000004, 24.3747, 7.945, 1.6203, 0, 0, 0, 0, 0, 0, 5.291300000000001, 13.1038, 0.2654, 0, 0, 0, 6, 9, 6, 4, 3, 6, 9, 0, 1, 1, 0, 1, 0, 0, 1]",281688762959032
"[1, 1, 0, 1, 1, 1, 1, 1, 15.613199999999999, 0, 2.6881, 0, 1.7218, 6.7543, 4.3774, 0, 0, 4.9599, 8.661999999999999, 0, 0, 0, 0, 0, 0, 0.9725, 0, 0.5812, 1.9964, 0, 0, 0, 0, 0, 0, 5, 5, 4, 0, 4, 3, 1, 1, 0, 1, 0, 1, 0]",1680158918899563
"[1, 1, 1, 1, 1, 0, 0, 1, 1.4421, 0, 1.4385, 0, 0, 1.9921000000000002, 0, 0, 0.9956, 2.5382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",2448884692101913
"[1, 0, 0, 1, 1, 1, 1, 1, 7.9382, 4.944999999999999, 4.4620999999999995, 0, 0, 8.6401, 3.9247, 0.9938, 0, 5.9327000000000005, 6.7615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8954, 0, 0.8998, 0, 0, 3, 2, 0, 1, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 1]",113523748745557
"[1, 1, 0, 1, 1, 1, 1, 1, 13.756100000000004, 5.7214, 6.782999999999999, 0, 0, 13.482599999999998, 5.2048000000000005, 1.929, 0, 8.8286, 5.9608, 1.9723000000000002, 0.9251, 0, 0, 0, 0, 0, 0, 1.8851, 6.8616, 0, 0, 0, 0, 3, 4, 1, 3, 4, 5, 4, 0, 1, 1, 0, 1, 0, 1, 1]",408282242636625
"[1, 1, 1, 1, 1, 1, 1, 1, 12.449200000000003, 2.7546, 9.8654, 0, 0.8829, 10.0321, 3.7723, 1.5117, 0, 3.9839, 5.9821, 2.9855, 0, 0, 0, 0, 0, 0, 0, 0, 5.987, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0]",113523748745557
"[1, 1, 0, 1, 1, 1, 1, 0, 8.6797, 4.986000000000001, 2.1606, 0, 0.6984, 9.9151, 0.9341, 2.9167, 0, 3.7762000000000002, 4.921399999999999, 1.9739, 0, 0, 0, 0, 0, 0, 0.975, 0, 2.5318, 0, 0.9984, 0, 0, 2, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 1]",281688762959032
"[1, 1, 1, 1, 1, 1, 1, 0, 25.515599999999992, 1.9785, 14.504999999999999, 0, 1.3514, 17.4215, 3.9759, 3.9152, 0, 11.825000000000001, 12.911299999999999, 3.9926999999999997, 0.929, 0, 0, 0, 0, 0, 0, 3.7415, 13.769200000000001, 0.4723, 0, 0, 0, 0, 1, 6, 2, 4, 0, 5, 0, 1, 1, 1, 1, 0, 0, 0]",397154924248456
"[0, 0, 0, 1, 1, 1, 1, 1, 3.1356, 0.9938, 2.6444, 0, 0, 4.9609000000000005, 4.1206, 0, 0, 1.8575, 1.9893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9658, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",113523748745557
"[1, 0, 0, 1, 1, 1, 1, 1, 6.8767, 0, 3.4774, 0, 0, 3.4849, 3.7073, 0.9925, 0, 2.983, 4.9066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9929, 0, 0, 0, 0, 2, 4, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",113523748745557
"[1, 1, 0, 1, 1, 1, 1, 1, 55.27129999999997, 11.506800000000002, 11.2471, 0, 0.841, 37.919999999999995, 28.697800000000004, 7.3245000000000005, 1.4176, 33.426100000000005, 29.525499999999997, 15.7688, 0.4647, 0, 0, 0, 0, 0, 0, 8.825199999999999, 43.67260000000001, 0, 3.9433000000000002, 0, 0, 7, 11, 0, 3, 4, 5, 2, 1, 1, 1, 0, 1, 0, 0, 1]",1468086266815937
"[1, 1, 1, 1, 1, 1, 1, 1, 7.4274, 0.9985, 3.7868000000000004, 0, 0, 4.9667, 2.8531999999999997, 0.6545, 0.9569, 1.9759, 8.6164, 0, 0, 0.5956, 0, 0, 0, 0, 0.9202999999999999, 2.9717, 5.9334999999999996, 0, 0.9971, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]",233293443506311
"[1, 1, 0, 1, 1, 1, 1, 0, 17.8217, 12.8632, 3.7695999999999996, 0, 0, 26.558500000000002, 9.0577, 6.0312, 0.9569, 10.4743, 19.7579, 6.9831, 0.6474, 0, 0, 0, 0.7698, 0.9769, 0, 0.8138, 13.111400000000003, 0, 0.9879, 0, 0, 7, 4, 0, 2, 0, 4, 0, 0, 1, 1, 0, 1, 0, 0, 1]",281688762959032
"[1, 1, 0, 1, 1, 1, 1, 1, 35.7584, 7.9613, 11.1205, 0, 0.852, 20.8787, 16.846500000000002, 1.6625, 0, 17.8519, 18.714900000000004, 5.986600000000001, 0, 0.631, 0, 0, 0, 0, 0, 4.8584000000000005, 31.830900000000003, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1468086266815937
